replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,28,46,31,44,25,44,36,40,28,25,46,44,37.25,36.25,149,145
1,34,35,45,33,44,32,30,40,33,30,45,44,36.75,36.5,147,146
2,31,50,37,31,20,36,62,28,31,20,50,62,37.25,36.5,149,146
3,36,43,32,38,16,55,33,44,32,16,43,55,37.25,37.0,149,148
4,20,30,37,52,19,50,36,39,20,19,52,50,34.75,36.0,139,144
5,36,45,30,36,47,26,42,23,30,23,45,47,36.75,34.5,147,138
6,25,25,48,50,36,24,58,30,25,24,50,58,37.0,37.0,148,148
7,47,20,35,46,50,40,31,28,20,28,47,50,37.0,37.25,148,149
8,27,44,34,40,38,25,40,42,27,25,44,42,36.25,36.25,145,145
9,29,28,38,51,32,61,23,31,28,23,51,61,36.5,36.75,146,147
10,31,34,39,39,41,30,42,34,31,30,39,42,35.75,36.75,143,147
11,49,40,47,11,50,31,27,41,11,27,49,50,36.75,37.25,147,149
12,19,46,44,34,30,32,47,40,19,30,46,47,35.75,37.25,143,149
13,29,25,45,48,44,47,21,34,25,21,48,47,36.75,36.5,147,146
14,26,37,53,31,41,38,32,38,26,32,53,41,36.75,37.25,147,149
15,31,40,36,39,33,32,39,45,31,32,40,45,36.5,37.25,146,149
16,40,33,36,32,33,36,39,36,32,33,40,39,35.25,36.0,141,144
17,41,33,34,39,23,37,40,49,33,23,41,49,36.75,37.25,147,149
18,30,13,54,48,23,28,57,39,13,23,54,57,36.25,36.75,145,147
19,54,23,29,43,28,31,51,35,23,28,54,51,37.25,36.25,149,145
20,34,48,28,37,39,49,23,37,28,23,48,49,36.75,37.0,147,148
21,50,31,40,27,51,29,21,41,27,21,50,51,37.0,35.5,148,142
22,36,52,33,27,48,25,38,38,27,25,52,48,37.0,37.25,148,149
23,26,46,35,42,35,45,37,32,26,32,46,45,37.25,37.25,149,149
24,32,36,45,35,43,27,33,44,32,27,45,44,37.0,36.75,148,147
25,11,19,61,53,35,33,46,35,11,33,61,46,36.0,37.25,144,149
26,47,22,25,53,16,46,43,42,22,16,53,46,36.75,36.75,147,147
27,27,45,41,35,35,52,33,29,27,29,45,52,37.0,37.25,148,149
28,28,41,48,27,41,42,37,28,27,28,48,42,36.0,37.0,144,148
29,52,36,25,36,46,34,34,33,25,33,52,46,37.25,36.75,149,147
30,25,41,31,50,33,52,26,33,25,26,50,52,36.75,36.0,147,144
31,37,35,43,31,29,30,32,55,31,29,43,55,36.5,36.5,146,146
32,34,34,35,45,33,40,32,35,34,32,45,40,37.0,35.0,148,140
33,37,24,32,55,42,36,43,27,24,27,55,43,37.0,37.0,148,148
34,44,35,34,36,28,24,49,45,34,24,44,49,37.25,36.5,149,146
35,24,51,26,42,33,58,26,31,24,26,51,58,35.75,37.0,143,148
36,21,29,43,55,31,31,46,40,21,31,55,46,37.0,37.0,148,148
37,25,41,34,45,49,24,28,43,25,24,45,49,36.25,36.0,145,144
38,42,23,32,51,36,34,28,49,23,28,51,49,37.0,36.75,148,147
39,44,35,38,31,32,26,30,59,31,26,44,59,37.0,36.75,148,147
40,26,45,31,45,39,43,30,36,26,30,45,43,36.75,37.0,147,148
41,35,31,40,38,19,50,45,31,31,19,40,50,36.0,36.25,144,145
42,31,41,48,28,39,46,32,30,28,30,48,46,37.0,36.75,148,147
43,44,37,30,36,32,37,30,48,30,30,44,48,36.75,36.75,147,147
44,36,50,46,17,27,17,61,42,17,17,50,61,37.25,36.75,149,147
45,31,34,36,46,29,33,31,55,31,29,46,55,36.75,37.0,147,148
46,40,29,43,32,32,39,36,41,29,32,43,41,36.0,37.0,144,148
47,24,26,39,57,32,27,40,48,24,27,57,48,36.5,36.75,146,147
48,31,34,44,36,25,50,32,39,31,25,44,50,36.25,36.5,145,146
49,34,29,47,36,28,59,23,38,29,23,47,59,36.5,37.0,146,148
50,39,27,28,51,26,43,33,45,27,26,51,45,36.25,36.75,145,147
51,45,31,27,45,30,26,39,54,27,26,45,54,37.0,37.25,148,149
52,42,26,44,37,28,20,41,58,26,20,44,58,37.25,36.75,149,147
53,40,31,46,32,27,39,42,41,31,27,46,42,37.25,37.25,149,149
54,31,50,36,32,24,48,37,40,31,24,50,48,37.25,37.25,149,149
55,40,43,34,31,49,37,30,31,31,30,43,49,37.0,36.75,148,147
56,29,40,41,37,45,27,43,33,29,27,41,45,36.75,37.0,147,148
57,16,35,55,43,61,29,23,32,16,23,55,61,37.25,36.25,149,145
58,8,45,56,39,33,41,37,37,8,33,56,41,37.0,37.0,148,148
59,35,32,52,29,26,40,35,46,29,26,52,46,37.0,36.75,148,147
60,42,40,26,39,37,40,42,28,26,28,42,42,36.75,36.75,147,147
61,29,23,49,45,32,52,31,31,23,31,49,52,36.5,36.5,146,146
62,26,49,40,29,33,30,45,40,26,30,49,45,36.0,37.0,144,148
63,35,50,16,42,40,29,54,26,16,26,50,54,35.75,37.25,143,149
64,37,25,40,45,36,38,35,34,25,34,45,38,36.75,35.75,147,143
65,34,48,18,48,48,47,20,34,18,20,48,48,37.0,37.25,148,149
66,43,29,34,40,39,42,37,31,29,31,43,42,36.5,37.25,146,149
