replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,55,29,31,29,48,39,41,17,29,17,55,48,36.0,36.25,144,145
1,30,46,36,31,37,41,21,42,30,21,46,42,35.75,35.25,143,141
2,45,38,30,32,37,25,51,32,30,25,45,51,36.25,36.25,145,145
3,34,31,34,46,45,44,35,20,31,20,46,45,36.25,36.0,145,144
4,39,18,49,39,35,25,49,34,18,25,49,49,36.25,35.75,145,143
5,31,31,40,37,24,40,35,44,31,24,40,44,34.75,35.75,139,143
6,34,38,42,30,39,33,40,32,30,32,42,40,36.0,36.0,144,144
7,26,46,31,41,58,22,45,20,26,20,46,58,36.0,36.25,144,145
8,29,47,33,31,28,50,38,27,29,27,47,50,35.0,35.75,140,143
9,35,42,38,30,47,31,31,33,30,31,42,47,36.25,35.5,145,142
10,46,42,29,26,41,37,24,39,26,24,46,41,35.75,35.25,143,141
11,39,34,42,25,38,40,22,42,25,22,42,42,35.0,35.5,140,142
12,38,46,31,26,27,46,37,35,26,27,46,46,35.25,36.25,141,145
13,56,29,35,25,36,35,35,35,25,35,56,36,36.25,35.25,145,141
14,45,31,38,29,42,28,41,27,29,27,45,42,35.75,34.5,143,138
15,41,33,53,16,41,47,45,12,16,12,53,47,35.75,36.25,143,145
16,40,35,41,26,38,30,33,43,26,30,41,43,35.5,36.0,142,144
17,37,41,23,44,52,21,34,34,23,21,44,52,36.25,35.25,145,141
18,27,42,40,33,29,25,44,46,27,25,42,46,35.5,36.0,142,144
19,45,26,46,25,31,46,32,36,25,31,46,46,35.5,36.25,142,145
20,28,39,36,41,36,35,30,42,28,30,41,42,36.0,35.75,144,143
21,47,38,35,24,32,35,37,38,24,32,47,38,36.0,35.5,144,142
22,30,35,35,44,31,38,49,27,30,27,44,49,36.0,36.25,144,145
23,42,36,28,38,24,43,44,34,28,24,42,44,36.0,36.25,144,145
24,28,34,33,48,37,37,43,24,28,24,48,43,35.75,35.25,143,141
25,63,32,30,19,46,29,35,35,19,29,63,46,36.0,36.25,144,145
26,40,28,37,38,31,52,38,23,28,23,40,52,35.75,36.0,143,144
27,29,29,49,37,42,24,47,31,29,24,49,47,36.0,36.0,144,144
28,34,45,34,29,27,26,43,45,29,26,45,45,35.5,35.25,142,141
29,37,35,48,18,40,32,29,43,18,29,48,43,34.5,36.0,138,144
30,41,24,30,42,32,36,33,43,24,32,42,43,34.25,36.0,137,144
31,35,34,43,33,47,40,36,22,33,22,43,47,36.25,36.25,145,145
32,27,33,57,22,45,24,36,39,22,24,57,45,34.75,36.0,139,144
33,21,45,33,42,35,28,61,19,21,19,45,61,35.25,35.75,141,143
34,34,42,33,30,35,28,37,42,30,28,42,42,34.75,35.5,139,142
35,47,26,18,52,34,34,40,35,18,34,52,40,35.75,35.75,143,143
36,34,36,33,37,32,37,46,25,33,25,37,46,35.0,35.0,140,140
37,29,35,31,48,44,34,27,37,29,27,48,44,35.75,35.5,143,142
38,36,45,18,43,37,48,15,37,18,15,45,48,35.5,34.25,142,137
39,44,38,23,39,29,38,39,34,23,29,44,39,36.0,35.0,144,140
40,31,38,47,28,41,35,35,33,28,33,47,41,36.0,36.0,144,144
41,36,33,40,35,38,41,32,30,33,30,40,41,36.0,35.25,144,141
42,44,33,33,34,23,34,40,41,33,23,44,41,36.0,34.5,144,138
43,32,33,51,28,49,38,32,22,28,22,51,49,36.0,35.25,144,141
44,29,45,37,27,44,37,35,28,27,28,45,44,34.5,36.0,138,144
45,45,40,36,22,29,45,37,32,22,29,45,45,35.75,35.75,143,143
46,28,47,36,33,37,39,35,32,28,32,47,39,36.0,35.75,144,143
47,29,51,28,37,43,34,50,16,28,16,51,50,36.25,35.75,145,143
48,34,32,39,36,42,31,42,28,32,28,39,42,35.25,35.75,141,143
49,31,34,32,46,37,27,38,42,31,27,46,42,35.75,36.0,143,144
50,37,35,30,43,44,34,38,23,30,23,43,44,36.25,34.75,145,139
51,52,44,27,22,32,28,33,50,22,28,52,50,36.25,35.75,145,143
52,42,32,29,40,47,36,42,20,29,20,42,47,35.75,36.25,143,145
53,36,52,36,19,41,20,54,29,19,20,52,54,35.75,36.0,143,144
