replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,36,45,40,22,39,41,38,27,22,27,45,41,35.75,36.25,143,145
1,35,39,31,39,25,33,32,53,31,25,39,53,36.0,35.75,144,143
2,34,36,27,46,41,24,39,38,27,24,46,41,35.75,35.5,143,142
3,29,27,34,55,44,37,38,25,27,25,55,44,36.25,36.0,145,144
4,29,42,46,27,31,33,39,39,27,31,46,39,36.0,35.5,144,142
5,34,26,38,46,44,28,37,35,26,28,46,44,36.0,36.0,144,144
6,35,30,43,33,30,50,43,17,30,17,43,50,35.25,35.0,141,140
7,35,34,47,29,34,38,35,38,29,34,47,38,36.25,36.25,145,145
8,38,31,32,43,28,26,38,49,31,26,43,49,36.0,35.25,144,141
9,40,31,42,31,37,40,28,37,31,28,42,40,36.0,35.5,144,142
10,42,22,40,39,26,45,27,46,22,26,42,46,35.75,36.0,143,144
11,37,29,34,42,56,36,22,28,29,22,42,56,35.5,35.5,142,142
12,23,36,43,43,44,38,30,32,23,30,43,44,36.25,36.0,145,144
13,44,47,22,31,27,36,29,50,22,27,47,50,36.0,35.5,144,142
14,35,36,13,60,49,32,36,27,13,27,60,49,36.0,36.0,144,144
15,44,45,36,19,33,40,40,30,19,30,45,40,36.0,35.75,144,143
16,29,39,48,27,40,32,41,29,27,29,48,41,35.75,35.5,143,142
17,37,36,33,36,45,42,34,24,33,24,37,45,35.5,36.25,142,145
18,21,58,25,40,29,35,20,58,21,20,58,58,36.0,35.5,144,142
19,42,31,26,41,40,15,22,66,26,15,42,66,35.0,35.75,140,143
20,20,49,35,41,44,30,39,30,20,30,49,44,36.25,35.75,145,143
21,49,43,23,30,37,51,24,32,23,24,49,51,36.25,36.0,145,144
22,36,28,38,38,42,33,30,39,28,30,38,42,35.0,36.0,140,144
23,25,46,27,41,24,27,48,37,25,24,46,48,34.75,34.0,139,136
24,36,42,32,35,36,37,27,42,32,27,42,42,36.25,35.5,145,142
25,32,46,25,41,26,32,32,54,25,26,46,54,36.0,36.0,144,144
26,35,37,38,34,32,40,41,30,34,30,38,41,36.0,35.75,144,143
27,47,41,28,29,39,39,37,22,28,22,47,39,36.25,34.25,145,137
28,53,32,21,32,29,30,28,56,21,28,53,56,34.5,35.75,138,143
29,37,33,35,38,41,41,30,32,33,30,38,41,35.75,36.0,143,144
30,49,25,30,38,30,31,33,51,25,30,49,51,35.5,36.25,142,145
31,25,43,31,42,26,25,41,51,25,25,43,51,35.25,35.75,141,143
32,51,30,29,30,37,31,34,42,29,31,51,42,35.0,36.0,140,144
33,30,23,36,55,41,48,35,21,23,21,55,48,36.0,36.25,144,145
34,37,20,51,37,41,40,38,22,20,22,51,41,36.25,35.25,145,141
35,34,40,38,31,50,29,37,26,31,26,40,50,35.75,35.5,143,142
36,24,28,49,43,33,56,26,29,24,26,49,56,36.0,36.0,144,144
37,61,27,25,31,35,36,45,28,25,28,61,45,36.0,36.0,144,144
38,36,35,24,50,33,39,22,51,24,22,50,51,36.25,36.25,145,145
39,50,26,25,44,32,32,52,28,25,28,50,52,36.25,36.0,145,144
40,42,42,37,24,42,37,33,31,24,31,42,42,36.25,35.75,145,143
41,28,36,34,44,44,33,22,44,28,22,44,44,35.5,35.75,142,143
42,29,37,34,43,26,31,52,35,29,26,43,52,35.75,36.0,143,144
43,28,42,22,47,47,20,40,36,22,20,47,47,34.75,35.75,139,143
44,29,51,27,37,34,19,52,39,27,19,51,52,36.0,36.0,144,144
45,29,30,39,44,24,31,41,48,29,24,44,48,35.5,36.0,142,144
46,34,45,28,36,35,36,28,45,28,28,45,45,35.75,36.0,143,144
47,46,32,34,31,36,47,33,27,31,27,46,47,35.75,35.75,143,143
48,22,52,38,31,36,42,42,25,22,25,52,42,35.75,36.25,143,145
49,43,55,26,20,31,41,32,35,20,31,55,41,36.0,34.75,144,139
50,48,27,22,43,39,40,32,34,22,32,48,40,35.0,36.25,140,145
51,45,27,27,41,22,44,40,38,27,22,45,44,35.0,36.0,140,144
52,32,20,57,33,18,50,26,51,20,18,57,51,35.5,36.25,142,145
53,38,27,36,43,28,33,54,28,27,28,43,54,36.0,35.75,144,143
54,22,33,32,53,35,45,31,26,22,26,53,45,35.0,34.25,140,137
55,34,24,29,55,36,41,25,40,24,25,55,41,35.5,35.5,142,142
56,20,35,42,47,35,36,42,29,20,29,47,42,36.0,35.5,144,142
57,32,35,28,47,44,37,25,36,28,25,47,44,35.5,35.5,142,142
58,50,21,28,45,22,27,49,45,21,22,50,49,36.0,35.75,144,143
59,50,31,29,35,37,17,51,39,29,17,50,51,36.25,36.0,145,144
60,47,23,45,28,31,30,45,36,23,30,47,45,35.75,35.5,143,142
61,34,49,32,30,49,30,35,30,30,30,49,49,36.25,36.0,145,144
62,36,50,31,27,36,45,24,40,27,24,50,45,36.0,36.25,144,145
63,27,47,38,33,28,40,32,45,27,28,47,45,36.25,36.25,145,145
64,31,39,48,26,44,27,35,33,26,27,48,44,36.0,34.75,144,139
65,23,41,56,24,17,37,57,33,23,17,56,57,36.0,36.0,144,144
66,42,28,37,35,29,41,50,25,28,25,42,50,35.5,36.25,142,145
67,47,26,30,41,30,24,54,37,26,24,47,54,36.0,36.25,144,145
68,30,34,43,38,27,41,39,37,30,27,43,41,36.25,36.0,145,144
69,41,42,34,28,39,36,27,42,28,27,42,42,36.25,36.0,145,144
70,21,38,25,60,33,39,32,41,21,32,60,41,36.0,36.25,144,145
71,40,35,36,30,53,31,33,27,30,27,40,53,35.25,36.0,141,144
72,37,18,54,34,32,40,40,31,18,31,54,40,35.75,35.75,143,143
73,27,34,45,36,31,26,50,38,27,26,45,50,35.5,36.25,142,145
74,38,37,29,39,33,35,34,43,29,33,39,43,35.75,36.25,143,145
75,18,52,48,26,34,29,31,43,18,29,52,43,36.0,34.25,144,137
76,30,31,31,53,21,27,47,40,30,21,53,47,36.25,33.75,145,135
77,22,45,41,34,62,29,35,19,22,19,45,62,35.5,36.25,142,145
78,24,40,32,48,23,29,50,43,24,23,48,50,36.0,36.25,144,145
79,52,27,29,35,35,47,37,23,27,23,52,47,35.75,35.5,143,142
80,35,30,42,36,43,29,42,30,30,29,42,43,35.75,36.0,143,144
81,31,27,35,52,43,36,48,17,27,17,52,48,36.25,36.0,145,144
82,46,40,23,34,38,39,36,30,23,30,46,39,35.75,35.75,143,143
83,25,38,39,43,22,42,42,34,25,22,43,42,36.25,35.0,145,140
84,37,32,38,37,26,26,51,37,32,26,38,51,36.0,35.0,144,140
85,43,28,28,41,22,45,47,30,28,22,43,47,35.0,36.0,140,144
86,27,42,41,35,34,54,32,25,27,25,42,54,36.25,36.25,145,145
87,58,35,34,17,21,42,56,24,17,21,58,56,36.0,35.75,144,143
88,42,37,28,37,43,28,39,34,28,28,42,43,36.0,36.0,144,144
89,47,32,34,31,16,37,53,39,31,16,47,53,36.0,36.25,144,145
90,33,15,47,43,43,35,29,37,15,29,47,43,34.5,36.0,138,144
91,57,18,36,31,29,41,30,44,18,29,57,44,35.5,36.0,142,144
92,32,19,50,42,35,40,24,46,19,24,50,46,35.75,36.25,143,145
93,38,28,46,33,24,43,43,32,28,24,46,43,36.25,35.5,145,142
94,45,28,43,28,26,36,35,48,28,26,45,48,36.0,36.25,144,145
95,31,27,37,49,48,27,35,33,27,27,49,48,36.0,35.75,144,143
96,41,28,39,36,41,57,28,17,28,17,41,57,36.0,35.75,144,143
97,39,46,30,29,27,37,24,56,29,24,46,56,36.0,36.0,144,144
98,22,42,34,42,27,38,34,42,22,27,42,42,35.0,35.25,140,141
99,24,30,54,35,37,40,27,40,24,27,54,40,35.75,36.0,143,144
