replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,1,1,1,0,1,3,89,0,0,0,1,89,0.75,23.25,3,93
1,1,0,0,1,0,1,73,1,0,0,1,73,0.5,18.75,2,75
2,1,2,2,0,1,1,116,0,0,0,2,116,1.25,29.5,5,118
3,1,1,2,0,1,1,91,1,0,1,2,91,1.0,23.5,4,94
4,2,0,1,1,1,1,98,2,0,1,2,98,1.0,25.5,4,102
5,2,1,2,2,2,1,91,1,1,1,2,91,1.75,23.75,7,95
6,2,0,0,1,2,4,116,0,0,0,2,116,0.75,30.5,3,122
7,0,0,0,1,1,3,102,1,0,1,1,102,0.25,26.75,1,107
8,1,2,2,1,1,0,86,1,1,0,2,86,1.5,22.0,6,88
9,1,1,0,1,1,2,81,1,0,1,1,81,0.75,21.25,3,85
10,2,1,1,0,1,0,91,1,0,0,2,91,1.0,23.25,4,93
11,1,0,2,1,1,0,91,1,0,0,2,91,1.0,23.25,4,93
12,1,2,1,1,4,1,79,1,1,1,2,79,1.25,21.25,5,85
13,0,2,2,1,0,0,90,0,0,0,2,90,1.25,22.5,5,90
14,1,1,0,0,2,2,99,1,0,1,1,99,0.5,26.0,2,104
15,0,1,1,0,0,3,115,0,0,0,1,115,0.5,29.5,2,118
16,1,0,0,0,1,1,94,3,0,1,1,94,0.25,24.75,1,99
17,2,0,1,1,1,2,111,1,0,1,2,111,1.0,28.75,4,115
18,1,2,1,1,2,1,102,0,1,0,2,102,1.25,26.25,5,105
19,1,0,1,2,1,1,107,1,0,1,2,107,1.0,27.5,4,110
20,2,1,2,0,0,2,113,0,0,0,2,113,1.25,28.75,5,115
21,2,2,2,1,0,1,92,1,1,0,2,92,1.75,23.5,7,94
22,2,1,2,2,1,1,81,2,1,1,2,81,1.75,21.25,7,85
23,1,2,2,0,0,0,103,0,0,0,2,103,1.25,25.75,5,103
24,1,1,1,0,1,2,93,1,0,1,1,93,0.75,24.25,3,97
25,0,1,1,0,2,3,75,0,0,0,1,75,0.5,20.0,2,80
26,1,1,1,0,2,5,106,1,0,1,1,106,0.75,28.5,3,114
27,0,0,1,1,1,3,93,1,0,1,1,93,0.5,24.5,2,98
28,2,1,1,1,1,1,99,1,1,1,2,99,1.25,25.5,5,102
29,1,2,1,0,1,3,97,1,0,1,2,97,1.0,25.5,4,102
30,2,1,0,2,1,0,105,1,0,0,2,105,1.25,26.75,5,107
31,2,2,2,0,1,1,104,0,0,0,2,104,1.5,26.5,6,106
32,0,0,1,0,0,2,113,1,0,0,1,113,0.25,29.0,1,116
33,0,2,2,2,0,1,110,1,0,0,2,110,1.5,28.0,6,112
34,0,0,1,1,2,2,101,0,0,0,1,101,0.5,26.25,2,105
35,1,0,2,1,0,1,103,1,0,0,2,103,1.0,26.25,4,105
36,1,2,0,2,2,0,103,4,0,0,2,103,1.25,27.25,5,109
37,0,0,0,2,0,0,98,1,0,0,2,98,0.5,24.75,2,99
38,2,1,1,2,2,1,97,4,1,1,2,97,1.5,26.0,6,104
39,2,2,1,2,1,1,86,0,1,0,2,86,1.75,22.0,7,88
40,1,1,2,0,1,0,99,0,0,0,2,99,1.0,25.0,4,100
41,1,2,0,1,1,1,96,1,0,1,2,96,1.0,24.75,4,99
42,0,0,2,1,4,1,99,2,0,1,2,99,0.75,26.5,3,106
43,1,1,1,1,2,1,93,0,1,0,1,93,1.0,24.0,4,96
44,1,1,0,0,1,1,97,1,0,1,1,97,0.5,25.0,2,100
45,1,0,1,1,2,0,95,2,0,0,1,95,0.75,24.75,3,99
46,2,2,1,2,1,1,126,1,1,1,2,126,1.75,32.25,7,129
47,1,0,1,2,0,1,99,1,0,0,2,99,1.0,25.25,4,101
48,2,0,1,1,1,3,98,1,0,1,2,98,1.0,25.75,4,103
49,2,1,0,1,1,1,96,1,0,1,2,96,1.0,24.75,4,99
50,2,1,0,1,1,1,78,1,0,1,2,78,1.0,20.25,4,81
51,2,0,1,2,0,0,109,0,0,0,2,109,1.25,27.25,5,109
52,1,1,2,0,1,2,90,2,0,1,2,90,1.0,23.75,4,95
53,0,2,1,1,0,2,111,2,0,0,2,111,1.0,28.75,4,115
54,0,2,1,1,0,1,95,0,0,0,2,95,1.0,24.0,4,96
55,1,2,1,0,1,3,89,1,0,1,2,89,1.0,23.5,4,94
56,1,1,0,1,0,0,100,2,0,0,1,100,0.75,25.5,3,102
57,1,2,1,2,0,1,116,1,1,0,2,116,1.5,29.5,6,118
58,0,1,1,2,2,1,106,0,0,0,2,106,1.0,27.25,4,109
59,2,2,2,1,1,1,97,0,1,0,2,97,1.75,24.75,7,99
60,1,1,0,0,1,0,108,2,0,0,1,108,0.5,27.75,2,111
61,1,2,2,1,2,0,62,4,1,0,2,62,1.5,17.0,6,68
62,0,2,0,0,1,3,75,1,0,1,2,75,0.5,20.0,2,80
63,2,0,1,1,2,0,113,4,0,0,2,113,1.0,29.75,4,119
64,1,0,2,0,1,1,93,0,0,0,2,93,0.75,23.75,3,95
65,1,0,1,2,1,1,57,0,0,0,2,57,1.0,14.75,4,59
66,2,2,1,1,1,2,105,0,1,0,2,105,1.5,27.0,6,108
67,0,1,0,0,2,2,95,0,0,0,1,95,0.25,24.75,1,99
68,0,1,2,1,2,1,101,1,0,1,2,101,1.0,26.25,4,105
69,1,0,0,2,1,4,97,1,0,1,2,97,0.75,25.75,3,103
70,1,0,0,2,2,0,105,3,0,0,2,105,0.75,27.5,3,110
71,1,2,1,1,1,1,111,4,1,1,2,111,1.25,29.25,5,117
72,0,2,0,1,1,0,109,1,0,0,2,109,0.75,27.75,3,111
73,2,2,1,2,1,0,109,3,1,0,2,109,1.75,28.25,7,113
74,2,1,1,0,2,2,108,1,0,1,2,108,1.0,28.25,4,113
75,1,0,1,1,0,1,102,0,0,0,1,102,0.75,25.75,3,103
76,1,1,2,0,2,0,59,1,0,0,2,59,1.0,15.5,4,62
77,2,1,2,2,1,2,111,1,1,1,2,111,1.75,28.75,7,115
78,1,2,0,2,0,3,78,3,0,0,2,78,1.25,21.0,5,84
79,1,1,1,0,0,3,103,3,0,0,1,103,0.75,27.25,3,109
80,0,1,2,2,1,0,88,1,0,0,2,88,1.25,22.5,5,90
81,2,0,0,2,1,2,83,1,0,1,2,83,1.0,21.75,4,87
82,0,1,1,0,0,2,83,0,0,0,1,83,0.5,21.25,2,85
83,1,1,1,0,1,3,100,2,0,1,1,100,0.75,26.5,3,106
84,1,0,2,1,2,0,81,0,0,0,2,81,1.0,20.75,4,83
85,1,0,0,0,1,2,94,3,0,1,1,94,0.25,25.0,1,100
86,0,1,1,1,0,0,99,1,0,0,1,99,0.75,25.0,3,100
87,1,1,1,0,2,0,96,1,0,0,1,96,0.75,24.75,3,99
88,0,0,1,1,2,0,100,1,0,0,1,100,0.5,25.75,2,103
89,1,1,1,0,1,0,98,1,0,0,1,98,0.75,25.0,3,100
90,1,1,1,0,1,3,92,1,0,1,1,92,0.75,24.25,3,97
91,0,0,1,2,1,1,96,1,0,1,2,96,0.75,24.75,3,99
92,2,2,0,2,0,1,111,1,0,0,2,111,1.5,28.25,6,113
93,2,0,1,1,1,1,95,4,0,1,2,95,1.0,25.25,4,101
94,2,1,2,1,0,1,86,2,1,0,2,86,1.5,22.25,6,89
95,1,1,0,2,0,1,102,0,0,0,2,102,1.0,25.75,4,103
96,1,1,1,1,1,1,108,0,1,0,1,108,1.0,27.5,4,110
97,0,1,1,1,2,0,117,1,0,0,1,117,0.75,30.0,3,120
98,1,0,2,1,2,1,86,1,0,1,2,86,1.0,22.5,4,90
99,2,2,1,1,2,1,106,1,1,1,2,106,1.5,27.5,6,110
