replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,52,46,22,27,25,44,43,35,22,25,52,44,36.75,36.75,147,147
1,45,31,22,48,29,57,32,29,22,29,48,57,36.5,36.75,146,147
2,39,43,42,23,45,35,29,38,23,29,43,45,36.75,36.75,147,147
3,63,37,21,26,23,57,39,28,21,23,63,57,36.75,36.75,147,147
4,45,30,30,42,30,52,43,22,30,22,45,52,36.75,36.75,147,147
5,44,43,38,22,36,39,45,27,22,27,44,45,36.75,36.75,147,147
6,51,32,23,37,27,62,36,21,23,21,51,62,35.75,36.5,143,146
7,25,32,38,49,29,51,48,19,25,19,49,51,36.0,36.75,144,147
8,27,52,31,36,44,46,23,34,27,23,52,46,36.5,36.75,146,147
9,32,37,23,55,32,49,38,28,23,28,55,49,36.75,36.75,147,147
10,36,41,45,25,49,36,27,33,25,27,45,49,36.75,36.25,147,145
11,55,35,20,37,29,42,39,37,20,29,55,42,36.75,36.75,147,147
12,34,48,37,28,50,39,31,23,28,23,48,50,36.75,35.75,147,143
13,62,33,39,13,37,56,16,38,13,16,62,56,36.75,36.75,147,147
14,32,35,38,41,26,76,31,14,32,14,41,76,36.5,36.75,146,147
15,28,42,37,40,33,41,45,28,28,28,42,45,36.75,36.75,147,147
16,36,49,17,45,36,36,41,32,17,32,49,41,36.75,36.25,147,145
17,40,37,39,29,26,58,17,46,29,17,40,58,36.25,36.75,145,147
18,33,48,38,28,50,37,30,30,28,30,48,50,36.75,36.75,147,147
19,25,39,48,35,45,52,37,13,25,13,48,52,36.75,36.75,147,147
20,39,39,40,28,47,40,32,27,28,27,40,47,36.5,36.5,146,146
21,37,29,48,30,43,29,36,35,29,29,48,43,36.0,35.75,144,143
22,40,32,30,45,32,61,23,31,30,23,45,61,36.75,36.75,147,147
23,34,40,40,32,57,43,31,16,32,16,40,57,36.5,36.75,146,147
24,30,45,49,23,45,26,43,33,23,26,49,45,36.75,36.75,147,147
25,31,44,41,31,51,24,46,26,31,24,44,51,36.75,36.75,147,147
26,16,39,33,58,23,39,37,43,16,23,58,43,36.5,35.5,146,142
27,43,49,24,31,37,31,49,30,24,30,49,49,36.75,36.75,147,147
28,48,54,15,30,41,27,58,21,15,21,54,58,36.75,36.75,147,147
29,48,32,27,40,35,47,26,39,27,26,48,47,36.75,36.75,147,147
30,30,45,36,36,50,41,21,35,30,21,45,50,36.75,36.75,147,147
31,33,45,39,30,38,38,42,29,30,29,45,42,36.75,36.75,147,147
32,35,37,38,37,39,33,38,37,35,33,38,39,36.75,36.75,147,147
33,37,35,32,43,38,44,25,40,32,25,43,44,36.75,36.75,147,147
34,49,33,37,27,54,33,37,23,27,23,49,54,36.5,36.75,146,147
35,33,39,40,34,48,38,18,42,33,18,40,48,36.5,36.5,146,146
36,31,45,31,40,27,39,41,40,31,27,45,41,36.75,36.75,147,147
37,44,51,31,21,37,37,34,39,21,34,51,39,36.75,36.75,147,147
38,41,31,45,30,48,43,24,32,30,24,45,48,36.75,36.75,147,147
39,47,30,31,39,37,46,23,41,30,23,47,46,36.75,36.75,147,147
40,41,28,41,37,48,31,30,35,28,30,41,48,36.75,36.0,147,144
41,37,65,20,24,29,48,27,43,20,27,65,48,36.5,36.75,146,147
42,43,33,36,35,24,35,38,50,33,24,43,50,36.75,36.75,147,147
43,42,38,36,29,48,32,20,47,29,20,42,48,36.25,36.75,145,147
44,35,65,34,12,53,34,21,39,12,21,65,53,36.5,36.75,146,147
45,36,45,35,31,43,54,25,25,31,25,45,54,36.75,36.75,147,147
46,28,30,47,42,18,56,28,45,28,18,47,56,36.75,36.75,147,147
47,51,29,37,30,39,39,29,39,29,29,51,39,36.75,36.5,147,146
48,24,52,49,22,28,34,43,42,22,28,52,43,36.75,36.75,147,147
