replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,31,32,47,42,42,45,31,31,31,31,47,45,38.0,37.25,152,149
1,35,35,26,55,33,40,39,40,26,33,55,40,37.75,38.0,151,152
2,45,23,49,33,19,27,55,48,23,19,49,55,37.5,37.25,150,149
3,53,35,36,28,33,49,35,35,28,33,53,49,38.0,38.0,152,152
4,51,28,41,30,22,34,44,52,28,22,51,52,37.5,38.0,150,152
5,45,35,35,37,33,34,31,52,35,31,45,52,38.0,37.5,152,150
6,30,30,40,50,35,20,60,36,30,20,50,60,37.5,37.75,150,151
7,27,40,39,45,29,41,47,35,27,29,45,47,37.75,38.0,151,152
8,29,44,30,47,47,29,45,27,29,27,47,47,37.5,37.0,150,148
9,31,33,43,44,39,38,41,33,31,33,44,41,37.75,37.75,151,151
10,25,40,31,54,28,26,30,66,25,26,54,66,37.5,37.5,150,150
11,35,15,50,49,19,49,42,40,15,19,50,49,37.25,37.5,149,150
12,38,47,30,34,37,36,28,50,30,28,47,50,37.25,37.75,149,151
13,41,23,36,45,48,22,41,38,23,22,45,48,36.25,37.25,145,149
14,20,42,33,49,27,36,37,45,20,27,49,45,36.0,36.25,144,145
15,30,40,50,31,56,29,30,35,30,29,50,56,37.75,37.5,151,150
16,54,22,41,34,31,41,48,32,22,31,54,48,37.75,38.0,151,152
17,25,63,34,30,53,31,37,28,25,28,63,53,38.0,37.25,152,149
18,31,28,35,56,28,36,45,40,28,28,56,45,37.5,37.25,150,149
19,21,45,34,48,17,37,41,55,21,17,48,55,37.0,37.5,148,150
20,33,51,36,29,32,26,53,33,29,26,51,53,37.25,36.0,149,144
21,32,36,37,40,51,38,31,27,32,27,40,51,36.25,36.75,145,147
22,33,38,26,54,43,28,15,64,26,15,54,64,37.75,37.5,151,150
23,53,22,37,39,31,26,51,40,22,26,53,51,37.75,37.0,151,148
24,42,21,45,44,38,42,45,27,21,27,45,45,38.0,38.0,152,152
25,40,36,21,54,44,29,33,42,21,29,54,44,37.75,37.0,151,148
26,39,41,36,36,41,25,37,46,36,25,41,46,38.0,37.25,152,149
27,33,38,45,36,29,39,44,34,33,29,45,44,38.0,36.5,152,146
28,47,37,34,33,34,29,47,42,33,29,47,47,37.75,38.0,151,152
29,52,34,28,34,47,46,24,32,28,24,52,47,37.0,37.25,148,149
30,19,51,40,42,46,34,38,34,19,34,51,46,38.0,38.0,152,152
31,29,22,50,46,40,47,33,31,22,31,50,47,36.75,37.75,147,151
32,54,35,27,33,42,30,57,22,27,22,54,57,37.25,37.75,149,151
33,26,50,40,35,41,30,22,51,26,22,50,51,37.75,36.0,151,144
34,37,44,31,38,52,47,19,33,31,19,44,52,37.5,37.75,150,151
35,54,13,39,45,55,37,26,34,13,26,54,55,37.75,38.0,151,152
36,42,27,53,30,34,38,45,33,27,33,53,45,38.0,37.5,152,150
37,25,26,56,45,42,24,49,33,25,24,56,49,38.0,37.0,152,148
38,66,33,14,38,37,48,27,40,14,27,66,48,37.75,38.0,151,152
39,30,36,40,46,37,24,45,46,30,24,46,46,38.0,38.0,152,152
40,38,26,38,48,27,30,48,46,26,27,48,48,37.5,37.75,150,151
41,35,27,41,48,44,39,40,28,27,28,48,44,37.75,37.75,151,151
42,26,26,52,45,48,42,38,24,26,24,52,48,37.25,38.0,149,152
43,42,45,43,22,42,40,40,29,22,29,45,42,38.0,37.75,152,151
44,39,28,34,51,29,64,34,24,28,24,51,64,38.0,37.75,152,151
45,52,30,45,24,37,33,34,48,24,33,52,48,37.75,38.0,151,152
46,24,38,39,48,35,36,51,30,24,30,48,51,37.25,38.0,149,152
47,46,28,34,43,36,19,38,51,28,19,46,51,37.75,36.0,151,144
48,57,40,29,26,35,34,51,30,26,30,57,51,38.0,37.5,152,150
49,43,24,36,44,50,35,38,29,24,29,44,50,36.75,38.0,147,152
50,34,41,36,36,53,27,8,61,34,8,41,61,36.75,37.25,147,149
51,36,31,45,39,25,33,44,50,31,25,45,50,37.75,38.0,151,152
52,26,28,57,40,47,20,37,44,26,20,57,47,37.75,37.0,151,148
53,49,51,37,14,32,47,46,26,14,26,51,47,37.75,37.75,151,151
54,48,19,41,43,48,28,34,42,19,28,48,48,37.75,38.0,151,152
55,18,25,55,50,47,28,42,32,18,28,55,47,37.0,37.25,148,149
56,27,46,32,43,30,34,52,34,27,30,46,52,37.0,37.5,148,150
57,30,25,47,46,47,47,34,23,25,23,47,47,37.0,37.75,148,151
58,34,34,48,33,52,34,21,41,33,21,48,52,37.25,37.0,149,148
59,49,30,34,37,23,45,39,45,30,23,49,45,37.5,38.0,150,152
60,31,28,57,30,34,41,24,53,28,24,57,53,36.5,38.0,146,152
61,26,55,34,35,24,33,57,33,26,24,55,57,37.5,36.75,150,147
62,31,34,53,30,40,51,41,20,30,20,53,51,37.0,38.0,148,152
63,20,54,45,32,35,41,32,43,20,32,54,43,37.75,37.75,151,151
64,49,34,42,24,51,34,34,31,24,31,49,51,37.25,37.5,149,150
65,45,59,16,31,46,27,34,41,16,27,59,46,37.75,37.0,151,148
66,32,44,41,35,42,20,43,45,32,20,44,45,38.0,37.5,152,150
67,23,51,20,54,47,39,31,33,20,31,54,47,37.0,37.5,148,150
68,31,23,36,59,55,30,45,19,23,19,59,55,37.25,37.25,149,149
69,36,33,42,40,23,52,29,47,33,23,42,52,37.75,37.75,151,151
70,36,28,35,52,52,16,49,28,28,16,52,52,37.75,36.25,151,145
71,17,54,41,38,41,23,44,42,17,23,54,44,37.5,37.5,150,150
72,27,28,47,49,49,25,40,35,27,25,49,49,37.75,37.25,151,149
73,46,29,29,48,42,43,19,45,29,19,48,45,38.0,37.25,152,149
74,19,53,29,48,44,24,39,41,19,24,53,44,37.25,37.0,149,148
75,28,25,42,55,22,26,51,47,25,22,55,51,37.5,36.5,150,146
76,38,42,31,41,38,41,29,42,31,29,42,42,38.0,37.5,152,150
77,42,44,35,29,36,43,36,22,29,22,44,43,37.5,34.25,150,137
78,53,21,48,29,25,43,36,43,21,25,53,43,37.75,36.75,151,147
79,41,38,27,44,23,24,73,30,27,23,44,73,37.5,37.5,150,150
80,35,42,33,40,38,40,41,33,33,33,42,41,37.5,38.0,150,152
81,36,22,54,37,36,39,49,26,22,26,54,49,37.25,37.5,149,150
82,37,43,26,41,38,35,32,47,26,32,43,47,36.75,38.0,147,152
83,27,30,47,48,27,36,53,34,27,27,48,53,38.0,37.5,152,150
84,43,30,47,32,29,51,43,29,30,29,47,51,38.0,38.0,152,152
85,31,29,39,53,46,24,48,32,29,24,53,48,38.0,37.5,152,150
86,48,32,29,41,30,26,42,51,29,26,48,51,37.5,37.25,150,149
87,47,15,35,52,51,22,28,42,15,22,52,51,37.25,35.75,149,143
88,49,40,25,36,18,38,47,44,25,18,49,47,37.5,36.75,150,147
89,41,28,30,53,42,32,29,39,28,29,53,42,38.0,35.5,152,142
90,35,30,54,31,34,33,51,34,30,33,54,51,37.5,38.0,150,152
91,28,51,30,43,41,56,28,25,28,25,51,56,38.0,37.5,152,150
92,27,28,39,52,49,24,36,40,27,24,52,49,36.5,37.25,146,149
93,32,30,43,44,37,40,44,30,30,30,44,44,37.25,37.75,149,151
94,37,40,38,36,43,23,48,37,36,23,40,48,37.75,37.75,151,151
95,58,23,47,24,32,42,43,30,23,30,58,43,38.0,36.75,152,147
96,44,29,30,49,31,39,26,56,29,26,49,56,38.0,38.0,152,152
97,43,53,26,30,42,30,53,27,26,27,53,53,38.0,38.0,152,152
98,33,44,41,34,29,42,47,31,33,29,44,47,38.0,37.25,152,149
99,42,28,38,44,38,53,37,21,28,21,44,53,38.0,37.25,152,149
