replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,43,32,37,39,59,20,21,49,32,20,43,59,37.75,37.25,151,149
1,39,13,35,60,31,32,45,42,13,31,60,45,36.75,37.5,147,150
2,32,41,44,32,29,43,37,41,32,29,44,43,37.25,37.5,149,150
3,34,47,27,41,49,41,26,33,27,26,47,49,37.25,37.25,149,149
4,38,25,35,52,31,34,26,60,25,26,52,60,37.5,37.75,150,151
5,29,40,41,40,24,45,43,38,29,24,41,45,37.5,37.5,150,150
6,34,33,42,35,33,40,44,34,33,33,42,44,36.0,37.75,144,151
7,21,56,24,49,29,40,38,42,21,29,56,42,37.5,37.25,150,149
8,43,38,42,28,37,29,36,48,28,29,43,48,37.75,37.5,151,150
9,37,28,50,35,41,33,38,39,28,33,50,41,37.5,37.75,150,151
10,28,37,34,51,26,31,52,41,28,26,51,52,37.5,37.5,150,150
11,36,36,36,42,36,55,42,18,36,18,42,55,37.5,37.75,150,151
12,26,38,45,40,38,38,31,42,26,31,45,42,37.25,37.25,149,149
13,42,21,56,32,31,26,34,60,21,26,56,60,37.75,37.75,151,151
14,20,30,52,43,30,35,43,42,20,30,52,43,36.25,37.5,145,150
15,46,42,42,18,30,46,38,34,18,30,46,46,37.0,37.0,148,148
16,51,39,40,16,35,29,35,44,16,29,51,44,36.5,35.75,146,143
17,30,41,44,36,61,25,25,40,30,25,44,61,37.75,37.75,151,151
18,54,32,33,32,33,29,45,43,32,29,54,45,37.75,37.5,151,150
19,35,27,40,47,44,30,38,32,27,30,47,44,37.25,36.0,149,144
20,49,29,42,29,31,47,27,44,29,27,49,47,37.25,37.25,149,149
21,47,32,40,28,30,49,38,33,28,30,47,49,36.75,37.5,147,150
22,49,23,49,30,37,27,38,47,23,27,49,47,37.75,37.25,151,149
23,36,61,31,22,29,36,38,47,22,29,61,47,37.5,37.5,150,150
24,39,37,46,28,41,43,32,34,28,32,46,43,37.5,37.5,150,150
25,46,43,28,33,37,28,27,57,28,27,46,57,37.5,37.25,150,149
26,29,33,58,28,26,53,46,22,28,22,58,53,37.0,36.75,148,147
27,40,55,16,40,36,41,41,32,16,32,55,41,37.75,37.5,151,150
28,35,40,49,26,34,43,37,29,26,29,49,43,37.5,35.75,150,143
29,49,18,41,43,48,47,19,35,18,19,49,48,37.75,37.25,151,149
30,43,33,38,37,33,36,37,43,33,33,43,43,37.75,37.25,151,149
31,50,31,23,42,28,47,30,41,23,28,50,47,36.5,36.5,146,146
32,43,33,35,38,52,27,39,33,33,27,43,52,37.25,37.75,149,151
33,40,43,32,36,44,25,40,33,32,25,43,44,37.75,35.5,151,142
34,32,23,35,59,57,30,41,23,23,23,59,57,37.25,37.75,149,151
35,27,42,33,48,23,43,43,38,27,23,48,43,37.5,36.75,150,147
36,37,32,42,40,41,34,43,31,32,31,42,43,37.75,37.25,151,149
37,44,22,45,38,24,51,51,25,22,24,45,51,37.25,37.75,149,151
38,18,52,48,26,43,26,32,50,18,26,52,50,36.0,37.75,144,151
39,43,34,15,55,40,28,40,39,15,28,55,40,36.75,36.75,147,147
40,49,37,27,38,41,31,44,32,27,31,49,44,37.75,37.0,151,148
41,23,53,36,38,45,39,33,32,23,32,53,45,37.5,37.25,150,149
42,18,39,59,30,39,22,40,42,18,22,59,42,36.5,35.75,146,143
43,42,24,52,32,33,39,45,34,24,33,52,45,37.5,37.75,150,151
44,27,52,31,39,33,40,28,48,27,28,52,48,37.25,37.25,149,149
45,43,40,22,45,25,26,43,52,22,25,45,52,37.5,36.5,150,146
46,22,32,52,43,47,39,33,30,22,30,52,47,37.25,37.25,149,149
47,21,54,22,51,31,33,35,50,21,31,54,50,37.0,37.25,148,149
48,30,45,43,27,42,25,30,53,27,25,45,53,36.25,37.5,145,150
49,38,45,28,38,50,21,34,43,28,21,45,50,37.25,37.0,149,148
50,27,36,36,52,43,29,24,53,27,24,52,53,37.75,37.25,151,149
51,44,23,36,48,38,34,28,51,23,28,48,51,37.75,37.75,151,151
52,52,33,25,41,31,26,44,45,25,26,52,45,37.75,36.5,151,146
53,34,27,33,53,35,38,41,33,27,33,53,41,36.75,36.75,147,147
54,25,13,60,47,28,51,42,30,13,28,60,51,36.25,37.75,145,151
55,36,38,40,36,41,31,46,33,36,31,40,46,37.5,37.75,150,151
56,32,26,32,59,40,44,34,30,26,30,59,44,37.25,37.0,149,148
57,47,51,43,9,43,43,22,43,9,22,51,43,37.5,37.75,150,151
58,43,27,37,43,32,47,37,34,27,32,43,47,37.5,37.5,150,150
59,24,27,46,52,38,31,42,31,24,31,52,42,37.25,35.5,149,142
60,39,28,43,38,44,37,41,24,28,24,43,44,37.0,36.5,148,146
61,24,39,28,50,36,24,42,42,24,24,50,42,35.25,36.0,141,144
62,43,49,24,34,39,29,45,35,24,29,49,45,37.5,37.0,150,148
63,48,43,35,25,27,33,64,25,25,25,48,64,37.75,37.25,151,149
64,33,42,26,48,51,46,27,24,26,24,48,51,37.25,37.0,149,148
65,25,39,39,46,27,36,40,48,25,27,46,48,37.25,37.75,149,151
66,16,43,40,47,58,24,37,26,16,24,47,58,36.5,36.25,146,145
67,39,43,35,33,52,14,37,44,33,14,43,52,37.5,36.75,150,147
68,39,43,32,32,45,23,49,32,32,23,43,49,36.5,37.25,146,149
69,21,65,39,25,45,34,33,36,21,33,65,45,37.5,37.0,150,148
70,28,44,39,39,37,37,45,30,28,30,44,45,37.5,37.25,150,149
71,38,43,33,37,44,38,27,41,33,27,43,44,37.75,37.5,151,150
72,39,32,47,32,30,46,24,49,32,24,47,49,37.5,37.25,150,149
73,33,36,28,48,23,44,35,48,28,23,48,48,36.25,37.5,145,150
74,34,47,41,23,53,33,36,26,23,26,47,53,36.25,37.0,145,148
75,47,31,29,41,34,29,52,34,29,29,47,52,37.0,37.25,148,149
76,23,56,48,21,44,39,29,34,21,29,56,44,37.0,36.5,148,146
77,34,41,34,42,31,43,46,30,34,30,42,46,37.75,37.5,151,150
78,30,31,43,46,26,33,42,48,30,26,46,48,37.5,37.25,150,149
79,18,53,31,48,33,42,45,27,18,27,53,45,37.5,36.75,150,147
80,37,34,45,31,40,38,31,42,31,31,45,42,36.75,37.75,147,151
81,33,41,39,38,50,25,31,42,33,25,41,50,37.75,37.0,151,148
82,34,40,26,47,34,41,48,27,26,27,47,48,36.75,37.5,147,150
83,63,31,27,24,40,31,38,37,24,31,63,40,36.25,36.5,145,146
84,37,37,21,46,42,43,41,24,21,24,46,43,35.25,37.5,141,150
85,46,36,25,39,34,42,42,31,25,31,46,42,36.5,37.25,146,149
86,33,31,39,47,58,30,29,32,31,29,47,58,37.5,37.25,150,149
87,44,41,35,31,21,39,52,36,31,21,44,52,37.75,37.0,151,148
88,41,30,32,44,40,39,28,41,30,28,44,41,36.75,37.0,147,148
89,26,33,48,42,38,32,52,26,26,26,48,52,37.25,37.0,149,148
90,32,50,49,17,47,27,38,34,17,27,50,47,37.0,36.5,148,146
91,25,32,44,47,36,30,46,39,25,30,47,46,37.0,37.75,148,151
92,28,52,21,50,42,29,42,38,21,29,52,42,37.75,37.75,151,151
93,40,33,30,45,29,21,51,49,30,21,45,51,37.0,37.5,148,150
94,38,25,46,36,27,40,40,41,25,27,46,41,36.25,37.0,145,148
95,30,33,42,45,32,31,43,44,30,31,45,44,37.5,37.5,150,150
96,35,29,34,51,37,50,26,36,29,26,51,50,37.25,37.25,149,149
97,41,21,29,60,29,18,45,59,21,18,60,59,37.75,37.75,151,151
98,44,40,35,32,24,35,43,49,32,24,44,49,37.75,37.75,151,151
99,41,23,47,37,27,38,43,43,23,27,47,43,37.0,37.75,148,151
