replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,32,29,49,40,35,34,39,42,29,34,49,42,37.5,37.5,150,150
1,36,30,49,36,34,36,43,34,30,34,49,43,37.75,36.75,151,147
2,27,58,29,36,42,40,29,36,27,29,58,42,37.5,36.75,150,147
3,41,34,31,45,41,33,34,40,31,33,45,41,37.75,37.0,151,148
4,38,23,45,43,55,25,35,35,23,25,45,55,37.25,37.5,149,150
5,45,38,32,36,33,48,43,26,32,26,45,48,37.75,37.5,151,150
6,36,25,53,33,37,17,45,46,25,17,53,46,36.75,36.25,147,145
7,37,38,44,32,44,36,31,40,32,31,44,44,37.75,37.75,151,151
8,40,44,28,39,42,48,37,24,28,24,44,48,37.75,37.75,151,151
9,50,36,32,33,23,31,31,64,32,23,50,64,37.75,37.25,151,149
10,39,34,30,43,25,40,47,39,30,25,43,47,36.5,37.75,146,151
11,47,20,46,35,42,32,38,35,20,32,47,42,37.0,36.75,148,147
12,48,45,34,24,48,40,23,38,24,23,48,48,37.75,37.25,151,149
13,41,36,32,42,32,37,38,43,32,32,42,43,37.75,37.5,151,150
14,31,51,38,29,23,46,51,28,29,23,51,51,37.25,37.0,149,148
15,37,33,32,45,37,29,27,57,32,27,45,57,36.75,37.5,147,150
16,39,31,34,44,42,37,38,33,31,33,44,42,37.0,37.5,148,150
17,30,35,43,39,46,30,39,36,30,30,43,46,36.75,37.75,147,151
18,46,28,23,52,32,51,37,31,23,31,52,51,37.25,37.75,149,151
19,40,22,40,47,28,26,26,65,22,26,47,65,37.25,36.25,149,145
20,22,47,38,44,30,24,53,43,22,24,47,53,37.75,37.5,151,150
21,35,40,36,36,34,50,34,29,35,29,40,50,36.75,36.75,147,147
22,26,33,56,35,39,25,52,33,26,25,56,52,37.5,37.25,150,149
23,28,33,56,34,28,40,33,50,28,28,56,50,37.75,37.75,151,151
24,46,42,34,29,29,53,29,34,29,29,46,53,37.75,36.25,151,145
25,41,36,32,31,66,34,25,25,31,25,41,66,35.0,37.5,140,150
26,35,44,48,24,42,39,32,37,24,32,48,42,37.75,37.5,151,150
27,47,29,31,42,48,37,26,31,29,26,47,48,37.25,35.5,149,142
28,30,44,31,46,35,29,37,49,30,29,46,49,37.75,37.5,151,150
29,29,38,34,48,19,46,35,49,29,19,48,49,37.25,37.25,149,149
30,32,29,39,45,45,27,22,55,29,22,45,55,36.25,37.25,145,149
31,52,28,22,46,31,27,52,41,22,27,52,52,37.0,37.75,148,151
32,49,30,33,37,23,51,43,32,30,23,49,51,37.25,37.25,149,149
33,31,49,28,41,36,22,26,57,28,22,49,57,37.25,35.25,149,141
34,31,29,26,65,27,45,27,45,26,27,65,45,37.75,36.0,151,144
35,44,41,23,39,32,35,39,42,23,32,44,42,36.75,37.0,147,148
36,37,34,36,39,40,32,35,37,34,32,39,40,36.5,36.0,146,144
37,39,42,38,29,36,42,35,35,29,35,42,42,37.0,37.0,148,148
38,31,37,45,38,31,31,46,31,31,31,45,46,37.75,34.75,151,139
39,24,33,36,55,26,39,30,55,24,26,55,55,37.0,37.5,148,150
40,23,49,31,46,33,36,43,39,23,33,49,43,37.25,37.75,149,151
41,47,26,39,38,20,44,46,36,26,20,47,46,37.5,36.5,150,146
42,43,45,31,30,33,37,34,46,30,33,45,46,37.25,37.5,149,150
43,31,46,41,33,31,22,51,45,31,22,46,51,37.75,37.25,151,149
44,40,42,36,32,29,42,31,48,32,29,42,48,37.5,37.5,150,150
45,40,24,38,46,31,55,25,37,24,25,46,55,37.0,37.0,148,148
46,29,46,44,29,30,35,42,43,29,30,46,43,37.0,37.5,148,150
47,40,35,41,28,47,31,45,27,28,27,41,47,36.0,37.5,144,150
48,51,31,41,22,42,37,29,42,22,29,51,42,36.25,37.5,145,150
49,53,39,36,22,33,52,33,30,22,30,53,52,37.5,37.0,150,148
50,49,28,41,31,42,35,38,36,28,35,49,42,37.25,37.75,149,151
51,38,21,52,39,37,30,32,49,21,30,52,49,37.5,37.0,150,148
52,32,36,37,44,53,41,43,12,32,12,44,53,37.25,37.25,149,149
53,15,48,42,45,45,39,26,41,15,26,48,45,37.5,37.75,150,151
54,52,38,32,27,21,42,56,30,27,21,52,56,37.25,37.25,149,149
55,32,41,28,47,33,42,54,22,28,22,47,54,37.0,37.75,148,151
56,39,38,35,36,42,35,39,30,35,30,39,42,37.0,36.5,148,146
57,32,37,35,46,20,37,45,48,32,20,46,48,37.5,37.5,150,150
58,39,24,23,62,27,38,46,38,23,27,62,46,37.0,37.25,148,149
59,37,42,18,51,25,44,37,41,18,25,51,44,37.0,36.75,148,147
60,29,44,39,39,52,44,29,23,29,23,44,52,37.75,37.0,151,148
61,34,44,38,35,24,31,48,43,34,24,44,48,37.75,36.5,151,146
62,47,33,31,37,24,33,34,48,31,24,47,48,37.0,34.75,148,139
63,31,35,42,43,25,52,37,31,31,25,43,52,37.75,36.25,151,145
64,48,31,36,31,37,39,35,38,31,35,48,39,36.5,37.25,146,149
65,37,48,27,37,37,27,47,39,27,27,48,47,37.25,37.5,149,150
66,22,38,54,28,44,29,32,46,22,29,54,46,35.5,37.75,142,151
67,48,25,44,32,35,50,39,25,25,25,48,50,37.25,37.25,149,149
68,30,28,47,42,26,39,45,39,28,26,47,45,36.75,37.25,147,149
69,20,30,40,60,37,30,56,25,20,25,60,56,37.5,37.0,150,148
70,37,42,47,25,21,38,39,52,25,21,47,52,37.75,37.5,151,150
71,53,35,40,22,47,38,37,27,22,27,53,47,37.5,37.25,150,149
72,31,33,32,52,33,49,31,35,31,31,52,49,37.0,37.0,148,148
73,29,39,35,47,38,25,35,49,29,25,47,49,37.5,36.75,150,147
74,32,50,35,33,37,21,51,41,32,21,50,51,37.5,37.5,150,150
75,46,57,21,25,23,56,28,44,21,23,57,56,37.25,37.75,149,151
76,35,37,43,36,44,38,29,39,35,29,43,44,37.75,37.5,151,150
