replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,31,27,44,43,20,49,43,36,27,20,44,49,36.25,37.0,145,148
1,44,33,31,41,38,35,34,42,31,34,44,42,37.25,37.25,149,149
2,17,38,35,57,40,32,35,40,17,32,57,40,36.75,36.75,147,147
3,54,28,24,42,55,45,14,34,24,14,54,55,37.0,37.0,148,148
4,32,28,50,39,37,38,32,42,28,32,50,42,37.25,37.25,149,149
5,37,34,40,37,34,60,26,27,34,26,40,60,37.0,36.75,148,147
6,44,24,12,68,17,28,63,39,12,17,68,63,37.0,36.75,148,147
7,41,35,45,27,38,47,25,30,27,25,45,47,37.0,35.0,148,140
8,46,22,50,31,33,29,36,50,22,29,50,50,37.25,37.0,149,148
9,38,42,33,34,41,35,41,31,33,31,42,41,36.75,37.0,147,148
10,45,19,40,45,38,20,41,46,19,20,45,46,37.25,36.25,149,145
11,42,46,31,29,32,36,31,44,29,31,46,44,37.0,35.75,148,143
12,31,39,37,41,36,38,47,25,31,25,41,47,37.0,36.5,148,146
13,47,35,32,35,36,29,51,23,32,23,47,51,37.25,34.75,149,139
14,36,24,50,36,52,26,43,28,24,26,50,52,36.5,37.25,146,149
15,26,48,26,48,47,36,30,36,26,30,48,47,37.0,37.25,148,149
16,41,53,33,19,36,38,41,30,19,30,53,41,36.5,36.25,146,145
17,33,34,51,30,38,44,31,36,30,31,51,44,37.0,37.25,148,149
18,43,13,46,46,48,22,36,41,13,22,46,48,37.0,36.75,148,147
19,45,40,30,32,29,47,34,38,30,29,45,47,36.75,37.0,147,148
20,29,43,36,39,29,34,31,55,29,29,43,55,36.75,37.25,147,149
21,34,43,33,37,40,37,34,36,33,34,43,40,36.75,36.75,147,147
22,40,45,21,43,37,40,36,33,21,33,45,40,37.25,36.5,149,146
23,37,33,53,23,33,43,29,40,23,29,53,43,36.5,36.25,146,145
