replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,50,26,35,37,38,40,40,30,26,30,50,40,37.0,37.0,148,148
1,33,41,46,28,42,39,24,43,28,24,46,43,37.0,37.0,148,148
2,56,22,47,19,34,36,29,45,19,29,56,45,36.0,36.0,144,144
3,36,34,45,32,24,41,42,41,32,24,45,42,36.75,37.0,147,148
4,43,28,44,33,49,26,41,29,28,26,44,49,37.0,36.25,148,145
5,34,44,41,29,34,45,36,33,29,33,44,45,37.0,37.0,148,148
6,29,38,52,28,27,33,40,47,28,27,52,47,36.75,36.75,147,147
7,44,39,36,29,26,33,39,48,29,26,44,48,37.0,36.5,148,146
8,32,36,46,33,34,45,22,47,32,22,46,47,36.75,37.0,147,148
9,31,46,31,40,37,36,33,42,31,33,46,42,37.0,37.0,148,148
10,43,41,23,41,37,34,39,38,23,34,43,39,37.0,37.0,148,148
11,38,22,40,48,20,40,31,57,22,20,48,57,37.0,37.0,148,148
12,39,45,37,27,24,36,44,39,27,24,45,44,37.0,35.75,148,143
13,30,41,33,38,48,52,20,28,30,20,41,52,35.5,37.0,142,148
14,43,30,18,55,38,39,39,31,18,31,55,39,36.5,36.75,146,147
15,45,29,22,52,34,37,39,38,22,34,52,39,37.0,37.0,148,148
16,34,43,38,33,59,25,26,36,33,25,43,59,37.0,36.5,148,146
17,47,45,31,23,44,40,30,34,23,30,47,44,36.5,37.0,146,148
18,42,35,45,24,38,26,40,44,24,26,45,44,36.5,37.0,146,148
19,24,40,43,41,46,30,22,49,24,22,43,49,37.0,36.75,148,147
20,26,44,45,33,45,46,23,34,26,23,45,46,37.0,37.0,148,148
21,22,35,50,36,32,47,22,47,22,22,50,47,35.75,37.0,143,148
22,46,31,40,29,45,24,46,31,29,24,46,46,36.5,36.5,146,146
23,29,40,48,29,42,43,28,35,29,28,48,43,36.5,37.0,146,148
24,35,28,37,44,34,29,52,32,28,29,44,52,36.0,36.75,144,147
25,29,41,33,45,24,58,24,41,29,24,45,58,37.0,36.75,148,147
26,26,39,42,41,29,34,37,46,26,29,42,46,37.0,36.5,148,146
27,41,47,28,32,47,36,34,31,28,31,47,47,37.0,37.0,148,148
28,50,29,22,47,32,29,47,40,22,29,50,47,37.0,37.0,148,148
29,37,28,49,31,36,32,48,32,28,32,49,48,36.25,37.0,145,148
30,27,30,39,51,18,36,36,56,27,18,51,56,36.75,36.5,147,146
31,36,37,34,40,32,22,29,60,34,22,40,60,36.75,35.75,147,143
32,39,23,40,46,37,37,31,43,23,31,46,43,37.0,37.0,148,148
33,34,36,34,44,37,33,41,37,34,33,44,41,37.0,37.0,148,148
34,36,51,39,22,34,26,30,56,22,26,51,56,37.0,36.5,148,146
35,43,36,36,33,44,39,29,36,33,29,43,44,37.0,37.0,148,148
36,43,27,31,47,29,30,47,41,27,29,47,47,37.0,36.75,148,147
37,29,45,38,36,32,46,24,46,29,24,45,46,37.0,37.0,148,148
38,46,48,28,24,25,37,40,44,24,25,48,44,36.5,36.5,146,146
39,46,43,21,38,33,37,28,49,21,28,46,49,37.0,36.75,148,147
40,46,28,36,32,50,56,22,19,28,19,46,56,35.5,36.75,142,147
41,22,37,33,56,45,26,41,36,22,26,56,45,37.0,37.0,148,148
42,36,36,42,34,46,51,27,24,34,24,42,51,37.0,37.0,148,148
43,21,41,34,49,32,36,35,45,21,32,49,45,36.25,37.0,145,148
44,32,23,57,35,31,31,47,39,23,31,57,47,36.75,37.0,147,148
45,24,34,39,51,29,50,36,25,24,25,51,50,37.0,35.0,148,140
46,45,36,32,34,20,41,51,36,32,20,45,51,36.75,37.0,147,148
47,45,27,35,41,29,44,39,36,27,29,45,44,37.0,37.0,148,148
48,40,23,37,48,32,40,28,45,23,28,48,45,37.0,36.25,148,145
49,24,33,49,42,39,24,51,34,24,24,49,51,37.0,37.0,148,148
50,32,38,34,43,45,34,38,31,32,31,43,45,36.75,37.0,147,148
51,44,27,33,36,34,36,27,34,27,27,44,36,35.0,32.75,140,131
52,34,34,42,37,50,33,39,26,34,26,42,50,36.75,37.0,147,148
53,23,47,30,48,35,40,27,42,23,27,48,42,37.0,36.0,148,144
54,23,43,32,48,38,27,29,52,23,27,48,52,36.5,36.5,146,146
55,30,29,38,50,40,28,38,40,29,28,50,40,36.75,36.5,147,146
56,47,42,33,25,57,26,39,25,25,25,47,57,36.75,36.75,147,147
57,47,31,27,43,27,60,37,17,27,17,47,60,37.0,35.25,148,141
58,40,38,51,19,32,49,43,24,19,24,51,49,37.0,37.0,148,148
59,43,50,36,19,50,22,30,45,19,22,50,50,37.0,36.75,148,147
60,31,58,33,25,31,37,43,36,25,31,58,43,36.75,36.75,147,147
61,32,29,33,50,41,37,34,35,29,34,50,41,36.0,36.75,144,147
62,18,57,23,50,28,45,22,53,18,22,57,53,37.0,37.0,148,148
63,38,40,31,39,45,30,29,43,31,29,40,45,37.0,36.75,148,147
64,30,49,33,36,25,38,42,42,30,25,49,42,37.0,36.75,148,147
65,39,42,35,30,32,22,48,46,30,22,42,48,36.5,37.0,146,148
66,31,50,34,31,36,32,47,33,31,32,50,47,36.5,37.0,146,148
67,23,23,67,35,49,19,37,41,23,19,67,49,37.0,36.5,148,146
68,35,38,36,39,45,38,33,32,35,32,39,45,37.0,37.0,148,148
69,47,30,30,41,42,39,33,34,30,33,47,42,37.0,37.0,148,148
70,31,40,49,27,42,31,30,45,27,30,49,45,36.75,37.0,147,148
71,46,33,35,34,31,28,50,38,33,28,46,50,37.0,36.75,148,147
72,42,25,34,47,29,29,31,59,25,29,47,59,37.0,37.0,148,148
73,23,41,43,38,46,26,44,30,23,26,43,46,36.25,36.5,145,146
74,28,27,44,47,33,35,43,37,27,33,47,43,36.5,37.0,146,148
75,31,30,44,43,51,34,34,29,30,29,44,51,37.0,37.0,148,148
76,26,53,24,45,34,35,41,38,24,34,53,41,37.0,37.0,148,148
77,36,57,24,30,43,36,32,36,24,32,57,43,36.75,36.75,147,147
78,36,50,34,26,38,32,47,30,26,30,50,47,36.5,36.75,146,147
79,40,44,30,33,28,41,27,44,30,27,44,44,36.75,35.0,147,140
80,16,54,48,30,33,33,47,35,16,33,54,47,37.0,37.0,148,148
81,49,48,25,26,37,42,26,43,25,26,49,43,37.0,37.0,148,148
82,38,27,43,39,42,31,45,29,27,29,43,45,36.75,36.75,147,147
83,31,49,36,32,46,26,32,43,31,26,49,46,37.0,36.75,148,147
84,35,34,35,43,33,33,37,45,34,33,43,45,36.75,37.0,147,148
85,36,39,38,33,46,42,20,38,33,20,39,46,36.5,36.5,146,146
86,35,46,34,33,36,37,35,38,33,35,46,38,37.0,36.5,148,146
87,27,49,39,32,26,52,40,27,27,26,49,52,36.75,36.25,147,145
88,31,66,27,22,36,40,49,23,22,23,66,49,36.5,37.0,146,148
89,34,33,40,40,37,36,36,39,33,36,40,39,36.75,37.0,147,148
90,35,58,26,29,44,34,27,43,26,27,58,44,37.0,37.0,148,148
91,39,38,33,38,26,35,33,54,33,26,39,54,37.0,37.0,148,148
92,32,53,40,23,35,39,44,29,23,29,53,44,37.0,36.75,148,147
93,42,36,48,22,34,34,47,33,22,33,48,47,37.0,37.0,148,148
94,18,43,59,26,33,35,36,44,18,33,59,44,36.5,37.0,146,148
95,43,23,39,43,26,31,55,35,23,26,43,55,37.0,36.75,148,147
96,41,24,36,47,35,46,36,31,24,31,47,46,37.0,37.0,148,148
97,16,59,46,27,31,36,49,32,16,31,59,49,37.0,37.0,148,148
98,39,32,48,29,31,41,32,44,29,31,48,44,37.0,37.0,148,148
99,42,40,38,27,39,42,37,30,27,30,42,42,36.75,37.0,147,148
