replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,56,22,30,34,32,40,32,36,22,32,56,40,35.5,35.0,142,140
1,41,30,44,30,43,30,36,34,30,30,44,43,36.25,35.75,145,143
2,54,28,27,33,49,24,46,25,27,24,54,49,35.5,36.0,142,144
3,24,39,43,38,35,27,54,23,24,23,43,54,36.0,34.75,144,139
4,36,43,33,25,34,34,52,19,25,19,43,52,34.25,34.75,137,139
5,27,42,35,36,41,25,41,32,27,25,42,41,35.0,34.75,140,139
6,37,32,34,38,24,31,52,37,32,24,38,52,35.25,36.0,141,144
7,41,37,37,31,28,42,40,30,31,28,41,42,36.5,35.0,146,140
8,54,16,32,35,39,31,39,27,16,27,54,39,34.25,34.0,137,136
9,34,45,39,26,35,27,40,42,26,27,45,42,36.0,36.0,144,144
10,28,36,44,34,45,38,31,30,28,30,44,45,35.5,36.0,142,144
11,37,28,33,39,57,28,32,26,28,26,39,57,34.25,35.75,137,143
12,25,42,43,34,43,33,27,39,25,27,43,43,36.0,35.5,144,142
13,16,36,42,51,27,36,37,43,16,27,51,43,36.25,35.75,145,143
14,54,49,15,25,33,42,39,25,15,25,54,42,35.75,34.75,143,139
15,35,33,47,28,35,31,43,35,28,31,47,43,35.75,36.0,143,144
16,35,35,35,39,27,33,39,37,35,27,39,39,36.0,34.0,144,136
17,37,44,31,30,42,29,31,34,30,29,44,42,35.5,34.0,142,136
18,41,38,37,28,42,28,42,29,28,28,41,42,36.0,35.25,144,141
19,35,48,28,33,46,18,41,40,28,18,48,46,36.0,36.25,144,145
20,26,36,40,40,32,54,28,28,26,28,40,54,35.5,35.5,142,142
21,46,39,32,28,32,37,47,23,28,23,46,47,36.25,34.75,145,139
22,25,46,33,41,23,40,48,31,25,23,46,48,36.25,35.5,145,142
23,39,36,35,28,31,28,48,35,28,28,39,48,34.5,35.5,138,142
24,18,45,26,49,29,45,23,41,18,23,49,45,34.5,34.5,138,138
25,21,52,19,49,37,24,25,59,19,24,52,59,35.25,36.25,141,145
26,36,31,42,35,30,55,25,34,31,25,42,55,36.0,36.0,144,144
27,39,37,52,14,21,40,49,33,14,21,52,49,35.5,35.75,142,143
