replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,51,32,32,31,43,31,38,35,31,31,51,43,36.5,36.75,146,147
1,43,23,48,33,39,28,40,40,23,28,48,40,36.75,36.75,147,147
2,41,32,47,27,42,20,52,33,27,20,47,52,36.75,36.75,147,147
3,30,30,46,39,46,38,21,42,30,21,46,46,36.25,36.75,145,147
4,48,20,40,34,26,11,54,52,20,11,48,54,35.5,35.75,142,143
5,31,24,51,41,40,30,35,41,24,30,51,41,36.75,36.5,147,146
6,46,13,42,46,27,61,31,28,13,27,46,61,36.75,36.75,147,147
7,42,26,36,43,16,30,53,48,26,16,43,53,36.75,36.75,147,147
8,45,48,24,30,38,28,49,32,24,28,48,49,36.75,36.75,147,147
9,48,28,42,29,37,39,42,25,28,25,48,42,36.75,35.75,147,143
10,55,42,19,31,36,53,31,26,19,26,55,53,36.75,36.5,147,146
11,34,33,34,41,39,27,39,42,33,27,41,42,35.5,36.75,142,147
12,31,44,35,37,47,23,57,20,31,20,44,57,36.75,36.75,147,147
13,57,17,40,33,28,19,42,56,17,19,57,56,36.75,36.25,147,145
14,36,54,26,31,27,33,54,32,26,27,54,54,36.75,36.5,147,146
15,24,41,37,44,32,32,37,46,24,32,44,46,36.5,36.75,146,147
16,51,37,37,22,37,21,43,46,22,21,51,46,36.75,36.75,147,147
17,31,34,47,35,34,23,34,56,31,23,47,56,36.75,36.75,147,147
18,48,23,23,50,39,19,43,42,23,19,50,43,36.0,35.75,144,143
19,27,44,44,31,56,11,30,48,27,11,44,56,36.5,36.25,146,145
20,33,36,41,34,38,31,40,38,33,31,41,40,36.0,36.75,144,147
21,40,30,42,35,46,37,38,26,30,26,42,46,36.75,36.75,147,147
22,31,39,34,42,31,42,31,43,31,31,42,43,36.5,36.75,146,147
23,31,33,48,34,23,30,62,32,31,23,48,62,36.5,36.75,146,147
24,29,32,23,63,37,9,62,39,23,9,63,62,36.75,36.75,147,147
25,44,29,28,45,49,23,32,40,28,23,45,49,36.5,36.0,146,144
26,33,37,41,35,15,53,43,36,33,15,41,53,36.5,36.75,146,147
27,36,25,32,53,24,14,63,46,25,14,53,63,36.5,36.75,146,147
28,30,51,40,26,39,37,34,37,26,34,51,39,36.75,36.75,147,147
29,30,40,35,42,26,44,49,28,30,26,42,49,36.75,36.75,147,147
30,44,33,33,36,44,41,34,27,33,27,44,44,36.5,36.5,146,146
31,35,32,51,29,34,33,34,46,29,33,51,46,36.75,36.75,147,147
32,35,50,36,25,36,56,16,36,25,16,50,56,36.5,36.0,146,144
33,43,23,19,62,28,51,40,28,19,28,62,51,36.75,36.75,147,147
34,27,33,46,41,23,23,56,43,27,23,46,56,36.75,36.25,147,145
35,25,38,37,46,39,25,39,44,25,25,46,44,36.5,36.75,146,147
36,37,23,42,45,54,28,37,27,23,27,45,54,36.75,36.5,147,146
37,36,43,35,33,39,43,28,37,33,28,43,43,36.75,36.75,147,147
38,27,37,48,35,33,46,26,42,27,26,48,46,36.75,36.75,147,147
39,39,37,33,36,33,47,32,35,33,32,39,47,36.25,36.75,145,147
40,53,34,30,30,45,26,36,40,30,26,53,45,36.75,36.75,147,147
