replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,0,0,0,0,37,40,38,35,0,35,0,40,0.0,37.5,0,150
1,0,0,0,0,39,38,40,33,0,33,0,40,0.0,37.5,0,150
2,0,0,0,0,41,35,38,33,0,33,0,41,0.0,36.75,0,147
3,0,0,0,0,34,37,42,37,0,34,0,42,0.0,37.5,0,150
4,0,0,0,0,40,35,39,36,0,35,0,40,0.0,37.5,0,150
5,0,0,0,0,38,40,37,35,0,35,0,40,0.0,37.5,0,150
6,0,0,0,0,40,36,40,34,0,34,0,40,0.0,37.5,0,150
7,0,0,0,0,37,40,36,37,0,36,0,40,0.0,37.5,0,150
8,0,0,0,0,39,38,39,34,0,34,0,39,0.0,37.5,0,150
9,0,0,0,0,36,41,41,32,0,32,0,41,0.0,37.5,0,150
10,0,0,0,0,37,41,37,33,0,33,0,41,0.0,37.0,0,148
11,0,0,0,0,41,38,33,35,0,33,0,41,0.0,36.75,0,147
12,0,0,0,0,37,37,38,35,0,35,0,38,0.0,36.75,0,147
13,0,0,0,0,33,37,35,37,0,33,0,37,0.0,35.5,0,142
14,0,0,0,0,36,39,35,36,0,35,0,39,0.0,36.5,0,146
15,0,0,0,0,35,36,35,37,0,35,0,37,0.0,35.75,0,143
16,0,0,0,0,43,35,36,36,0,35,0,43,0.0,37.5,0,150
17,0,0,0,0,37,29,37,36,0,29,0,37,0.0,34.75,0,139
18,0,0,0,0,38,33,39,40,0,33,0,40,0.0,37.5,0,150
19,0,0,0,0,43,38,38,31,0,31,0,43,0.0,37.5,0,150
20,0,0,0,0,37,37,40,36,0,36,0,40,0.0,37.5,0,150
21,0,0,0,0,39,39,36,33,0,33,0,39,0.0,36.75,0,147
22,0,0,0,0,39,38,37,34,0,34,0,39,0.0,37.0,0,148
23,0,0,0,0,38,38,34,37,0,34,0,38,0.0,36.75,0,147
24,0,0,0,0,39,38,40,33,0,33,0,40,0.0,37.5,0,150
25,0,0,0,0,41,39,38,32,0,32,0,41,0.0,37.5,0,150
26,0,0,0,0,39,40,34,37,0,34,0,40,0.0,37.5,0,150
27,0,0,0,0,38,41,37,34,0,34,0,41,0.0,37.5,0,150
28,0,0,0,0,35,36,39,40,0,35,0,40,0.0,37.5,0,150
29,0,0,0,0,38,38,41,33,0,33,0,41,0.0,37.5,0,150
30,0,0,0,0,37,39,38,36,0,36,0,39,0.0,37.5,0,150
31,0,0,0,0,36,39,35,38,0,35,0,39,0.0,37.0,0,148
32,0,0,0,0,30,35,37,32,0,30,0,37,0.0,33.5,0,134
33,0,0,0,0,37,38,38,37,0,37,0,38,0.0,37.5,0,150
34,0,0,0,0,37,38,39,36,0,36,0,39,0.0,37.5,0,150
35,0,0,0,0,39,36,38,34,0,34,0,39,0.0,36.75,0,147
36,0,0,0,0,38,40,36,36,0,36,0,40,0.0,37.5,0,150
37,0,0,0,0,45,35,35,32,0,32,0,45,0.0,36.75,0,147
38,0,0,0,0,30,36,37,30,0,30,0,37,0.0,33.25,0,133
39,0,0,0,0,34,37,36,43,0,34,0,43,0.0,37.5,0,150
40,0,0,0,0,37,37,39,37,0,37,0,39,0.0,37.5,0,150
41,0,0,0,0,39,38,41,32,0,32,0,41,0.0,37.5,0,150
42,0,0,0,0,42,36,33,36,0,33,0,42,0.0,36.75,0,147
43,0,0,0,0,39,35,39,33,0,33,0,39,0.0,36.5,0,146
44,0,0,0,0,42,37,38,33,0,33,0,42,0.0,37.5,0,150
45,0,0,0,0,36,36,40,32,0,32,0,40,0.0,36.0,0,144
