replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,39,28,40,27,34,40,49,19,27,19,40,49,33.5,35.5,134,142
1,38,39,32,30,12,43,44,35,30,12,39,44,34.75,33.5,139,134
2,28,34,58,22,51,17,30,43,22,17,58,51,35.5,35.25,142,141
3,58,38,17,23,37,37,29,32,17,29,58,37,34.0,33.75,136,135
4,28,24,35,42,51,36,36,21,24,21,42,51,32.25,36.0,129,144
5,46,26,32,37,26,32,20,51,26,20,46,51,35.25,32.25,141,129
6,31,37,32,34,23,50,29,38,31,23,37,50,33.5,35.0,134,140
7,37,33,28,33,38,27,52,25,28,25,37,52,32.75,35.5,131,142
8,39,36,30,40,26,42,35,30,30,26,40,42,36.25,33.25,145,133
9,37,47,31,26,35,41,27,32,26,27,47,41,35.25,33.75,141,135
10,37,34,39,30,41,43,9,24,30,9,39,43,35.0,29.25,140,117
11,36,44,29,30,28,53,34,29,29,28,44,53,34.75,36.0,139,144
12,24,40,24,42,45,37,20,36,24,20,42,45,32.5,34.5,130,138
13,27,34,33,42,27,39,23,47,27,23,42,47,34.0,34.0,136,136
14,41,33,38,32,40,29,35,31,32,29,41,40,36.0,33.75,144,135
15,37,28,42,27,60,35,21,23,27,21,42,60,33.5,34.75,134,139
16,44,28,36,38,40,39,27,40,28,27,44,40,36.5,36.5,146,146
17,51,34,33,21,40,21,36,45,21,21,51,45,34.75,35.5,139,142
18,33,26,39,22,30,35,48,29,22,29,39,48,30.0,35.5,120,142
19,34,45,29,36,33,30,40,34,29,30,45,40,36.0,34.25,144,137
20,41,37,29,30,27,19,39,44,29,19,41,44,34.25,32.25,137,129
21,42,30,33,42,30,31,19,57,30,19,42,57,36.75,34.25,147,137
22,30,31,39,34,41,47,21,22,30,21,39,47,33.5,32.75,134,131
23,48,41,33,22,37,31,41,29,22,29,48,41,36.0,34.5,144,138
24,35,33,38,28,29,26,21,56,28,21,38,56,33.5,33.0,134,132
25,31,21,39,48,38,26,31,39,21,26,48,39,34.75,33.5,139,134
26,29,29,31,42,34,40,27,36,29,27,42,40,32.75,34.25,131,137
27,36,32,39,30,46,13,47,37,30,13,39,47,34.25,35.75,137,143
28,38,28,43,32,44,32,26,37,28,26,43,44,35.25,34.75,141,139
29,29,24,42,41,33,41,28,42,24,28,42,42,34.0,36.0,136,144
30,32,50,22,38,41,20,37,38,22,20,50,41,35.5,34.0,142,136
31,29,39,27,37,27,34,28,40,27,27,39,40,33.0,32.25,132,129
32,27,38,27,44,31,26,26,42,27,26,44,42,34.0,31.25,136,125
33,49,38,24,29,26,21,37,42,24,21,49,42,35.0,31.5,140,126
34,22,45,27,44,26,35,44,27,22,26,45,44,34.5,33.0,138,132
35,21,28,49,37,31,36,32,30,21,30,49,36,33.75,32.25,135,129
36,29,35,37,43,32,32,32,31,29,31,43,32,36.0,31.75,144,127
37,56,37,25,23,24,28,42,37,23,24,56,42,35.25,32.75,141,131
38,29,39,36,30,32,35,35,30,29,30,39,35,33.5,33.0,134,132
39,39,30,20,18,34,37,19,42,18,19,39,42,26.75,33.0,107,132
40,28,51,32,31,33,37,40,32,28,32,51,40,35.5,35.5,142,142
41,35,38,43,29,35,19,43,43,29,19,43,43,36.25,35.0,145,140
42,37,28,38,21,41,34,29,33,21,29,38,41,31.0,34.25,124,137
43,31,40,37,36,28,34,42,37,31,28,40,42,36.0,35.25,144,141
44,30,45,29,40,35,40,33,28,29,28,45,40,36.0,34.0,144,136
45,29,37,27,51,51,27,21,32,27,21,51,51,36.0,32.75,144,131
46,39,27,38,40,39,34,42,29,27,29,40,42,36.0,36.0,144,144
47,47,30,34,28,35,35,31,34,28,31,47,35,34.75,33.75,139,135
48,32,44,21,42,35,22,43,26,21,22,44,43,34.75,31.5,139,126
49,52,37,29,25,40,23,29,37,25,23,52,40,35.75,32.25,143,129
50,38,43,27,32,22,29,31,45,27,22,43,45,35.0,31.75,140,127
51,34,37,26,34,31,39,31,30,26,30,37,39,32.75,32.75,131,131
52,41,33,42,5,27,30,55,25,5,25,42,55,30.25,34.25,121,137
53,25,25,22,53,26,44,20,36,22,20,53,44,31.25,31.5,125,126
54,33,32,18,47,35,36,31,31,18,31,47,36,32.5,33.25,130,133
55,23,24,44,34,43,30,30,39,23,30,44,43,31.25,35.5,125,142
56,25,36,43,37,23,47,35,34,25,23,43,47,35.25,34.75,141,139
57,36,39,25,36,34,23,32,43,25,23,39,43,34.0,33.0,136,132
58,35,35,29,36,29,38,34,42,29,29,36,42,33.75,35.75,135,143
59,19,48,41,21,34,39,34,26,19,26,48,39,32.25,33.25,129,133
60,25,29,50,37,34,30,43,35,25,30,50,43,35.25,35.5,141,142
61,36,45,29,30,16,32,34,43,29,16,45,43,35.0,31.25,140,125
62,23,26,40,49,36,39,24,39,23,24,49,39,34.5,34.5,138,138
63,19,50,32,33,21,39,27,44,19,21,50,44,33.5,32.75,134,131
64,40,21,39,24,33,39,22,32,21,22,40,39,31.0,31.5,124,126
65,33,39,31,34,32,25,34,50,31,25,39,50,34.25,35.25,137,141
66,39,29,38,32,44,22,32,45,29,22,39,45,34.5,35.75,138,143
67,31,30,36,36,26,25,53,30,30,25,36,53,33.25,33.5,133,134
68,28,45,44,26,29,24,48,33,26,24,45,48,35.75,33.5,143,134
69,32,43,35,33,34,32,34,36,32,32,43,36,35.75,34.0,143,136
70,25,42,38,38,43,36,29,27,25,27,42,43,35.75,33.75,143,135
71,34,32,31,29,37,39,39,25,29,25,34,39,31.5,35.0,126,140
72,55,24,32,31,38,36,32,38,24,32,55,38,35.5,36.0,142,144
73,30,37,42,35,23,33,49,39,30,23,42,49,36.0,36.0,144,144
74,25,47,40,35,43,38,32,32,25,32,47,43,36.75,36.25,147,145
75,38,29,25,38,35,45,26,32,25,26,38,45,32.5,34.5,130,138
76,41,40,27,31,36,35,27,35,27,27,41,36,34.75,33.25,139,133
77,30,37,48,31,31,44,33,37,30,31,48,44,36.5,36.25,146,145
78,31,28,31,43,29,39,30,43,28,29,43,43,33.25,35.25,133,141
79,27,29,39,47,32,32,39,40,27,32,47,40,35.5,35.75,142,143
80,29,43,40,35,32,30,28,51,29,28,43,51,36.75,35.25,147,141
81,36,36,32,36,30,36,53,24,32,24,36,53,35.0,35.75,140,143
82,25,40,36,34,46,31,23,34,25,23,40,46,33.75,33.5,135,134
83,30,42,37,31,33,49,41,19,30,19,42,49,35.0,35.5,140,142
84,43,18,32,39,21,52,28,37,18,21,43,52,33.0,34.5,132,138
85,35,46,27,30,35,35,28,26,27,26,46,35,34.5,31.0,138,124
86,27,41,42,30,31,37,31,33,27,31,42,37,35.0,33.0,140,132
87,31,29,36,46,25,34,39,35,29,25,46,39,35.5,33.25,142,133
88,39,28,21,41,50,36,26,25,21,25,41,50,32.25,34.25,129,137
89,43,38,39,23,17,39,46,29,23,17,43,46,35.75,32.75,143,131
90,42,48,32,21,22,36,33,42,21,22,48,42,35.75,33.25,143,133
91,36,13,50,22,38,45,37,22,13,22,50,45,30.25,35.5,121,142
92,36,29,35,28,39,33,23,43,28,23,36,43,32.0,34.5,128,138
93,20,49,46,29,41,30,41,27,20,27,49,41,36.0,34.75,144,139
94,27,32,42,42,36,28,28,25,27,25,42,36,35.75,29.25,143,117
95,25,33,30,47,25,30,27,48,25,25,47,48,33.75,32.5,135,130
96,33,61,26,22,33,43,21,35,22,21,61,43,35.5,33.0,142,132
97,39,35,37,32,29,36,42,36,32,29,39,42,35.75,35.75,143,143
98,21,33,36,45,38,45,28,29,21,28,45,45,33.75,35.0,135,140
99,48,41,25,10,29,44,35,27,10,27,48,44,31.0,33.75,124,135
