replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,49,34,25,38,42,19,30,51,25,19,49,51,36.5,35.5,146,142
1,32,33,40,41,39,46,23,33,32,23,41,46,36.5,35.25,146,141
2,33,31,56,26,32,35,49,29,26,29,56,49,36.5,36.25,146,145
3,30,47,49,20,28,26,47,45,20,26,49,47,36.5,36.5,146,146
4,46,46,33,20,40,34,47,25,20,25,46,47,36.25,36.5,145,146
5,49,46,27,24,28,32,38,46,24,28,49,46,36.5,36.0,146,144
6,30,51,24,39,31,35,42,36,24,31,51,42,36.0,36.0,144,144
7,40,27,29,48,20,33,41,51,27,20,48,51,36.0,36.25,144,145
8,35,42,35,32,28,37,34,44,32,28,42,44,36.0,35.75,144,143
9,44,29,42,29,28,28,50,39,29,28,44,50,36.0,36.25,144,145
10,46,20,41,39,29,38,46,32,20,29,46,46,36.5,36.25,146,145
11,40,39,39,27,47,43,20,36,27,20,40,47,36.25,36.5,145,146
12,42,31,50,22,24,36,43,43,22,24,50,43,36.25,36.5,145,146
13,41,35,50,18,31,41,26,47,18,26,50,47,36.0,36.25,144,145
14,36,29,29,52,48,31,32,35,29,31,52,48,36.5,36.5,146,146
15,35,40,28,43,30,47,30,31,28,30,43,47,36.5,34.5,146,138
16,33,43,44,21,48,29,41,27,21,27,44,48,35.25,36.25,141,145
17,29,28,38,47,43,32,43,24,28,24,47,43,35.5,35.5,142,142
18,45,39,28,28,23,41,43,34,28,23,45,43,35.0,35.25,140,141
19,27,29,49,39,20,40,41,43,27,20,49,43,36.0,36.0,144,144
20,49,24,29,42,43,31,40,31,24,31,49,43,36.0,36.25,144,145
21,21,33,39,51,37,49,21,39,21,21,51,49,36.0,36.5,144,146
22,26,37,48,34,44,22,22,52,26,22,48,52,36.25,35.0,145,140
23,47,27,38,33,42,33,35,30,27,30,47,42,36.25,35.0,145,140
