generation,ID,score,rawScores,ownScore
0,193,47.0,"[38.000000,29.000000,47.000000,31.000000]",47.0
100,10155,52.0,"[23.000000,39.000000,52.000000,34.000000]",52.0
200,20127,116.0,"[0.000000,0.000000,0.000000,116.000000]",116.0
300,30178,51.0,"[41.000000,51.000000,0.000000,49.000000]",51.0
400,40168,90.0,"[0.000000,90.000000,0.000000,47.000000]",90.0
500,50117,82.0,"[0.000000,49.000000,82.000000,0.000000]",82.0
600,60119,113.0,"[113.000000,0.000000,0.000000,0.000000]",113.0
700,70172,109.0,"[0.000000,0.000000,109.000000,0.000000]",109.0
800,80147,109.0,"[109.000000,0.000000,0.000000,0.000000]",109.0
900,90140,74.0,"[0.000000,0.000000,74.000000,60.000000]",74.0
1000,100143,69.0,"[0.000000,64.000000,0.000000,69.000000]",69.0
1100,110146,87.0,"[0.000000,87.000000,0.000000,0.000000]",87.0
1200,120107,98.0,"[0.000000,0.000000,98.000000,0.000000]",98.0
1300,130199,61.0,"[0.000000,61.000000,44.000000,39.000000]",61.0
1400,140105,50.0,"[50.000000,41.000000,0.000000,44.000000]",50.0
1500,150116,91.0,"[0.000000,0.000000,0.000000,91.000000]",91.0
1600,160100,61.0,"[0.000000,48.000000,61.000000,43.000000]",61.0
1700,170135,73.0,"[0.000000,0.000000,73.000000,64.000000]",73.0
1800,180182,109.0,"[0.000000,0.000000,109.000000,0.000000]",109.0
1900,190180,126.0,"[126.000000,0.000000,0.000000,0.000000]",126.0
2000,200118,80.0,"[80.000000,64.000000,0.000000,0.000000]",80.0
2100,210150,112.0,"[0.000000,0.000000,0.000000,112.000000]",112.0
2200,220174,69.0,"[66.000000,0.000000,69.000000,0.000000]",69.0
2300,230167,134.0,"[0.000000,0.000000,0.000000,134.000000]",134.0
2400,240122,55.0,"[0.000000,38.000000,55.000000,51.000000]",55.0
2500,250151,91.0,"[52.000000,91.000000,0.000000,0.000000]",91.0
2600,260145,59.0,"[59.000000,21.000000,42.000000,27.000000]",59.0
2700,270147,131.0,"[0.000000,0.000000,131.000000,0.000000]",131.0
2800,280103,79.0,"[0.000000,79.000000,0.000000,0.000000]",79.0
2900,290199,122.0,"[0.000000,122.000000,0.000000,0.000000]",122.0
3000,300101,136.0,"[0.000000,0.000000,136.000000,0.000000]",136.0
3100,310156,126.0,"[0.000000,0.000000,0.000000,126.000000]",126.0
3200,320132,67.0,"[0.000000,38.000000,67.000000,44.000000]",67.0
3300,330184,85.0,"[0.000000,85.000000,44.000000,0.000000]",85.0
3400,340181,70.0,"[0.000000,0.000000,54.000000,70.000000]",70.0
3500,350174,60.0,"[27.000000,60.000000,0.000000,59.000000]",60.0
3600,360192,83.0,"[0.000000,83.000000,0.000000,55.000000]",83.0
3700,370148,79.0,"[0.000000,0.000000,62.000000,79.000000]",79.0
3800,380168,76.0,"[76.000000,0.000000,65.000000,0.000000]",76.0
3900,390169,107.0,"[107.000000,0.000000,0.000000,0.000000]",107.0
4000,400135,135.0,"[0.000000,0.000000,135.000000,0.000000]",135.0
4100,410112,116.0,"[0.000000,0.000000,0.000000,116.000000]",116.0
4200,420192,130.0,"[0.000000,130.000000,0.000000,0.000000]",130.0
4300,430104,135.0,"[0.000000,0.000000,135.000000,0.000000]",135.0
4400,440157,93.0,"[0.000000,50.000000,93.000000,0.000000]",93.0
4500,450196,138.0,"[0.000000,138.000000,0.000000,0.000000]",138.0
4600,460131,134.0,"[0.000000,0.000000,0.000000,134.000000]",134.0
4700,470124,129.0,"[129.000000,0.000000,0.000000,0.000000]",129.0
4800,470124,129.0,"[129.000000,0.000000,0.000000,0.000000]",129.0
