generation,ID,score,rawScores,ownScore
0,189,74.0,"[9.000000,0.000000,74.000000,0.000000]",74.0
100,10162,75.0,"[0.000000,75.000000,0.000000,0.000000]",75.0
200,20169,63.0,"[43.000000,34.000000,0.000000,63.000000]",0.0
300,30123,110.0,"[0.000000,110.000000,0.000000,0.000000]",0.0
400,40185,55.0,"[55.000000,0.000000,0.000000,47.000000]",0.0
500,50110,70.0,"[0.000000,64.000000,0.000000,70.000000]",64.0
600,60169,101.0,"[0.000000,0.000000,101.000000,0.000000]",101.0
700,70191,52.0,"[52.000000,34.000000,41.000000,22.000000]",52.0
800,80118,125.0,"[0.000000,125.000000,0.000000,0.000000]",125.0
900,90113,96.0,"[0.000000,0.000000,96.000000,0.000000]",96.0
1000,100129,84.0,"[0.000000,0.000000,51.000000,84.000000]",51.0
1100,110164,48.0,"[44.000000,0.000000,48.000000,33.000000]",33.0
1200,120139,64.0,"[64.000000,0.000000,46.000000,39.000000]",64.0
1300,130172,53.0,"[0.000000,41.000000,53.000000,48.000000]",48.0
1400,140105,99.0,"[0.000000,0.000000,99.000000,0.000000]",99.0
1500,150156,69.0,"[69.000000,0.000000,0.000000,66.000000]",66.0
1600,160108,61.0,"[61.000000,0.000000,45.000000,41.000000]",41.0
1700,170146,69.0,"[69.000000,61.000000,0.000000,0.000000]",61.0
1800,180137,73.0,"[0.000000,0.000000,73.000000,0.000000]",73.0
1900,190119,81.0,"[81.000000,1.000000,45.000000,0.000000]",81.0
2000,200154,103.0,"[0.000000,103.000000,0.000000,0.000000]",103.0
2100,210126,76.0,"[38.000000,76.000000,0.000000,0.000000]",76.0
2200,220136,47.0,"[46.000000,47.000000,0.000000,43.000000]",43.0
2300,230186,54.0,"[42.000000,36.000000,0.000000,54.000000]",36.0
2400,240137,89.0,"[0.000000,0.000000,89.000000,0.000000]",89.0
2500,250142,84.0,"[0.000000,84.000000,0.000000,0.000000]",84.0
2600,260147,50.0,"[50.000000,45.000000,47.000000,0.000000]",50.0
2700,270163,68.0,"[68.000000,0.000000,0.000000,0.000000]",68.0
2800,280156,93.0,"[0.000000,0.000000,0.000000,93.000000]",93.0
2900,290133,69.0,"[35.000000,0.000000,69.000000,42.000000]",69.0
3000,300158,99.0,"[0.000000,99.000000,0.000000,0.000000]",99.0
3100,310166,76.0,"[18.000000,76.000000,48.000000,0.000000]",76.0
3200,320165,75.0,"[61.000000,0.000000,75.000000,0.000000]",75.0
3300,330196,117.0,"[0.000000,0.000000,0.000000,117.000000]",117.0
3400,340177,56.0,"[23.000000,56.000000,38.000000,29.000000]",38.0
3500,350197,78.0,"[0.000000,0.000000,78.000000,0.000000]",78.0
3600,360193,75.0,"[0.000000,75.000000,61.000000,0.000000]",61.0
3700,370127,60.0,"[46.000000,60.000000,41.000000,0.000000]",46.0
3800,380151,62.0,"[62.000000,0.000000,38.000000,42.000000]",62.0
3900,390183,86.0,"[86.000000,6.000000,17.000000,15.000000]",86.0
4000,400163,48.0,"[39.000000,48.000000,30.000000,34.000000]",39.0
4100,410166,101.0,"[0.000000,101.000000,0.000000,0.000000]",101.0
4200,420107,66.0,"[37.000000,0.000000,27.000000,66.000000]",37.0
4300,430192,77.0,"[38.000000,0.000000,77.000000,29.000000]",29.0
4400,440132,57.0,"[50.000000,35.000000,0.000000,57.000000]",57.0
4500,450177,82.0,"[0.000000,45.000000,82.000000,0.000000]",82.0
4600,460198,81.0,"[0.000000,81.000000,30.000000,0.000000]",81.0
4700,470134,56.0,"[56.000000,40.000000,0.000000,42.000000]",40.0
4800,470134,56.0,"[56.000000,40.000000,0.000000,42.000000]",40.0
