generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,173,33.0,"35.000000,37.000000,33.000000,37.000000",33.0,33.0,37.0,35.5,142.0
100,10144,22.0,"43.000000,35.000000,22.000000,43.000000",22.0,22.0,43.0,35.75,143.0
200,20197,25.0,"61.000000,25.000000,27.000000,30.000000",25.0,25.0,61.0,35.75,143.0
300,30119,28.0,"43.000000,34.000000,37.000000,28.000000",28.0,28.0,43.0,35.5,142.0
400,40199,31.0,"40.000000,31.000000,40.000000,32.000000",31.0,31.0,40.0,35.75,143.0
500,50162,24.0,"38.000000,49.000000,24.000000,31.000000",24.0,24.0,49.0,35.5,142.0
600,60114,28.0,"28.000000,28.000000,47.000000,41.000000",28.0,28.0,47.0,36.0,144.0
700,70182,30.0,"38.000000,42.000000,41.000000,30.000000",30.0,30.0,42.0,37.75,151.0
800,80115,24.0,"46.000000,39.000000,24.000000,35.000000",24.0,24.0,46.0,36.0,144.0
900,90154,32.0,"32.000000,37.000000,42.000000,40.000000",32.0,32.0,42.0,37.75,151.0
1000,100166,25.0,"36.000000,51.000000,32.000000,25.000000",25.0,25.0,51.0,36.0,144.0
1100,110192,31.0,"36.000000,31.000000,40.000000,39.000000",31.0,31.0,40.0,36.5,146.0
1200,120165,16.0,"50.000000,33.000000,16.000000,42.000000",16.0,16.0,50.0,35.25,141.0
1300,130168,26.0,"28.000000,60.000000,31.000000,26.000000",26.0,26.0,60.0,36.25,145.0
1400,140103,28.0,"50.000000,38.000000,28.000000,32.000000",28.0,28.0,50.0,37.0,148.0
1500,150135,22.0,"22.000000,37.000000,43.000000,41.000000",22.0,22.0,43.0,35.75,143.0
1600,160123,23.0,"31.000000,37.000000,23.000000,50.000000",23.0,23.0,50.0,35.25,141.0
1700,170157,23.0,"37.000000,23.000000,42.000000,38.000000",23.0,23.0,42.0,35.0,140.0
1800,180115,24.0,"24.000000,33.000000,52.000000,38.000000",24.0,24.0,52.0,36.75,147.0
1900,190173,31.0,"50.000000,34.000000,32.000000,31.000000",31.0,31.0,50.0,36.75,147.0
2000,200112,31.0,"31.000000,38.000000,36.000000,41.000000",31.0,31.0,41.0,36.5,146.0
2100,210161,20.0,"36.000000,20.000000,35.000000,55.000000",20.0,20.0,55.0,36.5,146.0
2200,220190,28.0,"28.000000,43.000000,32.000000,34.000000",28.0,28.0,43.0,34.25,137.0
2300,230103,30.0,"32.000000,30.000000,45.000000,36.000000",30.0,30.0,45.0,35.75,143.0
2400,240189,25.0,"43.000000,33.000000,48.000000,25.000000",25.0,25.0,48.0,37.25,149.0
2500,250122,26.0,"49.000000,26.000000,33.000000,41.000000",26.0,26.0,49.0,37.25,149.0
2600,260180,26.0,"33.000000,26.000000,32.000000,54.000000",26.0,26.0,54.0,36.25,145.0
2700,270198,29.0,"39.000000,31.000000,49.000000,29.000000",29.0,29.0,49.0,37.0,148.0
2800,280111,29.0,"35.000000,29.000000,35.000000,45.000000",29.0,29.0,45.0,36.0,144.0
2900,290198,26.0,"54.000000,40.000000,29.000000,26.000000",26.0,26.0,54.0,37.25,149.0
3000,300116,32.0,"36.000000,32.000000,42.000000,37.000000",32.0,32.0,42.0,36.75,147.0
3100,310146,17.0,"38.000000,51.000000,41.000000,17.000000",17.0,17.0,51.0,36.75,147.0
3200,320100,23.0,"23.000000,44.000000,31.000000,46.000000",23.0,23.0,46.0,36.0,144.0
3300,330189,34.0,"40.000000,35.000000,34.000000,38.000000",34.0,34.0,40.0,36.75,147.0
3400,340122,26.0,"50.000000,26.000000,34.000000,31.000000",26.0,26.0,50.0,35.25,141.0
3500,350141,25.0,"32.000000,38.000000,56.000000,25.000000",25.0,25.0,56.0,37.75,151.0
3600,360111,26.0,"56.000000,26.000000,34.000000,35.000000",26.0,26.0,56.0,37.75,151.0
3700,370156,30.0,"36.000000,30.000000,32.000000,38.000000",30.0,30.0,38.0,34.0,136.0
3800,380159,22.0,"47.000000,22.000000,34.000000,35.000000",22.0,22.0,47.0,34.5,138.0
3900,390197,27.0,"39.000000,51.000000,30.000000,27.000000",27.0,27.0,51.0,36.75,147.0
4000,400141,27.0,"48.000000,47.000000,27.000000,28.000000",27.0,27.0,48.0,37.5,150.0
4100,410113,32.0,"37.000000,32.000000,42.000000,34.000000",32.0,32.0,42.0,36.25,145.0
4200,420152,34.0,"34.000000,38.000000,42.000000,36.000000",34.0,34.0,42.0,37.5,150.0
4300,430187,33.0,"37.000000,33.000000,40.000000,37.000000",33.0,33.0,40.0,36.75,147.0
4400,440178,20.0,"20.000000,23.000000,47.000000,51.000000",20.0,20.0,51.0,35.25,141.0
4500,450161,28.0,"36.000000,36.000000,48.000000,28.000000",28.0,28.0,48.0,37.0,148.0
4600,460101,30.0,"35.000000,30.000000,36.000000,48.000000",30.0,30.0,48.0,37.25,149.0
4700,470113,20.0,"50.000000,36.000000,20.000000,40.000000",20.0,20.0,50.0,36.5,146.0
4800,470113,20.0,"50.000000,36.000000,20.000000,40.000000",20.0,20.0,50.0,36.5,146.0
