generation,ID,score,rawScores,ownScore
0,111,33.75,"[57.000000,0.000000,0.000000,78.000000]",57.0
100,10148,36.0,"[55.000000,26.000000,21.000000,42.000000]",42.0
200,20173,36.5,"[0.000000,42.000000,56.000000,48.000000]",56.0
300,30160,35.0,"[50.000000,0.000000,59.000000,31.000000]",31.0
400,40117,32.5,"[0.000000,58.000000,54.000000,18.000000]",54.0
500,50106,33.5,"[20.000000,114.000000,0.000000,0.000000]",114.0
600,60160,35.75,"[45.000000,0.000000,54.000000,44.000000]",44.0
700,70185,37.5,"[45.000000,23.000000,60.000000,22.000000]",60.0
800,80150,36.0,"[15.000000,59.000000,11.000000,59.000000]",59.0
900,90141,36.25,"[50.000000,12.000000,47.000000,36.000000]",47.0
1000,100111,34.25,"[58.000000,39.000000,35.000000,5.000000]",58.0
1100,110142,33.0,"[54.000000,33.000000,0.000000,45.000000]",33.0
1200,120134,32.75,"[59.000000,45.000000,0.000000,27.000000]",45.0
1300,130112,34.25,"[28.000000,0.000000,62.000000,47.000000]",47.0
1400,140135,34.75,"[34.000000,42.000000,33.000000,30.000000]",34.0
1500,150182,30.5,"[27.000000,29.000000,7.000000,59.000000]",29.0
1600,160147,31.75,"[51.000000,39.000000,37.000000,0.000000]",51.0
1700,170153,35.5,"[12.000000,26.000000,73.000000,31.000000]",73.0
1800,180151,35.75,"[39.000000,33.000000,43.000000,28.000000]",39.0
1900,190133,36.25,"[27.000000,36.000000,42.000000,40.000000]",42.0
2000,200167,25.75,"[31.000000,35.000000,14.000000,23.000000]",31.0
2100,210171,35.75,"[52.000000,8.000000,31.000000,52.000000]",52.0
2200,220144,28.75,"[0.000000,6.000000,46.000000,63.000000]",63.0
2300,230145,28.75,"[39.000000,40.000000,36.000000,0.000000]",36.0
2400,240175,35.0,"[54.000000,64.000000,22.000000,0.000000]",54.0
2500,250173,36.0,"[22.000000,31.000000,37.000000,54.000000]",37.0
2600,260179,36.75,"[36.000000,58.000000,41.000000,12.000000]",36.0
2700,270120,37.25,"[31.000000,0.000000,69.000000,49.000000]",49.0
2800,280199,32.0,"[42.000000,0.000000,0.000000,86.000000]",42.0
2900,290161,36.0,"[0.000000,47.000000,45.000000,52.000000]",45.0
3000,300171,33.5,"[55.000000,79.000000,0.000000,0.000000]",55.0
3100,310149,36.75,"[46.000000,41.000000,40.000000,20.000000]",40.0
3200,320195,31.75,"[81.000000,33.000000,0.000000,13.000000]",81.0
3300,330182,36.5,"[29.000000,18.000000,55.000000,44.000000]",18.0
3400,340102,36.75,"[0.000000,46.000000,35.000000,66.000000]",46.0
3500,350195,31.5,"[64.000000,0.000000,0.000000,62.000000]",64.0
3600,360185,32.25,"[22.000000,0.000000,74.000000,33.000000]",74.0
3700,370166,26.75,"[50.000000,54.000000,3.000000,0.000000]",54.0
3800,380187,36.75,"[19.000000,43.000000,51.000000,34.000000]",19.0
3900,390193,32.5,"[61.000000,29.000000,40.000000,0.000000]",40.0
4000,400127,24.25,"[36.000000,60.000000,1.000000,0.000000]",36.0
4100,410108,29.5,"[0.000000,66.000000,0.000000,52.000000]",52.0
4200,420115,32.0,"[91.000000,0.000000,37.000000,0.000000]",91.0
4300,430100,27.0,"[0.000000,0.000000,0.000000,108.000000]",108.0
4400,440153,35.0,"[50.000000,41.000000,49.000000,0.000000]",49.0
4500,450145,36.25,"[41.000000,32.000000,47.000000,25.000000]",47.0
4600,460191,28.0,"[90.000000,8.000000,4.000000,10.000000]",90.0
4700,470125,34.5,"[0.000000,18.000000,44.000000,76.000000]",44.0
4800,470125,34.5,"[0.000000,18.000000,44.000000,76.000000]",44.0
