generation,ID,score,rawScores,ownScore
0,103,28.0,"[37.000000,42.000000,37.000000,28.000000]",28.0
100,10188,30.0,"[30.000000,51.000000,40.000000,32.000000]",30.0
200,20127,24.0,"[31.000000,24.000000,55.000000,38.000000]",24.0
300,30121,32.0,"[32.000000,38.000000,39.000000,35.000000]",32.0
400,40159,35.0,"[36.000000,35.000000,37.000000,38.000000]",35.0
500,50180,35.0,"[35.000000,39.000000,40.000000,35.000000]",35.0
600,60158,33.0,"[35.000000,37.000000,44.000000,33.000000]",33.0
700,70118,32.0,"[37.000000,43.000000,34.000000,32.000000]",32.0
800,80140,32.0,"[34.000000,43.000000,38.000000,32.000000]",32.0
900,90161,34.0,"[37.000000,36.000000,34.000000,37.000000]",34.0
1000,100183,31.0,"[34.000000,31.000000,36.000000,34.000000]",31.0
1100,110187,35.0,"[35.000000,39.000000,38.000000,37.000000]",35.0
1200,120107,35.0,"[41.000000,35.000000,35.000000,36.000000]",35.0
1300,130155,34.0,"[34.000000,34.000000,37.000000,38.000000]",34.0
1400,140198,33.0,"[36.000000,33.000000,41.000000,38.000000]",33.0
1500,150145,34.0,"[34.000000,38.000000,39.000000,34.000000]",34.0
1600,160168,32.0,"[38.000000,36.000000,39.000000,32.000000]",32.0
1700,170187,34.0,"[41.000000,36.000000,34.000000,36.000000]",34.0
1800,180128,36.0,"[37.000000,36.000000,37.000000,37.000000]",36.0
1900,190108,37.0,"[38.000000,39.000000,37.000000,40.000000]",37.0
2000,200153,31.0,"[40.000000,41.000000,31.000000,35.000000]",31.0
2100,210185,31.0,"[38.000000,37.000000,36.000000,31.000000]",31.0
2200,220137,32.0,"[33.000000,32.000000,32.000000,39.000000]",32.0
2300,230169,35.0,"[36.000000,35.000000,40.000000,37.000000]",35.0
2400,240159,35.0,"[35.000000,35.000000,44.000000,36.000000]",35.0
2500,250178,33.0,"[36.000000,33.000000,34.000000,42.000000]",33.0
2600,260192,34.0,"[36.000000,38.000000,34.000000,40.000000]",34.0
2700,270146,34.0,"[34.000000,34.000000,37.000000,38.000000]",34.0
2800,280184,29.0,"[38.000000,36.000000,29.000000,36.000000]",29.0
2900,290135,35.0,"[38.000000,38.000000,35.000000,37.000000]",35.0
3000,300172,34.0,"[39.000000,38.000000,42.000000,34.000000]",34.0
3100,310153,33.0,"[33.000000,39.000000,38.000000,37.000000]",33.0
3200,320192,32.0,"[44.000000,34.000000,39.000000,32.000000]",32.0
3300,330155,35.0,"[38.000000,41.000000,36.000000,35.000000]",35.0
3400,340112,33.0,"[38.000000,36.000000,33.000000,40.000000]",33.0
3500,350191,35.0,"[35.000000,38.000000,38.000000,37.000000]",35.0
3600,360156,34.0,"[39.000000,34.000000,37.000000,36.000000]",34.0
3700,370140,35.0,"[40.000000,37.000000,35.000000,38.000000]",35.0
3800,380153,35.0,"[38.000000,36.000000,37.000000,35.000000]",35.0
3900,390133,35.0,"[35.000000,37.000000,40.000000,38.000000]",35.0
4000,400198,35.0,"[41.000000,35.000000,38.000000,35.000000]",35.0
4100,410146,33.0,"[37.000000,40.000000,33.000000,39.000000]",33.0
4200,420181,34.0,"[34.000000,36.000000,41.000000,38.000000]",34.0
4300,430162,34.0,"[39.000000,39.000000,34.000000,39.000000]",34.0
4400,440182,33.0,"[38.000000,33.000000,40.000000,37.000000]",33.0
4500,450145,34.0,"[34.000000,39.000000,34.000000,34.000000]",34.0
4600,460117,35.0,"[40.000000,40.000000,36.000000,35.000000]",35.0
4700,470184,33.0,"[40.000000,37.000000,33.000000,40.000000]",33.0
4800,470184,33.0,"[40.000000,37.000000,33.000000,40.000000]",33.0
