generation,ID,score,rawScores,ownScore
0,104,34.75,"[25.000000,40.000000,39.000000,35.000000]",34.75
100,10147,35.0,"[26.000000,35.000000,43.000000,36.000000]",35.0
200,20181,35.5,"[40.000000,30.000000,53.000000,19.000000]",35.5
300,30123,37.0,"[21.000000,38.000000,32.000000,57.000000]",37.0
400,40144,36.25,"[37.000000,26.000000,43.000000,39.000000]",36.25
500,50103,36.75,"[48.000000,22.000000,35.000000,42.000000]",36.75
600,60137,34.5,"[31.000000,25.000000,37.000000,45.000000]",34.5
700,70181,36.5,"[40.000000,30.000000,48.000000,28.000000]",36.5
800,80179,34.0,"[38.000000,37.000000,44.000000,17.000000]",34.0
900,90163,36.0,"[34.000000,41.000000,48.000000,21.000000]",36.0
1000,100198,36.25,"[18.000000,40.000000,38.000000,49.000000]",36.25
1100,110138,37.5,"[32.000000,33.000000,45.000000,40.000000]",37.5
1200,120154,36.75,"[29.000000,45.000000,33.000000,40.000000]",36.75
1300,130142,36.0,"[33.000000,23.000000,46.000000,42.000000]",36.0
1400,140181,36.25,"[37.000000,28.000000,44.000000,36.000000]",36.25
1500,150199,36.75,"[32.000000,46.000000,35.000000,34.000000]",36.75
1600,160104,37.25,"[30.000000,45.000000,30.000000,44.000000]",37.25
1700,170146,37.25,"[31.000000,43.000000,31.000000,44.000000]",37.25
1800,180148,36.75,"[47.000000,29.000000,34.000000,37.000000]",36.75
1900,190160,36.0,"[38.000000,34.000000,39.000000,33.000000]",36.0
2000,200169,36.0,"[38.000000,30.000000,43.000000,33.000000]",36.0
2100,210172,37.0,"[31.000000,35.000000,37.000000,45.000000]",37.0
2200,220146,37.25,"[49.000000,22.000000,27.000000,51.000000]",37.25
2300,230157,36.5,"[37.000000,35.000000,42.000000,32.000000]",36.5
2400,240188,35.0,"[33.000000,39.000000,43.000000,25.000000]",35.0
2500,250131,36.5,"[47.000000,41.000000,19.000000,39.000000]",36.5
2600,260196,35.5,"[26.000000,38.000000,49.000000,29.000000]",35.5
2700,270177,36.75,"[19.000000,27.000000,46.000000,55.000000]",36.75
2800,280125,36.0,"[47.000000,21.000000,33.000000,43.000000]",36.0
2900,290113,37.5,"[41.000000,21.000000,44.000000,44.000000]",37.5
3000,300176,37.0,"[45.000000,21.000000,49.000000,33.000000]",37.0
3100,310175,36.5,"[23.000000,38.000000,41.000000,44.000000]",36.5
3200,320181,36.5,"[48.000000,43.000000,27.000000,28.000000]",36.5
3300,330197,36.75,"[30.000000,44.000000,24.000000,49.000000]",36.75
3400,340106,36.0,"[52.000000,43.000000,25.000000,24.000000]",36.0
3500,350161,38.0,"[31.000000,37.000000,45.000000,39.000000]",38.0
3600,360117,36.75,"[31.000000,43.000000,34.000000,39.000000]",36.75
3700,370104,34.5,"[42.000000,27.000000,40.000000,29.000000]",34.5
3800,380187,34.25,"[33.000000,51.000000,31.000000,22.000000]",34.25
3900,390164,35.75,"[29.000000,51.000000,34.000000,29.000000]",35.75
4000,400159,35.25,"[29.000000,49.000000,42.000000,21.000000]",35.25
4100,410147,37.25,"[28.000000,39.000000,31.000000,51.000000]",37.25
4200,420182,35.25,"[42.000000,49.000000,33.000000,17.000000]",35.25
4300,430169,36.75,"[51.000000,49.000000,22.000000,25.000000]",36.75
4400,440135,36.75,"[27.000000,38.000000,47.000000,35.000000]",36.75
4500,450192,37.0,"[31.000000,30.000000,49.000000,38.000000]",37.0
4600,460169,36.75,"[29.000000,41.000000,27.000000,50.000000]",36.75
4700,470159,38.5,"[37.000000,43.000000,49.000000,25.000000]",38.5
4800,470159,38.5,"[37.000000,43.000000,49.000000,25.000000]",38.5
