generation,ID,score,rawScores,ownScore
0,170,29.75,"[40.000000,24.000000,40.000000,15.000000]",29.75
100,10130,35.5,"[28.000000,44.000000,25.000000,45.000000]",35.5
200,20175,36.5,"[28.000000,32.000000,51.000000,35.000000]",36.5
300,30181,36.25,"[50.000000,22.000000,46.000000,27.000000]",36.25
400,40130,35.75,"[26.000000,27.000000,46.000000,44.000000]",35.75
500,50169,35.5,"[15.000000,48.000000,29.000000,50.000000]",35.5
600,60187,35.5,"[25.000000,35.000000,19.000000,63.000000]",35.5
700,70118,37.5,"[32.000000,53.000000,27.000000,38.000000]",37.5
800,80112,36.5,"[51.000000,36.000000,35.000000,24.000000]",36.5
900,90137,36.75,"[41.000000,34.000000,28.000000,44.000000]",36.75
1000,100118,36.25,"[27.000000,39.000000,42.000000,37.000000]",36.25
1100,110173,36.5,"[51.000000,38.000000,13.000000,44.000000]",36.5
1200,120151,36.25,"[40.000000,33.000000,34.000000,38.000000]",36.25
1300,130140,37.0,"[43.000000,22.000000,44.000000,39.000000]",37.0
1400,140158,35.25,"[36.000000,43.000000,30.000000,32.000000]",35.25
1500,150114,36.75,"[36.000000,35.000000,27.000000,49.000000]",36.75
1600,160196,37.5,"[40.000000,34.000000,37.000000,39.000000]",37.5
1700,170170,37.25,"[48.000000,24.000000,35.000000,42.000000]",37.25
1800,180115,37.75,"[34.000000,37.000000,42.000000,38.000000]",37.75
1900,190188,38.0,"[43.000000,42.000000,33.000000,34.000000]",38.0
2000,200110,36.0,"[54.000000,43.000000,30.000000,17.000000]",36.0
2100,210127,36.5,"[26.000000,41.000000,51.000000,28.000000]",36.5
2200,220111,37.0,"[32.000000,41.000000,37.000000,38.000000]",37.0
2300,230165,36.0,"[32.000000,34.000000,43.000000,35.000000]",36.0
2400,240174,36.75,"[32.000000,42.000000,36.000000,37.000000]",36.75
2500,250170,36.5,"[40.000000,38.000000,28.000000,40.000000]",36.5
2600,260167,37.25,"[32.000000,27.000000,41.000000,49.000000]",37.25
2700,270148,37.25,"[38.000000,40.000000,38.000000,33.000000]",37.25
2800,280177,35.5,"[36.000000,53.000000,16.000000,37.000000]",35.5
2900,290181,35.75,"[27.000000,26.000000,48.000000,42.000000]",35.75
3000,300168,37.75,"[47.000000,34.000000,20.000000,50.000000]",37.75
3100,310187,37.25,"[20.000000,29.000000,61.000000,39.000000]",37.25
3200,320148,37.25,"[41.000000,35.000000,31.000000,42.000000]",37.25
3300,330172,36.75,"[18.000000,36.000000,44.000000,49.000000]",36.75
3400,340185,35.75,"[39.000000,39.000000,30.000000,35.000000]",35.75
3500,350124,35.75,"[32.000000,31.000000,35.000000,45.000000]",35.75
3600,360139,36.25,"[41.000000,40.000000,29.000000,35.000000]",36.25
3700,370128,37.0,"[34.000000,28.000000,58.000000,28.000000]",37.0
3800,380117,37.0,"[38.000000,26.000000,54.000000,30.000000]",37.0
3900,390188,36.5,"[28.000000,31.000000,40.000000,47.000000]",36.5
4000,400106,36.5,"[33.000000,21.000000,43.000000,49.000000]",36.5
4100,410184,37.0,"[33.000000,46.000000,43.000000,26.000000]",37.0
4200,420118,37.25,"[32.000000,30.000000,40.000000,47.000000]",37.25
4300,430178,35.75,"[38.000000,37.000000,33.000000,35.000000]",35.75
4400,440117,36.5,"[41.000000,45.000000,21.000000,39.000000]",36.5
4500,450166,36.5,"[29.000000,53.000000,28.000000,36.000000]",36.5
4600,460139,37.25,"[41.000000,42.000000,39.000000,27.000000]",37.25
4700,470121,36.75,"[24.000000,34.000000,46.000000,43.000000]",36.75
4800,470121,36.75,"[24.000000,34.000000,46.000000,43.000000]",36.75
