generation,ID,score,rawScores,ownScore
0,181,22.25,"[13.000000,6.000000,70.000000,0.000000]",70.0
100,10157,35.75,"[29.000000,25.000000,73.000000,16.000000]",73.0
200,20184,35.25,"[19.000000,47.000000,40.000000,35.000000]",35.0
300,30140,34.25,"[16.000000,35.000000,27.000000,59.000000]",59.0
400,40183,38.0,"[41.000000,48.000000,44.000000,19.000000]",41.0
500,50140,36.0,"[24.000000,33.000000,48.000000,39.000000]",39.0
600,60172,36.5,"[15.000000,54.000000,39.000000,38.000000]",38.0
700,70112,36.0,"[48.000000,24.000000,35.000000,37.000000]",37.0
800,80187,36.0,"[58.000000,44.000000,42.000000,0.000000]",58.0
900,90120,36.0,"[38.000000,32.000000,35.000000,39.000000]",39.0
1000,100199,33.25,"[63.000000,24.000000,46.000000,0.000000]",63.0
1100,110189,35.0,"[38.000000,45.000000,38.000000,19.000000]",38.0
1200,120188,36.25,"[37.000000,28.000000,34.000000,46.000000]",46.0
1300,130175,37.75,"[35.000000,33.000000,42.000000,41.000000]",35.0
1400,140137,33.0,"[18.000000,38.000000,54.000000,22.000000]",54.0
1500,150141,36.5,"[18.000000,50.000000,40.000000,38.000000]",40.0
1600,160139,36.25,"[28.000000,40.000000,49.000000,28.000000]",28.0
1700,170158,35.5,"[33.000000,55.000000,0.000000,54.000000]",55.0
1800,180137,32.0,"[19.000000,21.000000,51.000000,37.000000]",51.0
1900,190153,30.0,"[5.000000,28.000000,62.000000,25.000000]",62.0
2000,200113,35.0,"[9.000000,30.000000,64.000000,37.000000]",64.0
2100,210127,34.75,"[56.000000,36.000000,47.000000,0.000000]",56.0
2200,220176,34.25,"[13.000000,63.000000,0.000000,61.000000]",61.0
2300,230148,34.5,"[12.000000,43.000000,48.000000,35.000000]",35.0
2400,240199,34.75,"[39.000000,31.000000,47.000000,22.000000]",39.0
2500,250157,35.0,"[33.000000,24.000000,63.000000,20.000000]",63.0
2600,260185,33.75,"[13.000000,26.000000,40.000000,56.000000]",40.0
2700,270134,33.75,"[50.000000,46.000000,16.000000,23.000000]",46.0
2800,280179,34.75,"[26.000000,41.000000,21.000000,51.000000]",26.0
2900,290172,29.0,"[31.000000,33.000000,21.000000,31.000000]",31.0
3000,300133,35.5,"[29.000000,41.000000,38.000000,34.000000]",38.0
3100,310128,32.25,"[73.000000,0.000000,0.000000,56.000000]",56.0
3200,320163,36.0,"[41.000000,53.000000,10.000000,40.000000]",41.0
3300,330108,33.25,"[0.000000,20.000000,46.000000,67.000000]",67.0
3400,340110,35.0,"[33.000000,34.000000,27.000000,46.000000]",34.0
3500,350158,27.75,"[29.000000,41.000000,17.000000,24.000000]",41.0
3600,360198,34.75,"[27.000000,36.000000,35.000000,41.000000]",36.0
3700,370197,32.75,"[0.000000,32.000000,58.000000,41.000000]",58.0
3800,380152,33.75,"[47.000000,27.000000,9.000000,52.000000]",52.0
3900,390168,35.75,"[34.000000,18.000000,38.000000,53.000000]",53.0
4000,400186,34.75,"[27.000000,59.000000,29.000000,24.000000]",59.0
4100,410141,35.5,"[42.000000,14.000000,55.000000,31.000000]",55.0
4200,420105,35.0,"[31.000000,34.000000,53.000000,22.000000]",53.0
4300,430181,32.0,"[30.000000,31.000000,67.000000,0.000000]",67.0
4400,440127,35.5,"[43.000000,20.000000,37.000000,42.000000]",43.0
4500,450156,36.0,"[40.000000,22.000000,30.000000,52.000000]",52.0
4600,460122,35.75,"[39.000000,71.000000,0.000000,33.000000]",71.0
4700,470107,36.5,"[45.000000,17.000000,27.000000,57.000000]",45.0
4800,470107,36.5,"[45.000000,17.000000,27.000000,57.000000]",45.0
