generation,ID,score,rawScores,ownScore
0,185,50.000000,"[0.000000,49.000000,50.000000,39.000000]",50.000000
100,10104,57.000000,"[23.000000,59.000000,11.000000,57.000000]",57.000000
200,20163,52.000000,"[52.000000,36.000000,51.000000,11.000000]",52.000000
300,30187,64.000000,"[64.000000,2.000000,21.000000,66.000000]",64.000000
400,40148,61.000000,"[39.000000,50.000000,0.000000,61.000000]",61.000000
500,50136,38.000000,"[54.000000,32.000000,25.000000,38.000000]",38.000000
600,60193,35.000000,"[44.000000,21.000000,35.000000,47.000000]",35.000000
700,70122,55.000000,"[5.000000,55.000000,69.000000,16.000000]",55.000000
800,80103,41.000000,"[41.000000,29.000000,51.000000,28.000000]",41.000000
900,90166,55.000000,"[33.000000,55.000000,26.000000,34.000000]",55.000000
1000,100167,40.000000,"[40.000000,44.000000,13.000000,51.000000]",40.000000
1100,110107,49.000000,"[49.000000,43.000000,27.000000,29.000000]",49.000000
1200,120136,48.000000,"[46.000000,25.000000,30.000000,48.000000]",48.000000
1300,130157,58.000000,"[16.000000,9.000000,58.000000,63.000000]",58.000000
1400,140127,51.000000,"[51.000000,30.000000,38.000000,29.000000]",51.000000
1500,150179,74.000000,"[74.000000,59.000000,13.000000,3.000000]",74.000000
1600,160137,62.000000,"[17.000000,35.000000,62.000000,31.000000]",62.000000
1700,170153,43.000000,"[41.000000,17.000000,43.000000,49.000000]",43.000000
1800,180169,26.000000,"[42.000000,37.000000,26.000000,43.000000]",26.000000
1900,190176,35.000000,"[49.000000,50.000000,19.000000,35.000000]",35.000000
2000,200151,30.000000,"[30.000000,23.000000,51.000000,42.000000]",30.000000
2100,210143,44.000000,"[44.000000,26.000000,50.000000,29.000000]",44.000000
2200,220142,42.000000,"[39.000000,42.000000,46.000000,20.000000]",42.000000
2300,230148,44.000000,"[30.000000,38.000000,39.000000,44.000000]",44.000000
2400,240102,50.000000,"[11.000000,50.000000,42.000000,47.000000]",50.000000
2500,250104,38.000000,"[42.000000,24.000000,42.000000,38.000000]",38.000000
2600,260186,36.000000,"[52.000000,36.000000,23.000000,38.000000]",36.000000
2700,270153,42.000000,"[20.000000,43.000000,42.000000,43.000000]",42.000000
2800,280132,62.000000,"[43.000000,0.000000,42.000000,62.000000]",62.000000
2900,290111,28.000000,"[28.000000,50.000000,42.000000,27.000000]",28.000000
3000,300185,44.000000,"[30.000000,40.000000,44.000000,35.000000]",44.000000
3100,310100,39.000000,"[61.000000,0.000000,42.000000,39.000000]",39.000000
3200,320145,36.000000,"[45.000000,37.000000,36.000000,37.000000]",36.000000
3300,330179,88.000000,"[88.000000,0.000000,0.000000,60.000000]",88.000000
3400,340112,36.000000,"[41.000000,30.000000,44.000000,36.000000]",36.000000
3500,350139,46.000000,"[46.000000,34.000000,40.000000,26.000000]",46.000000
3600,360127,38.000000,"[38.000000,46.000000,34.000000,31.000000]",38.000000
3700,370115,41.000000,"[41.000000,36.000000,34.000000,40.000000]",41.000000
3800,380109,45.000000,"[24.000000,26.000000,45.000000,51.000000]",45.000000
3900,390116,48.000000,"[1.000000,49.000000,50.000000,48.000000]",48.000000
4000,400103,34.000000,"[34.000000,47.000000,27.000000,38.000000]",34.000000
4100,410134,61.000000,"[0.000000,61.000000,86.000000,5.000000]",61.000000
4200,420141,58.000000,"[41.000000,45.000000,58.000000,7.000000]",58.000000
4300,430126,60.000000,"[36.000000,60.000000,49.000000,0.000000]",60.000000
4400,440167,124.000000,"[124.000000,0.000000,1.000000,0.000000]",124.000000
4500,450164,40.000000,"[31.000000,49.000000,33.000000,40.000000]",40.000000
4600,460110,51.000000,"[28.000000,51.000000,20.000000,52.000000]",51.000000
4700,470138,48.000000,"[35.000000,48.000000,28.000000,40.000000]",48.000000
4800,480160,35.000000,"[59.000000,21.000000,38.000000,35.000000]",35.000000
