generation,ID,score,rawScores,ownScore
0,189,24.0,"[46.000000,24.000000,28.000000,50.000000]",24.0
100,10190,24.0,"[33.000000,44.000000,46.000000,24.000000]",24.0
200,20196,32.0,"[39.000000,35.000000,32.000000,40.000000]",32.0
300,30153,24.0,"[46.000000,24.000000,48.000000,29.000000]",24.0
400,40152,29.0,"[29.000000,32.000000,33.000000,55.000000]",29.0
500,50147,28.0,"[28.000000,33.000000,35.000000,49.000000]",28.0
600,60186,33.0,"[38.000000,33.000000,44.000000,35.000000]",33.0
700,70172,21.0,"[42.000000,21.000000,47.000000,41.000000]",21.0
800,80127,30.0,"[31.000000,40.000000,47.000000,30.000000]",30.0
900,90166,24.0,"[24.000000,44.000000,38.000000,44.000000]",24.0
1000,100147,23.0,"[23.000000,41.000000,43.000000,38.000000]",23.0
1100,110170,29.0,"[33.000000,29.000000,43.000000,46.000000]",29.0
1200,120149,27.0,"[27.000000,43.000000,44.000000,29.000000]",27.0
1300,130113,32.0,"[32.000000,35.000000,34.000000,43.000000]",32.0
1400,140159,33.0,"[34.000000,35.000000,33.000000,50.000000]",33.0
1500,150146,34.0,"[43.000000,34.000000,36.000000,36.000000]",34.0
1600,160105,26.0,"[50.000000,37.000000,26.000000,36.000000]",26.0
1700,170102,33.0,"[33.000000,41.000000,33.000000,41.000000]",33.0
1800,180133,19.0,"[19.000000,30.000000,48.000000,50.000000]",19.0
1900,190103,28.0,"[39.000000,39.000000,28.000000,36.000000]",28.0
2000,200151,30.0,"[36.000000,45.000000,30.000000,36.000000]",30.0
2100,210112,30.0,"[33.000000,50.000000,30.000000,34.000000]",30.0
2200,220167,21.0,"[21.000000,36.000000,57.000000,35.000000]",21.0
2300,230158,31.0,"[32.000000,39.000000,45.000000,31.000000]",31.0
2400,240174,25.0,"[43.000000,37.000000,40.000000,25.000000]",25.0
2500,250132,26.0,"[52.000000,26.000000,27.000000,40.000000]",26.0
2600,260134,28.0,"[34.000000,28.000000,41.000000,46.000000]",28.0
2700,270146,18.0,"[18.000000,40.000000,49.000000,39.000000]",18.0
2800,280102,26.0,"[56.000000,29.000000,26.000000,31.000000]",26.0
2900,290176,30.0,"[35.000000,31.000000,30.000000,47.000000]",30.0
3000,300115,28.0,"[30.000000,34.000000,57.000000,28.000000]",28.0
3100,310140,32.0,"[32.000000,33.000000,37.000000,46.000000]",32.0
3200,320193,27.0,"[45.000000,32.000000,48.000000,27.000000]",27.0
3300,330148,20.0,"[59.000000,37.000000,20.000000,30.000000]",20.0
3400,340132,27.0,"[27.000000,43.000000,39.000000,37.000000]",27.0
3500,350123,18.0,"[47.000000,18.000000,46.000000,36.000000]",18.0
3600,360165,32.0,"[32.000000,43.000000,33.000000,37.000000]",32.0
3700,370123,31.0,"[40.000000,31.000000,43.000000,32.000000]",31.0
3800,380164,25.0,"[50.000000,45.000000,25.000000,29.000000]",25.0
3900,390196,31.0,"[39.000000,40.000000,35.000000,31.000000]",31.0
4000,400149,20.0,"[36.000000,20.000000,45.000000,28.000000]",20.0
4100,410155,28.0,"[37.000000,28.000000,44.000000,33.000000]",28.0
4200,420163,34.0,"[34.000000,34.000000,46.000000,35.000000]",34.0
4300,430153,33.0,"[35.000000,40.000000,33.000000,42.000000]",33.0
4400,440135,32.0,"[32.000000,37.000000,40.000000,34.000000]",32.0
4500,450109,21.0,"[21.000000,44.000000,34.000000,47.000000]",21.0
4600,460107,29.0,"[31.000000,33.000000,29.000000,48.000000]",29.0
4700,470119,35.0,"[38.000000,36.000000,35.000000,40.000000]",35.0
4800,470119,35.0,"[38.000000,36.000000,35.000000,40.000000]",35.0
