generation,ID,score,rawScores,ownScore
0,134,35.000000,"[37.000000,36.000000,35.000000,39.000000]",35.000000
100,10177,25.000000,"[32.000000,25.000000,39.000000,52.000000]",25.000000
200,20117,35.000000,"[36.000000,36.000000,44.000000,35.000000]",35.000000
300,30182,35.000000,"[40.000000,35.000000,38.000000,36.000000]",35.000000
400,40177,33.000000,"[33.000000,36.000000,38.000000,40.000000]",33.000000
500,50126,33.000000,"[45.000000,36.000000,33.000000,35.000000]",33.000000
600,60105,36.000000,"[40.000000,36.000000,38.000000,37.000000]",36.000000
700,70179,33.000000,"[42.000000,33.000000,41.000000,36.000000]",33.000000
800,80146,35.000000,"[35.000000,38.000000,35.000000,40.000000]",35.000000
900,90100,33.000000,"[39.000000,36.000000,33.000000,40.000000]",33.000000
1000,100199,35.000000,"[37.000000,35.000000,37.000000,38.000000]",35.000000
1100,110130,32.000000,"[41.000000,41.000000,33.000000,32.000000]",32.000000
1200,120178,35.000000,"[35.000000,41.000000,38.000000,39.000000]",35.000000
1300,130118,37.000000,"[38.000000,38.000000,40.000000,37.000000]",37.000000
1400,140148,35.000000,"[35.000000,40.000000,36.000000,35.000000]",35.000000
1500,150103,34.000000,"[34.000000,35.000000,38.000000,37.000000]",34.000000
1600,160189,36.000000,"[36.000000,38.000000,37.000000,39.000000]",36.000000
1700,170102,35.000000,"[37.000000,37.000000,35.000000,40.000000]",35.000000
1800,180159,34.000000,"[39.000000,35.000000,37.000000,34.000000]",34.000000
1900,190180,32.000000,"[41.000000,38.000000,32.000000,37.000000]",32.000000
2000,200172,31.000000,"[37.000000,33.000000,31.000000,31.000000]",31.000000
2100,210198,36.000000,"[39.000000,37.000000,37.000000,36.000000]",36.000000
2200,220101,35.000000,"[38.000000,38.000000,35.000000,40.000000]",35.000000
2300,230123,33.000000,"[39.000000,33.000000,36.000000,40.000000]",33.000000
2400,240149,37.000000,"[37.000000,40.000000,38.000000,37.000000]",37.000000
2500,250125,36.000000,"[38.000000,38.000000,41.000000,36.000000]",36.000000
2600,260104,35.000000,"[37.000000,37.000000,35.000000,35.000000]",35.000000
2700,270113,32.000000,"[40.000000,32.000000,32.000000,33.000000]",32.000000
2800,280147,33.000000,"[37.000000,33.000000,33.000000,36.000000]",33.000000
2900,290123,32.000000,"[34.000000,32.000000,40.000000,41.000000]",32.000000
3000,300125,36.000000,"[38.000000,36.000000,38.000000,37.000000]",36.000000
3100,310198,32.000000,"[32.000000,36.000000,33.000000,35.000000]",32.000000
3200,320144,35.000000,"[35.000000,39.000000,37.000000,40.000000]",35.000000
3300,330169,34.000000,"[39.000000,38.000000,41.000000,34.000000]",34.000000
3400,340189,37.000000,"[37.000000,38.000000,38.000000,37.000000]",37.000000
3500,350156,34.000000,"[37.000000,34.000000,39.000000,35.000000]",34.000000
3600,360192,30.000000,"[32.000000,30.000000,31.000000,34.000000]",30.000000
3700,370161,33.000000,"[33.000000,36.000000,42.000000,39.000000]",33.000000
3800,380186,36.000000,"[36.000000,36.000000,37.000000,40.000000]",36.000000
3900,390156,33.000000,"[38.000000,39.000000,43.000000,33.000000]",33.000000
4000,400146,34.000000,"[43.000000,35.000000,34.000000,35.000000]",34.000000
4100,410108,32.000000,"[34.000000,34.000000,35.000000,32.000000]",32.000000
4200,420142,32.000000,"[32.000000,32.000000,35.000000,33.000000]",32.000000
4300,430141,34.000000,"[34.000000,40.000000,35.000000,42.000000]",34.000000
4400,440181,32.000000,"[38.000000,37.000000,32.000000,41.000000]",32.000000
4500,450165,35.000000,"[36.000000,37.000000,39.000000,35.000000]",35.000000
4600,460179,36.000000,"[37.000000,39.000000,36.000000,37.000000]",36.000000
4700,470113,35.000000,"[39.000000,35.000000,40.000000,35.000000]",35.000000
4800,480123,32.000000,"[32.000000,38.000000,33.000000,35.000000]",32.000000
