generation,ID,score,rawScores,ownScore
0,154,34.0,"[49.000000,0.000000,0.000000,87.000000]",0.0
100,10139,36.25,"[36.000000,65.000000,44.000000,0.000000]",36.0
200,20173,35.75,"[37.000000,41.000000,46.000000,19.000000]",46.0
300,30128,27.5,"[22.000000,13.000000,34.000000,41.000000]",41.0
400,40193,33.25,"[0.000000,55.000000,32.000000,46.000000]",32.0
500,50135,35.5,"[37.000000,41.000000,38.000000,26.000000]",37.0
600,60169,36.25,"[21.000000,55.000000,43.000000,26.000000]",43.0
700,70109,35.5,"[35.000000,33.000000,44.000000,30.000000]",44.0
800,80199,36.5,"[25.000000,43.000000,27.000000,51.000000]",25.0
900,90196,35.0,"[80.000000,0.000000,0.000000,60.000000]",60.0
1000,100140,35.5,"[18.000000,27.000000,44.000000,53.000000]",53.0
1100,110120,35.0,"[35.000000,34.000000,31.000000,40.000000]",40.0
1200,120198,32.25,"[0.000000,51.000000,61.000000,17.000000]",51.0
1300,130140,36.0,"[16.000000,49.000000,49.000000,30.000000]",30.0
1400,140190,35.25,"[28.000000,47.000000,25.000000,41.000000]",47.0
1500,150198,35.0,"[37.000000,45.000000,23.000000,35.000000]",45.0
1600,160117,35.5,"[39.000000,44.000000,31.000000,28.000000]",31.0
1700,170142,35.75,"[13.000000,54.000000,19.000000,57.000000]",54.0
1800,180134,36.75,"[73.000000,37.000000,21.000000,16.000000]",37.0
1900,190161,32.5,"[38.000000,30.000000,62.000000,0.000000]",62.0
2000,200199,35.25,"[50.000000,31.000000,31.000000,29.000000]",50.0
2100,210166,30.25,"[16.000000,35.000000,35.000000,35.000000]",35.0
2200,220175,35.25,"[43.000000,30.000000,25.000000,43.000000]",43.0
2300,230107,34.75,"[49.000000,43.000000,0.000000,47.000000]",49.0
2400,240199,37.0,"[43.000000,35.000000,34.000000,36.000000]",43.0
2500,250168,35.25,"[28.000000,0.000000,49.000000,64.000000]",64.0
2600,260155,36.25,"[49.000000,54.000000,0.000000,42.000000]",49.0
2700,270166,36.0,"[32.000000,66.000000,16.000000,30.000000]",66.0
2800,280114,37.0,"[46.000000,25.000000,49.000000,28.000000]",25.0
2900,290113,34.0,"[34.000000,7.000000,40.000000,55.000000]",40.0
3000,300158,34.75,"[39.000000,63.000000,37.000000,0.000000]",63.0
3100,310190,36.25,"[27.000000,51.000000,53.000000,14.000000]",51.0
3200,320161,34.75,"[63.000000,0.000000,38.000000,38.000000]",38.0
3300,330128,32.25,"[54.000000,24.000000,0.000000,51.000000]",51.0
3400,340121,37.0,"[20.000000,0.000000,71.000000,57.000000]",71.0
3500,350139,34.25,"[41.000000,30.000000,0.000000,66.000000]",41.0
3600,360146,29.0,"[50.000000,66.000000,0.000000,0.000000]",66.0
3700,370123,35.75,"[34.000000,28.000000,46.000000,35.000000]",34.0
3800,380124,36.75,"[28.000000,58.000000,39.000000,22.000000]",22.0
3900,390136,35.75,"[46.000000,37.000000,0.000000,60.000000]",60.0
4000,400100,35.25,"[72.000000,0.000000,9.000000,60.000000]",60.0
4100,410143,36.75,"[38.000000,39.000000,27.000000,43.000000]",38.0
4200,420129,33.0,"[41.000000,0.000000,37.000000,54.000000]",37.0
4300,430188,32.5,"[35.000000,0.000000,52.000000,43.000000]",43.0
4400,440172,33.25,"[15.000000,65.000000,0.000000,53.000000]",53.0
4500,450193,35.0,"[0.000000,33.000000,30.000000,77.000000]",30.0
4600,460121,35.5,"[45.000000,33.000000,37.000000,27.000000]",37.0
4700,470171,35.0,"[32.000000,42.000000,30.000000,36.000000]",32.0
4800,470171,35.0,"[32.000000,42.000000,30.000000,36.000000]",32.0
