generation,ID,score,rawScores,ownScore
0,171,6.0,"[54.000000,55.000000,8.000000,6.000000]",54.0
100,10173,26.0,"[44.000000,32.000000,40.000000,26.000000]",40.0
200,20117,21.0,"[34.000000,21.000000,42.000000,36.000000]",42.0
300,30179,16.0,"[63.000000,16.000000,29.000000,28.000000]",63.0
400,40158,23.0,"[23.000000,38.000000,33.000000,52.000000]",38.0
500,50149,21.0,"[21.000000,44.000000,38.000000,26.000000]",38.0
600,60185,27.0,"[34.000000,41.000000,31.000000,27.000000]",31.0
700,70157,16.0,"[16.000000,31.000000,42.000000,31.000000]",42.0
800,80135,13.0,"[13.000000,16.000000,35.000000,42.000000]",13.0
900,90174,32.0,"[35.000000,34.000000,32.000000,34.000000]",34.0
1000,100194,28.0,"[37.000000,41.000000,28.000000,38.000000]",41.0
1100,110152,25.0,"[31.000000,45.000000,35.000000,25.000000]",25.0
1200,120199,27.0,"[27.000000,49.000000,29.000000,37.000000]",27.0
1300,130191,18.0,"[40.000000,31.000000,41.000000,18.000000]",40.0
1400,140165,21.0,"[31.000000,45.000000,40.000000,21.000000]",40.0
1500,150172,27.0,"[55.000000,28.000000,32.000000,27.000000]",27.0
1600,160170,18.0,"[29.000000,18.000000,24.000000,37.000000]",18.0
1700,170199,14.0,"[43.000000,25.000000,38.000000,14.000000]",43.0
1800,180187,25.0,"[32.000000,25.000000,25.000000,38.000000]",32.0
1900,190110,20.0,"[27.000000,20.000000,36.000000,46.000000]",20.0
2000,200147,13.0,"[21.000000,43.000000,35.000000,13.000000]",21.0
2100,210138,20.0,"[45.000000,20.000000,32.000000,28.000000]",20.0
2200,220113,19.0,"[68.000000,25.000000,19.000000,23.000000]",19.0
2300,230163,20.0,"[20.000000,37.000000,37.000000,27.000000]",20.0
2400,240123,26.0,"[26.000000,38.000000,37.000000,29.000000]",26.0
2500,250191,24.0,"[34.000000,32.000000,24.000000,34.000000]",34.0
2600,260113,14.0,"[41.000000,26.000000,38.000000,14.000000]",38.0
2700,270188,29.0,"[36.000000,29.000000,34.000000,33.000000]",33.0
2800,280193,15.0,"[21.000000,15.000000,49.000000,41.000000]",49.0
2900,290167,23.0,"[23.000000,35.000000,45.000000,28.000000]",23.0
3000,300131,23.0,"[37.000000,42.000000,23.000000,25.000000]",37.0
3100,310118,30.0,"[30.000000,33.000000,32.000000,31.000000]",33.0
3200,320182,17.0,"[44.000000,48.000000,20.000000,17.000000]",48.0
3300,330155,25.0,"[51.000000,25.000000,25.000000,30.000000]",51.0
3400,340103,17.0,"[54.000000,17.000000,31.000000,21.000000]",54.0
3500,350118,17.0,"[33.000000,61.000000,28.000000,17.000000]",61.0
3600,360148,23.0,"[33.000000,38.000000,23.000000,31.000000]",31.0
3700,370122,22.0,"[22.000000,48.000000,32.000000,26.000000]",48.0
3800,380104,27.0,"[27.000000,32.000000,33.000000,38.000000]",38.0
3900,390199,30.0,"[30.000000,31.000000,40.000000,31.000000]",30.0
4000,400198,27.0,"[39.000000,27.000000,27.000000,45.000000]",27.0
4100,410142,26.0,"[32.000000,35.000000,26.000000,37.000000]",35.0
4200,420101,17.0,"[45.000000,17.000000,26.000000,46.000000]",26.0
4300,430156,29.0,"[36.000000,30.000000,29.000000,44.000000]",44.0
4400,440150,16.0,"[48.000000,49.000000,16.000000,35.000000]",49.0
4500,450116,29.0,"[33.000000,30.000000,43.000000,29.000000]",29.0
4600,460160,22.0,"[39.000000,33.000000,27.000000,22.000000]",22.0
4700,470108,27.0,"[42.000000,28.000000,27.000000,37.000000]",37.0
4800,470108,27.0,"[42.000000,28.000000,27.000000,37.000000]",37.0
