generation,ID,score,rawScores,ownScore
0,141,20.0,"[30.000000,20.000000,35.000000,56.000000]",20.0
100,10195,36.0,"[36.000000,36.000000,38.000000,38.000000]",36.0
200,20104,26.0,"[54.000000,38.000000,26.000000,30.000000]",26.0
300,30197,32.0,"[39.000000,36.000000,38.000000,32.000000]",32.0
400,40144,29.0,"[29.000000,40.000000,37.000000,36.000000]",29.0
500,50132,25.0,"[31.000000,25.000000,52.000000,31.000000]",25.0
600,60150,28.0,"[32.000000,40.000000,44.000000,28.000000]",28.0
700,70114,32.0,"[35.000000,35.000000,41.000000,32.000000]",32.0
800,80186,36.0,"[36.000000,36.000000,36.000000,41.000000]",36.0
900,90118,32.0,"[45.000000,32.000000,34.000000,36.000000]",32.0
1000,100153,26.0,"[31.000000,26.000000,54.000000,35.000000]",26.0
1100,110160,21.0,"[21.000000,57.000000,36.000000,36.000000]",21.0
1200,120164,30.0,"[44.000000,30.000000,33.000000,43.000000]",30.0
1300,130134,30.0,"[38.000000,44.000000,30.000000,34.000000]",30.0
1400,140146,27.0,"[27.000000,36.000000,40.000000,47.000000]",27.0
1500,150193,27.0,"[48.000000,42.000000,27.000000,29.000000]",27.0
1600,160136,24.0,"[41.000000,46.000000,24.000000,30.000000]",24.0
1700,170143,26.0,"[45.000000,40.000000,26.000000,31.000000]",26.0
1800,180125,28.0,"[33.000000,28.000000,52.000000,35.000000]",28.0
1900,190164,28.0,"[38.000000,34.000000,45.000000,28.000000]",28.0
2000,200122,35.0,"[37.000000,42.000000,36.000000,35.000000]",35.0
2100,210106,24.0,"[38.000000,24.000000,45.000000,40.000000]",24.0
2200,220183,32.0,"[32.000000,35.000000,33.000000,46.000000]",32.0
2300,230123,28.0,"[34.000000,31.000000,28.000000,52.000000]",28.0
2400,240188,26.0,"[46.000000,26.000000,43.000000,30.000000]",26.0
2500,250150,34.0,"[39.000000,38.000000,34.000000,36.000000]",34.0
2600,260112,33.0,"[41.000000,36.000000,33.000000,38.000000]",33.0
2700,270181,29.0,"[29.000000,36.000000,40.000000,41.000000]",29.0
2800,280181,29.0,"[42.000000,29.000000,49.000000,29.000000]",29.0
2900,290126,20.0,"[53.000000,20.000000,30.000000,45.000000]",20.0
3000,300188,29.0,"[29.000000,44.000000,33.000000,36.000000]",29.0
3100,310138,31.0,"[31.000000,35.000000,37.000000,38.000000]",31.0
3200,320145,33.0,"[41.000000,38.000000,36.000000,33.000000]",33.0
3300,330121,28.0,"[34.000000,28.000000,35.000000,40.000000]",28.0
3400,340128,18.0,"[35.000000,18.000000,40.000000,50.000000]",18.0
3500,350160,26.0,"[27.000000,49.000000,26.000000,42.000000]",26.0
3600,360161,29.0,"[38.000000,29.000000,43.000000,31.000000]",29.0
3700,370171,30.0,"[30.000000,31.000000,40.000000,45.000000]",30.0
3800,380132,29.0,"[29.000000,48.000000,30.000000,39.000000]",29.0
3900,390188,16.0,"[52.000000,40.000000,27.000000,16.000000]",16.0
4000,400152,33.0,"[40.000000,33.000000,38.000000,38.000000]",33.0
4100,410140,28.0,"[45.000000,28.000000,45.000000,32.000000]",28.0
4200,420143,29.0,"[36.000000,31.000000,41.000000,29.000000]",29.0
4300,430168,27.0,"[46.000000,30.000000,27.000000,47.000000]",27.0
4400,440143,34.0,"[34.000000,36.000000,35.000000,40.000000]",34.0
4500,450155,25.0,"[41.000000,31.000000,25.000000,47.000000]",25.0
4600,460170,27.0,"[56.000000,27.000000,34.000000,35.000000]",27.0
4700,470113,27.0,"[32.000000,62.000000,27.000000,27.000000]",27.0
4800,470113,27.0,"[32.000000,62.000000,27.000000,27.000000]",27.0
