generation,ID,score,rawScores,ownScore
0,125,59.000000,"[0.000000,55.000000,59.000000,0.000000]",59.000000
100,10138,53.000000,"[59.000000,53.000000,18.000000,22.000000]",53.000000
200,20170,77.000000,"[0.000000,77.000000,5.000000,47.000000]",77.000000
300,30120,32.000000,"[28.000000,48.000000,39.000000,32.000000]",32.000000
400,40199,44.000000,"[44.000000,28.000000,43.000000,30.000000]",44.000000
500,50113,34.000000,"[37.000000,37.000000,34.000000,41.000000]",34.000000
600,60132,42.000000,"[51.000000,22.000000,36.000000,42.000000]",42.000000
700,70184,32.000000,"[42.000000,30.000000,40.000000,32.000000]",32.000000
800,80145,41.000000,"[0.000000,48.000000,41.000000,53.000000]",41.000000
900,90154,59.000000,"[37.000000,59.000000,26.000000,17.000000]",59.000000
1000,100154,43.000000,"[17.000000,43.000000,52.000000,26.000000]",43.000000
1100,110153,31.000000,"[48.000000,38.000000,31.000000,22.000000]",31.000000
1200,120140,33.000000,"[23.000000,56.000000,34.000000,33.000000]",33.000000
1300,130155,33.000000,"[33.000000,38.000000,48.000000,22.000000]",33.000000
1400,140141,35.000000,"[0.000000,47.000000,35.000000,51.000000]",35.000000
1500,150193,58.000000,"[26.000000,32.000000,58.000000,27.000000]",58.000000
1600,160126,64.000000,"[47.000000,64.000000,0.000000,34.000000]",64.000000
1700,170171,35.000000,"[35.000000,34.000000,41.000000,34.000000]",35.000000
1800,180171,49.000000,"[49.000000,43.000000,30.000000,27.000000]",49.000000
1900,190191,37.000000,"[37.000000,37.000000,41.000000,34.000000]",37.000000
2000,200136,32.000000,"[33.000000,66.000000,25.000000,32.000000]",32.000000
2100,210176,41.000000,"[30.000000,21.000000,58.000000,41.000000]",41.000000
2200,220125,23.000000,"[50.000000,35.000000,23.000000,43.000000]",23.000000
2300,230191,67.000000,"[67.000000,25.000000,29.000000,23.000000]",67.000000
2400,240104,35.000000,"[45.000000,42.000000,25.000000,35.000000]",35.000000
2500,250168,38.000000,"[26.000000,38.000000,45.000000,38.000000]",38.000000
2600,260115,27.000000,"[27.000000,31.000000,49.000000,40.000000]",27.000000
2700,270143,41.000000,"[41.000000,33.000000,37.000000,34.000000]",41.000000
2800,280134,40.000000,"[36.000000,40.000000,19.000000,53.000000]",40.000000
2900,290103,44.000000,"[44.000000,34.000000,45.000000,25.000000]",44.000000
3000,300130,40.000000,"[32.000000,40.000000,51.000000,24.000000]",40.000000
3100,310183,39.000000,"[39.000000,36.000000,48.000000,28.000000]",39.000000
3200,320123,49.000000,"[49.000000,34.000000,20.000000,42.000000]",49.000000
3300,330102,34.000000,"[28.000000,34.000000,47.000000,36.000000]",34.000000
3400,340185,58.000000,"[21.000000,32.000000,58.000000,32.000000]",58.000000
3500,350108,59.000000,"[50.000000,38.000000,0.000000,59.000000]",59.000000
3600,360184,24.000000,"[39.000000,28.000000,56.000000,24.000000]",24.000000
3700,370119,47.000000,"[47.000000,20.000000,49.000000,31.000000]",47.000000
3800,380184,50.000000,"[42.000000,29.000000,29.000000,50.000000]",50.000000
3900,390180,35.000000,"[42.000000,30.000000,40.000000,35.000000]",35.000000
4000,400111,38.000000,"[38.000000,26.000000,53.000000,29.000000]",38.000000
4100,410110,32.000000,"[50.000000,32.000000,31.000000,35.000000]",32.000000
4200,420157,32.000000,"[37.000000,40.000000,32.000000,40.000000]",32.000000
4300,430138,59.000000,"[31.000000,59.000000,40.000000,17.000000]",59.000000
4400,440149,42.000000,"[53.000000,26.000000,42.000000,26.000000]",42.000000
4500,450109,36.000000,"[44.000000,39.000000,36.000000,31.000000]",36.000000
4600,460111,38.000000,"[38.000000,39.000000,47.000000,25.000000]",38.000000
4700,470188,69.000000,"[37.000000,0.000000,39.000000,69.000000]",69.000000
4800,480187,48.000000,"[48.000000,2.000000,51.000000,39.000000]",48.000000
