generation,ID,score,rawScores,ownScore
0,122,61.0,"[24.000000,61.000000,3.000000,48.000000]",61.0
100,10111,48.0,"[48.000000,54.000000,43.000000,0.000000]",48.0
200,20105,43.0,"[36.000000,28.000000,43.000000,33.000000]",43.0
300,30165,59.0,"[32.000000,38.000000,59.000000,16.000000]",59.0
400,40120,48.0,"[27.000000,36.000000,35.000000,48.000000]",48.0
500,50176,39.0,"[30.000000,42.000000,35.000000,39.000000]",39.0
600,60161,40.0,"[32.000000,33.000000,40.000000,42.000000]",40.0
700,70138,49.0,"[50.000000,49.000000,0.000000,47.000000]",49.0
800,80107,35.0,"[35.000000,26.000000,25.000000,51.000000]",35.0
900,90130,50.0,"[45.000000,50.000000,21.000000,29.000000]",50.0
1000,100177,58.0,"[0.000000,41.000000,58.000000,50.000000]",58.0
1100,110182,45.0,"[29.000000,45.000000,40.000000,33.000000]",45.0
1200,120152,80.0,"[0.000000,0.000000,59.000000,80.000000]",80.0
1300,130126,59.0,"[35.000000,59.000000,50.000000,0.000000]",59.0
1400,140185,37.0,"[25.000000,25.000000,37.000000,60.000000]",37.0
1500,150187,34.0,"[34.000000,44.000000,48.000000,22.000000]",34.0
1600,160163,34.0,"[34.000000,58.000000,44.000000,0.000000]",34.0
1700,170188,37.0,"[54.000000,13.000000,39.000000,37.000000]",37.0
1800,180123,42.0,"[42.000000,34.000000,24.000000,46.000000]",42.0
1900,190100,36.0,"[31.000000,39.000000,44.000000,36.000000]",36.0
2000,200153,50.0,"[20.000000,35.000000,50.000000,42.000000]",50.0
2100,210159,46.0,"[46.000000,41.000000,25.000000,43.000000]",46.0
2200,220192,42.0,"[23.000000,38.000000,44.000000,42.000000]",42.0
2300,230141,40.0,"[18.000000,45.000000,40.000000,43.000000]",40.0
2400,240139,40.0,"[40.000000,39.000000,18.000000,49.000000]",40.0
2500,250148,34.0,"[36.000000,36.000000,40.000000,34.000000]",34.0
2600,260176,37.0,"[42.000000,30.000000,38.000000,37.000000]",37.0
2700,270105,59.0,"[0.000000,35.000000,59.000000,52.000000]",59.0
2800,280176,48.0,"[35.000000,49.000000,14.000000,48.000000]",48.0
2900,290143,36.0,"[36.000000,45.000000,38.000000,30.000000]",36.0
3000,300183,47.0,"[47.000000,31.000000,25.000000,48.000000]",47.0
3100,310155,74.0,"[74.000000,0.000000,8.000000,58.000000]",74.0
3200,320167,43.0,"[43.000000,26.000000,60.000000,20.000000]",43.0
3300,330112,46.0,"[30.000000,57.000000,10.000000,46.000000]",46.0
3400,340134,56.0,"[25.000000,56.000000,25.000000,41.000000]",56.0
3500,350170,38.0,"[37.000000,38.000000,49.000000,24.000000]",38.0
3600,360172,48.0,"[34.000000,22.000000,36.000000,48.000000]",48.0
3700,370127,52.0,"[52.000000,44.000000,30.000000,19.000000]",52.0
3800,380156,41.0,"[45.000000,28.000000,31.000000,41.000000]",41.0
3900,390157,45.0,"[34.000000,42.000000,45.000000,25.000000]",45.0
4000,400137,66.0,"[26.000000,28.000000,66.000000,31.000000]",66.0
4100,410106,32.0,"[33.000000,32.000000,52.000000,30.000000]",32.0
4200,420141,38.0,"[38.000000,34.000000,38.000000,39.000000]",38.0
4300,430151,36.0,"[36.000000,47.000000,20.000000,41.000000]",36.0
4400,440112,36.0,"[22.000000,54.000000,34.000000,36.000000]",36.0
4500,450137,49.0,"[28.000000,36.000000,49.000000,33.000000]",49.0
4600,460149,56.0,"[18.000000,50.000000,56.000000,21.000000]",56.0
4700,470149,46.0,"[29.000000,31.000000,46.000000,38.000000]",46.0
4800,470149,46.0,"[29.000000,31.000000,46.000000,38.000000]",46.0
