generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,115,38.0,"38.000000,28.000000,55.000000,11.000000",38.0,11.0,55.0,33.0,132.0
100,10106,48.0,"69.000000,48.000000,8.000000,15.000000",48.0,8.0,69.0,35.0,140.0
200,20188,44.0,"27.000000,40.000000,34.000000,44.000000",44.0,27.0,44.0,36.25,145.0
300,30120,41.0,"42.000000,35.000000,33.000000,41.000000",41.0,33.0,42.0,37.75,151.0
400,40166,50.0,"21.000000,50.000000,51.000000,27.000000",50.0,21.0,51.0,37.25,149.0
500,50139,23.0,"23.000000,33.000000,40.000000,50.000000",23.0,23.0,50.0,36.5,146.0
600,60165,43.0,"34.000000,29.000000,43.000000,44.000000",43.0,29.0,44.0,37.5,150.0
700,70156,26.0,"38.000000,47.000000,39.000000,26.000000",26.0,26.0,47.0,37.5,150.0
800,80181,31.0,"51.000000,61.000000,31.000000,0.000000",31.0,0.0,61.0,35.75,143.0
900,90188,40.0,"23.000000,41.000000,44.000000,40.000000",40.0,23.0,44.0,37.0,148.0
1000,100146,46.0,"40.000000,46.000000,38.000000,24.000000",46.0,24.0,46.0,37.0,148.0
1100,110185,58.0,"26.000000,25.000000,58.000000,35.000000",58.0,25.0,58.0,36.0,144.0
1200,120182,73.0,"10.000000,73.000000,40.000000,0.000000",73.0,0.0,73.0,30.75,123.0
1300,130108,50.0,"53.000000,13.000000,35.000000,50.000000",50.0,13.0,53.0,37.75,151.0
1400,140101,51.0,"49.000000,13.000000,51.000000,33.000000",51.0,13.0,51.0,36.5,146.0
1500,150107,66.0,"66.000000,8.000000,35.000000,38.000000",66.0,8.0,66.0,36.75,147.0
1600,160116,49.0,"54.000000,43.000000,0.000000,49.000000",49.0,0.0,54.0,36.5,146.0
1700,170128,54.0,"0.000000,47.000000,46.000000,54.000000",54.0,0.0,54.0,36.75,147.0
1800,180157,43.0,"32.000000,4.000000,43.000000,61.000000",43.0,4.0,61.0,35.0,140.0
1900,190188,38.0,"40.000000,45.000000,28.000000,38.000000",38.0,28.0,45.0,37.75,151.0
2000,200144,24.0,"40.000000,44.000000,42.000000,24.000000",24.0,24.0,44.0,37.5,150.0
2100,210157,51.0,"54.000000,3.000000,51.000000,39.000000",51.0,3.0,54.0,36.75,147.0
2200,220172,51.0,"15.000000,33.000000,47.000000,51.000000",51.0,15.0,51.0,36.5,146.0
2300,230198,25.0,"36.000000,25.000000,43.000000,38.000000",25.0,25.0,43.0,35.5,142.0
2400,240105,52.0,"45.000000,5.000000,52.000000,51.000000",52.0,5.0,52.0,38.25,153.0
2500,250185,56.0,"31.000000,17.000000,56.000000,46.000000",56.0,17.0,56.0,37.5,150.0
2600,260147,37.0,"37.000000,27.000000,34.000000,48.000000",37.0,27.0,48.0,36.5,146.0
2700,270188,42.0,"44.000000,28.000000,33.000000,42.000000",42.0,28.0,44.0,36.75,147.0
2800,280115,37.0,"37.000000,28.000000,40.000000,41.000000",37.0,28.0,41.0,36.5,146.0
2900,290191,37.0,"37.000000,51.000000,37.000000,27.000000",37.0,27.0,51.0,38.0,152.0
3000,300138,38.0,"28.000000,38.000000,45.000000,37.000000",38.0,28.0,45.0,37.0,148.0
3100,310130,44.0,"70.000000,44.000000,33.000000,0.000000",44.0,0.0,70.0,36.75,147.0
3200,320140,37.0,"47.000000,35.000000,29.000000,37.000000",37.0,29.0,47.0,37.0,148.0
3300,330151,24.0,"24.000000,34.000000,44.000000,45.000000",24.0,24.0,45.0,36.75,147.0
3400,340108,35.0,"38.000000,41.000000,35.000000,35.000000",35.0,35.0,41.0,37.25,149.0
3500,350120,52.0,"24.000000,63.000000,3.000000,52.000000",52.0,3.0,63.0,35.5,142.0
3600,360134,34.0,"38.000000,34.000000,36.000000,36.000000",34.0,34.0,38.0,36.0,144.0
3700,370140,39.0,"30.000000,36.000000,40.000000,39.000000",39.0,30.0,40.0,36.25,145.0
3800,380149,36.0,"32.000000,50.000000,36.000000,30.000000",36.0,30.0,50.0,37.0,148.0
3900,390119,76.0,"76.000000,44.000000,4.000000,26.000000",76.0,4.0,76.0,37.5,150.0
4000,400103,43.0,"43.000000,33.000000,30.000000,42.000000",43.0,30.0,43.0,37.0,148.0
4100,410159,55.0,"55.000000,28.000000,33.000000,36.000000",55.0,28.0,55.0,38.0,152.0
4200,420175,57.0,"57.000000,56.000000,10.000000,23.000000",57.0,10.0,57.0,36.5,146.0
4300,430118,67.0,"25.000000,67.000000,39.000000,13.000000",67.0,13.0,67.0,36.0,144.0
4400,440154,44.0,"42.000000,44.000000,30.000000,30.000000",44.0,30.0,44.0,36.5,146.0
4500,450172,54.0,"50.000000,37.000000,14.000000,54.000000",54.0,14.0,54.0,38.75,155.0
4600,460196,40.0,"36.000000,36.000000,33.000000,40.000000",40.0,33.0,40.0,36.25,145.0
4700,470190,43.0,"50.000000,43.000000,8.000000,50.000000",43.0,8.0,50.0,37.75,151.0
4800,470190,43.0,"50.000000,43.000000,8.000000,50.000000",43.0,8.0,50.0,37.75,151.0
