generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,148,5.0,"5.000000,13.000000,10.000000,33.000000",33.0,5.0,33.0,15.25,61.0
100,10199,12.0,"22.000000,41.000000,12.000000,36.000000",22.0,12.0,41.0,27.75,111.0
200,20193,17.0,"39.000000,19.000000,33.000000,17.000000",33.0,17.0,39.0,27.0,108.0
300,30145,22.0,"37.000000,25.000000,29.000000,22.000000",29.0,22.0,37.0,28.25,113.0
400,40139,13.0,"48.000000,38.000000,36.000000,13.000000",48.0,13.0,48.0,33.75,135.0
500,50179,24.0,"48.000000,41.000000,24.000000,31.000000",48.0,24.0,48.0,36.0,144.0
600,60133,30.0,"30.000000,32.000000,44.000000,39.000000",44.0,30.0,44.0,36.25,145.0
700,70115,22.0,"22.000000,27.000000,35.000000,60.000000",22.0,22.0,60.0,36.0,144.0
800,80164,30.0,"30.000000,44.000000,43.000000,31.000000",31.0,30.0,44.0,37.0,148.0
900,90175,24.0,"36.000000,24.000000,34.000000,48.000000",36.0,24.0,48.0,35.5,142.0
1000,100127,21.0,"21.000000,49.000000,28.000000,32.000000",21.0,21.0,49.0,32.5,130.0
1100,110147,31.0,"38.000000,39.000000,31.000000,32.000000",38.0,31.0,39.0,35.0,140.0
1200,120170,27.0,"37.000000,27.000000,37.000000,45.000000",27.0,27.0,45.0,36.5,146.0
1300,130150,32.0,"40.000000,39.000000,32.000000,32.000000",39.0,32.0,40.0,35.75,143.0
1400,140112,22.0,"49.000000,37.000000,22.000000,35.000000",35.0,22.0,49.0,35.75,143.0
1500,150159,28.0,"42.000000,41.000000,31.000000,28.000000",42.0,28.0,42.0,35.5,142.0
1600,160114,22.0,"22.000000,54.000000,28.000000,37.000000",54.0,22.0,54.0,35.25,141.0
1700,170190,22.0,"22.000000,31.000000,53.000000,43.000000",31.0,22.0,53.0,37.25,149.0
1800,180128,27.0,"27.000000,45.000000,33.000000,32.000000",32.0,27.0,45.0,34.25,137.0
1900,190116,34.0,"37.000000,34.000000,37.000000,38.000000",38.0,34.0,38.0,36.5,146.0
2000,200132,28.0,"37.000000,38.000000,28.000000,43.000000",43.0,28.0,43.0,36.5,146.0
2100,210104,28.0,"33.000000,28.000000,34.000000,51.000000",51.0,28.0,51.0,36.5,146.0
2200,220113,26.0,"26.000000,62.000000,30.000000,26.000000",30.0,26.0,62.0,36.0,144.0
2300,230155,23.0,"32.000000,23.000000,52.000000,38.000000",32.0,23.0,52.0,36.25,145.0
2400,240186,30.0,"36.000000,33.000000,30.000000,38.000000",33.0,30.0,38.0,34.25,137.0
2500,250137,30.0,"35.000000,31.000000,30.000000,39.000000",30.0,30.0,39.0,33.75,135.0
2600,260169,21.0,"36.000000,48.000000,27.000000,21.000000",27.0,21.0,48.0,33.0,132.0
2700,270145,28.0,"38.000000,28.000000,31.000000,45.000000",31.0,28.0,45.0,35.5,142.0
2800,280119,27.0,"28.000000,27.000000,54.000000,33.000000",28.0,27.0,54.0,35.5,142.0
2900,290140,29.0,"50.000000,30.000000,29.000000,30.000000",30.0,29.0,50.0,34.75,139.0
3000,300113,17.0,"17.000000,28.000000,36.000000,40.000000",36.0,17.0,40.0,30.25,121.0
3100,310158,26.0,"26.000000,56.000000,27.000000,33.000000",56.0,26.0,56.0,35.5,142.0
3200,320172,29.0,"41.000000,29.000000,42.000000,34.000000",34.0,29.0,42.0,36.5,146.0
3300,330119,23.0,"29.000000,60.000000,23.000000,29.000000",29.0,23.0,60.0,35.25,141.0
3400,340139,26.0,"27.000000,26.000000,36.000000,38.000000",27.0,26.0,38.0,31.75,127.0
3500,350152,31.0,"41.000000,31.000000,33.000000,34.000000",34.0,31.0,41.0,34.75,139.0
3600,360148,29.0,"37.000000,49.000000,29.000000,29.000000",29.0,29.0,49.0,36.0,144.0
3700,370126,29.0,"40.000000,31.000000,33.000000,29.000000",31.0,29.0,40.0,33.25,133.0
3800,380160,24.0,"45.000000,24.000000,33.000000,44.000000",44.0,24.0,45.0,36.5,146.0
3900,390103,22.0,"31.000000,22.000000,45.000000,36.000000",31.0,22.0,45.0,33.5,134.0
4000,400188,22.0,"23.000000,22.000000,56.000000,40.000000",40.0,22.0,56.0,35.25,141.0
4100,410188,25.0,"50.000000,40.000000,32.000000,25.000000",25.0,25.0,50.0,36.75,147.0
4200,420138,22.0,"22.000000,44.000000,38.000000,36.000000",44.0,22.0,44.0,35.0,140.0
4300,430165,29.0,"29.000000,35.000000,36.000000,42.000000",36.0,29.0,42.0,35.5,142.0
4400,440180,32.0,"34.000000,36.000000,34.000000,32.000000",32.0,32.0,36.0,34.0,136.0
4500,450143,31.0,"32.000000,31.000000,32.000000,42.000000",32.0,31.0,42.0,34.25,137.0
4600,460178,27.0,"31.000000,40.000000,27.000000,33.000000",40.0,27.0,40.0,32.75,131.0
4700,470118,18.0,"49.000000,33.000000,18.000000,43.000000",33.0,18.0,49.0,35.75,143.0
4800,480135,21.0,"21.000000,28.000000,37.000000,62.000000",21.0,21.0,62.0,37.0,148.0
