generation,ID,score,rawScores,ownScore
0,143,35.75,"[24.000000,37.000000,33.000000,49.000000]",35.75
100,10155,36.75,"[42.000000,33.000000,37.000000,35.000000]",36.75
200,20184,35.5,"[32.000000,33.000000,44.000000,33.000000]",35.5
300,30189,36.5,"[29.000000,36.000000,39.000000,42.000000]",36.5
400,40145,37.0,"[35.000000,41.000000,53.000000,19.000000]",37.0
500,50164,36.5,"[33.000000,33.000000,52.000000,28.000000]",36.5
600,60183,35.75,"[25.000000,27.000000,46.000000,45.000000]",35.75
700,70134,37.75,"[44.000000,54.000000,25.000000,28.000000]",37.75
800,80109,36.75,"[44.000000,29.000000,30.000000,44.000000]",36.75
900,90173,37.0,"[54.000000,26.000000,50.000000,18.000000]",37.0
1000,100153,37.25,"[34.000000,39.000000,43.000000,33.000000]",37.25
1100,110197,36.25,"[25.000000,33.000000,44.000000,43.000000]",36.25
1200,120167,37.0,"[42.000000,40.000000,35.000000,31.000000]",37.0
1300,130116,37.0,"[61.000000,27.000000,29.000000,31.000000]",37.0
1400,140143,37.5,"[35.000000,38.000000,32.000000,45.000000]",37.5
1500,150153,34.25,"[33.000000,29.000000,33.000000,42.000000]",34.25
1600,160180,36.75,"[30.000000,44.000000,39.000000,34.000000]",36.75
1700,170177,36.5,"[38.000000,24.000000,28.000000,56.000000]",36.5
1800,180165,36.75,"[44.000000,29.000000,36.000000,38.000000]",36.75
1900,190193,37.0,"[38.000000,39.000000,41.000000,30.000000]",37.0
2000,200196,36.5,"[43.000000,34.000000,46.000000,23.000000]",36.5
2100,210127,34.25,"[40.000000,27.000000,29.000000,41.000000]",34.25
2200,220161,37.0,"[34.000000,30.000000,30.000000,54.000000]",37.0
2300,230121,37.25,"[21.000000,34.000000,45.000000,49.000000]",37.25
2400,240132,37.0,"[49.000000,45.000000,22.000000,32.000000]",37.0
2500,250164,36.5,"[43.000000,29.000000,51.000000,23.000000]",36.5
2600,260108,36.5,"[30.000000,40.000000,24.000000,52.000000]",36.5
2700,270161,35.75,"[28.000000,26.000000,49.000000,40.000000]",35.75
2800,280114,37.75,"[35.000000,44.000000,35.000000,37.000000]",37.75
2900,290139,32.75,"[34.000000,27.000000,36.000000,34.000000]",32.75
3000,300183,37.0,"[41.000000,38.000000,36.000000,33.000000]",37.0
3100,310182,37.5,"[34.000000,46.000000,40.000000,30.000000]",37.5
3200,320149,36.5,"[28.000000,38.000000,43.000000,37.000000]",36.5
3300,330102,36.25,"[42.000000,36.000000,41.000000,26.000000]",36.25
3400,340186,36.0,"[34.000000,39.000000,34.000000,37.000000]",36.0
3500,350121,37.0,"[42.000000,28.000000,40.000000,38.000000]",37.0
3600,360173,36.75,"[34.000000,48.000000,33.000000,32.000000]",36.75
3700,370147,36.0,"[26.000000,31.000000,32.000000,55.000000]",36.0
3800,380111,36.25,"[30.000000,35.000000,47.000000,33.000000]",36.25
3900,390106,37.0,"[32.000000,34.000000,23.000000,59.000000]",37.0
4000,400117,36.5,"[28.000000,35.000000,40.000000,43.000000]",36.5
4100,410193,35.75,"[37.000000,24.000000,49.000000,33.000000]",35.75
4200,420186,36.0,"[32.000000,30.000000,54.000000,28.000000]",36.0
4300,430129,36.75,"[51.000000,35.000000,39.000000,22.000000]",36.75
4400,440139,37.75,"[44.000000,33.000000,47.000000,27.000000]",37.75
4500,450171,37.0,"[37.000000,35.000000,43.000000,33.000000]",37.0
4600,460151,36.5,"[51.000000,48.000000,15.000000,32.000000]",36.5
4700,460151,36.5,"[51.000000,48.000000,15.000000,32.000000]",36.5
4800,460151,36.5,"[51.000000,48.000000,15.000000,32.000000]",36.5
