generation,ID,score,rawScores,ownScore
0,100,36.750000,"[38.000000,30.000000,36.000000,43.000000]",36.750000
100,10118,37.750000,"[32.000000,36.000000,39.000000,44.000000]",37.750000
200,20134,36.750000,"[49.000000,36.000000,27.000000,35.000000]",36.750000
300,30146,36.500000,"[30.000000,45.000000,39.000000,32.000000]",36.500000
400,40121,37.000000,"[48.000000,31.000000,43.000000,26.000000]",37.000000
500,50152,34.250000,"[51.000000,23.000000,38.000000,25.000000]",34.250000
600,60140,26.750000,"[51.000000,25.000000,20.000000,11.000000]",26.750000
700,70130,35.750000,"[62.000000,17.000000,34.000000,30.000000]",35.750000
800,80192,37.000000,"[27.000000,23.000000,40.000000,58.000000]",37.000000
900,90156,36.750000,"[23.000000,52.000000,46.000000,26.000000]",36.750000
1000,100131,37.250000,"[51.000000,34.000000,29.000000,35.000000]",37.250000
1100,110150,36.250000,"[32.000000,49.000000,30.000000,34.000000]",36.250000
1200,120114,36.750000,"[47.000000,40.000000,31.000000,29.000000]",36.750000
1300,130110,35.750000,"[49.000000,28.000000,29.000000,37.000000]",35.750000
1400,140181,36.500000,"[47.000000,35.000000,29.000000,35.000000]",36.500000
1500,150112,37.250000,"[43.000000,37.000000,36.000000,33.000000]",37.250000
1600,160186,36.500000,"[25.000000,53.000000,26.000000,42.000000]",36.500000
1700,170111,35.500000,"[43.000000,34.000000,30.000000,35.000000]",35.500000
1800,180180,37.000000,"[37.000000,36.000000,34.000000,41.000000]",37.000000
1900,190176,37.500000,"[21.000000,57.000000,32.000000,40.000000]",37.500000
2000,200116,37.000000,"[53.000000,32.000000,28.000000,35.000000]",37.000000
2100,210132,37.000000,"[50.000000,37.000000,30.000000,31.000000]",37.000000
2200,220109,37.000000,"[27.000000,35.000000,30.000000,56.000000]",37.000000
2300,230100,36.750000,"[38.000000,17.000000,44.000000,48.000000]",36.750000
2400,240174,37.000000,"[36.000000,46.000000,31.000000,35.000000]",37.000000
2500,250130,37.500000,"[36.000000,32.000000,25.000000,57.000000]",37.500000
2600,260136,36.750000,"[46.000000,36.000000,30.000000,35.000000]",36.750000
2700,270169,37.000000,"[26.000000,50.000000,38.000000,34.000000]",37.000000
2800,280181,36.250000,"[46.000000,30.000000,36.000000,33.000000]",36.250000
2900,290180,37.750000,"[34.000000,30.000000,52.000000,35.000000]",37.750000
3000,300127,37.500000,"[33.000000,43.000000,27.000000,47.000000]",37.500000
3100,310181,35.500000,"[43.000000,29.000000,31.000000,39.000000]",35.500000
3200,320147,36.250000,"[36.000000,33.000000,31.000000,45.000000]",36.250000
3300,330112,38.000000,"[44.000000,40.000000,29.000000,39.000000]",38.000000
3400,340119,35.750000,"[35.000000,40.000000,39.000000,29.000000]",35.750000
3500,350116,36.500000,"[27.000000,26.000000,46.000000,47.000000]",36.500000
3600,360152,37.750000,"[23.000000,47.000000,45.000000,36.000000]",37.750000
3700,370165,37.250000,"[32.000000,29.000000,42.000000,46.000000]",37.250000
3800,380167,36.500000,"[27.000000,38.000000,29.000000,52.000000]",36.500000
3900,390144,37.750000,"[39.000000,36.000000,55.000000,21.000000]",37.750000
4000,400143,35.750000,"[31.000000,24.000000,46.000000,42.000000]",35.750000
4100,410144,36.500000,"[23.000000,44.000000,35.000000,44.000000]",36.500000
4200,420179,35.000000,"[30.000000,30.000000,34.000000,46.000000]",35.000000
4300,430176,36.500000,"[30.000000,40.000000,52.000000,24.000000]",36.500000
4400,440167,35.500000,"[22.000000,35.000000,37.000000,48.000000]",35.500000
4500,450142,36.250000,"[42.000000,22.000000,29.000000,52.000000]",36.250000
4600,460134,37.250000,"[46.000000,28.000000,28.000000,47.000000]",37.250000
4700,470163,37.250000,"[38.000000,26.000000,33.000000,52.000000]",37.250000
4800,480127,36.750000,"[49.000000,38.000000,24.000000,36.000000]",36.750000
