generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,162,58.0,"41.000000,58.000000,30.000000,19.000000",58.0,19.0,58.0,37.0,148.0
100,10111,90.0,"44.000000,90.000000,0.000000,0.000000",90.0,0.0,90.0,33.5,134.0
200,20181,118.0,"0.000000,0.000000,118.000000,0.000000",118.0,0.0,118.0,29.5,118.0
300,30140,71.0,"0.000000,71.000000,0.000000,70.000000",71.0,0.0,71.0,35.25,141.0
400,40165,71.0,"0.000000,54.000000,0.000000,71.000000",71.0,0.0,71.0,31.25,125.0
500,50175,74.0,"74.000000,0.000000,63.000000,0.000000",74.0,0.0,74.0,34.25,137.0
600,60187,64.0,"64.000000,0.000000,48.000000,34.000000",64.0,0.0,64.0,36.5,146.0
700,70153,71.0,"50.000000,0.000000,71.000000,0.000000",71.0,0.0,71.0,30.25,121.0
800,80134,65.0,"0.000000,62.000000,65.000000,0.000000",65.0,0.0,65.0,31.75,127.0
900,90159,89.0,"0.000000,0.000000,89.000000,0.000000",89.0,0.0,89.0,22.25,89.0
1000,100123,62.0,"62.000000,0.000000,39.000000,44.000000",62.0,0.0,62.0,36.25,145.0
1100,110133,102.0,"0.000000,0.000000,102.000000,0.000000",102.0,0.0,102.0,25.5,102.0
1200,120155,67.0,"0.000000,67.000000,51.000000,28.000000",67.0,0.0,67.0,36.5,146.0
1300,130102,50.0,"37.000000,43.000000,50.000000,19.000000",50.0,19.0,50.0,37.25,149.0
1400,140143,74.0,"0.000000,0.000000,74.000000,0.000000",74.0,0.0,74.0,18.5,74.0
1500,150187,90.0,"0.000000,90.000000,0.000000,0.000000",90.0,0.0,90.0,22.5,90.0
1600,160192,73.0,"0.000000,73.000000,0.000000,62.000000",73.0,0.0,73.0,33.75,135.0
1700,170171,69.0,"0.000000,0.000000,69.000000,62.000000",69.0,0.0,69.0,32.75,131.0
1800,180176,71.0,"0.000000,71.000000,58.000000,0.000000",71.0,0.0,71.0,32.25,129.0
1900,190106,59.0,"0.000000,34.000000,41.000000,59.000000",59.0,0.0,59.0,33.5,134.0
2000,200183,53.0,"37.000000,48.000000,53.000000,0.000000",53.0,0.0,53.0,34.5,138.0
2100,210121,88.0,"0.000000,88.000000,0.000000,51.000000",88.0,0.0,88.0,34.75,139.0
2200,220115,59.0,"47.000000,59.000000,35.000000,0.000000",59.0,0.0,59.0,35.25,141.0
2300,230160,60.0,"0.000000,44.000000,60.000000,42.000000",60.0,0.0,60.0,36.5,146.0
2400,240125,66.0,"66.000000,0.000000,47.000000,34.000000",66.0,0.0,66.0,36.75,147.0
2500,250186,53.0,"53.000000,38.000000,51.000000,0.000000",53.0,0.0,53.0,35.5,142.0
2600,260136,64.0,"64.000000,57.000000,0.000000,0.000000",64.0,0.0,64.0,30.25,121.0
2700,270184,104.0,"104.000000,0.000000,0.000000,0.000000",104.0,0.0,104.0,26.0,104.0
2800,280148,52.0,"0.000000,52.000000,42.000000,48.000000",52.0,0.0,52.0,35.5,142.0
2900,290108,85.0,"0.000000,85.000000,55.000000,0.000000",85.0,0.0,85.0,35.0,140.0
3000,300104,94.0,"0.000000,0.000000,94.000000,0.000000",94.0,0.0,94.0,23.5,94.0
3100,310111,107.0,"0.000000,107.000000,0.000000,0.000000",107.0,0.0,107.0,26.75,107.0
3200,320171,104.0,"0.000000,0.000000,104.000000,0.000000",104.0,0.0,104.0,26.0,104.0
3300,330175,60.0,"0.000000,60.000000,33.000000,51.000000",60.0,0.0,60.0,36.0,144.0
3400,340111,112.0,"0.000000,112.000000,0.000000,0.000000",112.0,0.0,112.0,28.0,112.0
3500,350133,67.0,"0.000000,67.000000,0.000000,65.000000",67.0,0.0,67.0,33.0,132.0
3600,360168,60.0,"41.000000,60.000000,0.000000,37.000000",60.0,0.0,60.0,34.5,138.0
3700,370157,80.0,"80.000000,0.000000,0.000000,56.000000",80.0,0.0,80.0,34.0,136.0
3800,380197,69.0,"69.000000,0.000000,0.000000,63.000000",69.0,0.0,69.0,33.0,132.0
3900,390137,55.0,"0.000000,43.000000,55.000000,41.000000",55.0,0.0,55.0,34.75,139.0
4000,400190,56.0,"0.000000,56.000000,50.000000,38.000000",56.0,0.0,56.0,36.0,144.0
4100,410185,44.0,"30.000000,33.000000,44.000000,24.000000",44.0,24.0,44.0,32.75,131.0
4200,420103,60.0,"60.000000,44.000000,0.000000,37.000000",60.0,0.0,60.0,35.25,141.0
4300,430195,75.0,"75.000000,0.000000,25.000000,48.000000",75.0,0.0,75.0,37.0,148.0
4400,440101,71.0,"63.000000,0.000000,71.000000,0.000000",71.0,0.0,71.0,33.5,134.0
4500,450159,81.0,"0.000000,81.000000,0.000000,0.000000",81.0,0.0,81.0,20.25,81.0
4600,460150,59.0,"46.000000,44.000000,59.000000,0.000000",59.0,0.0,59.0,37.25,149.0
4700,470110,76.0,"66.000000,0.000000,76.000000,0.000000",76.0,0.0,76.0,35.5,142.0
4800,470110,76.0,"66.000000,0.000000,76.000000,0.000000",76.0,0.0,76.0,35.5,142.0
