generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,161,52.0,"2.000000,7.000000,0.000000,52.000000",0.0,0.0,52.0,15.25,61.0
100,10100,88.0,"88.000000,34.000000,3.000000,0.000000",0.0,0.0,88.0,31.25,125.0
200,20111,79.0,"79.000000,0.000000,0.000000,0.000000",79.0,0.0,79.0,19.75,79.0
300,30167,84.0,"84.000000,33.000000,0.000000,0.000000",84.0,0.0,84.0,29.25,117.0
400,40150,116.0,"0.000000,116.000000,0.000000,0.000000",116.0,0.0,116.0,29.0,116.0
500,50124,69.0,"0.000000,25.000000,44.000000,69.000000",69.0,0.0,69.0,34.5,138.0
600,60113,115.0,"0.000000,0.000000,115.000000,0.000000",115.0,0.0,115.0,28.75,115.0
700,70100,81.0,"0.000000,42.000000,0.000000,81.000000",81.0,0.0,81.0,30.75,123.0
800,80145,77.0,"0.000000,63.000000,77.000000,0.000000",77.0,0.0,77.0,35.0,140.0
900,90151,98.0,"98.000000,0.000000,0.000000,0.000000",98.0,0.0,98.0,24.5,98.0
1000,100169,68.0,"0.000000,58.000000,68.000000,0.000000",68.0,0.0,68.0,31.5,126.0
1100,110123,113.0,"113.000000,0.000000,0.000000,0.000000",113.0,0.0,113.0,28.25,113.0
1200,120199,99.0,"99.000000,0.000000,0.000000,46.000000",99.0,0.0,99.0,36.25,145.0
1300,130181,47.0,"39.000000,19.000000,40.000000,47.000000",40.0,19.0,47.0,36.25,145.0
1400,140129,43.0,"38.000000,31.000000,43.000000,38.000000",43.0,31.0,43.0,37.5,150.0
1500,150122,81.0,"0.000000,54.000000,81.000000,0.000000",54.0,0.0,81.0,33.75,135.0
1600,160178,82.0,"0.000000,82.000000,54.000000,0.000000",82.0,0.0,82.0,34.0,136.0
1700,170191,124.0,"124.000000,0.000000,0.000000,0.000000",124.0,0.0,124.0,31.0,124.0
1800,180156,81.0,"0.000000,0.000000,0.000000,81.000000",81.0,0.0,81.0,20.25,81.0
1900,190158,67.0,"0.000000,57.000000,67.000000,0.000000",57.0,0.0,67.0,31.0,124.0
2000,200133,112.0,"0.000000,0.000000,112.000000,0.000000",112.0,0.0,112.0,28.0,112.0
2100,210134,107.0,"0.000000,107.000000,0.000000,0.000000",107.0,0.0,107.0,26.75,107.0
2200,220142,89.0,"0.000000,89.000000,0.000000,0.000000",89.0,0.0,89.0,22.25,89.0
2300,230184,89.0,"0.000000,0.000000,0.000000,89.000000",89.0,0.0,89.0,22.25,89.0
2400,240133,74.0,"0.000000,0.000000,62.000000,74.000000",62.0,0.0,74.0,34.0,136.0
2500,250140,112.0,"0.000000,0.000000,0.000000,112.000000",112.0,0.0,112.0,28.0,112.0
2600,260109,81.0,"0.000000,0.000000,59.000000,81.000000",59.0,0.0,81.0,35.0,140.0
2700,270169,72.0,"63.000000,0.000000,72.000000,0.000000",72.0,0.0,72.0,33.75,135.0
2800,280114,69.0,"0.000000,56.000000,0.000000,69.000000",56.0,0.0,69.0,31.25,125.0
2900,290117,73.0,"48.000000,0.000000,73.000000,0.000000",73.0,0.0,73.0,30.25,121.0
3000,300172,96.0,"0.000000,0.000000,0.000000,96.000000",96.0,0.0,96.0,24.0,96.0
3100,310105,92.0,"0.000000,0.000000,92.000000,0.000000",92.0,0.0,92.0,23.0,92.0
3200,320114,78.0,"78.000000,61.000000,0.000000,0.000000",61.0,0.0,78.0,34.75,139.0
3300,330183,67.0,"59.000000,0.000000,0.000000,67.000000",59.0,0.0,67.0,31.5,126.0
3400,340108,106.0,"0.000000,0.000000,0.000000,106.000000",106.0,0.0,106.0,26.5,106.0
3500,350114,69.0,"31.000000,69.000000,47.000000,0.000000",69.0,0.0,69.0,36.75,147.0
3600,360130,70.0,"45.000000,70.000000,0.000000,0.000000",70.0,0.0,70.0,28.75,115.0
3700,370141,51.0,"42.000000,40.000000,51.000000,0.000000",51.0,0.0,51.0,33.25,133.0
3800,380121,55.0,"0.000000,46.000000,39.000000,55.000000",39.0,0.0,55.0,35.0,140.0
3900,390173,70.0,"0.000000,0.000000,70.000000,57.000000",70.0,0.0,70.0,31.75,127.0
4000,400132,66.0,"0.000000,39.000000,41.000000,66.000000",66.0,0.0,66.0,36.5,146.0
4100,410178,76.0,"0.000000,64.000000,0.000000,76.000000",64.0,0.0,76.0,35.0,140.0
4200,420101,70.0,"70.000000,0.000000,32.000000,26.000000",32.0,0.0,70.0,32.0,128.0
4300,430131,76.0,"54.000000,0.000000,0.000000,76.000000",54.0,0.0,76.0,32.5,130.0
4400,440145,44.0,"31.000000,44.000000,25.000000,42.000000",25.0,25.0,44.0,35.5,142.0
4500,450174,98.0,"28.000000,98.000000,0.000000,0.000000",98.0,0.0,98.0,31.5,126.0
4600,460174,47.0,"45.000000,33.000000,47.000000,0.000000",33.0,0.0,47.0,31.25,125.0
4700,470133,71.0,"71.000000,0.000000,53.000000,0.000000",53.0,0.0,71.0,31.0,124.0
4800,480182,63.0,"36.000000,48.000000,63.000000,0.000000",48.0,0.0,63.0,36.75,147.0
