generation,ID,score,rawScores,ownScore
0,191,7.000000,"[7.000000,14.000000,23.000000,22.000000]",7.000000
100,10148,23.000000,"[42.000000,33.000000,45.000000,23.000000]",23.000000
200,20167,31.000000,"[31.000000,36.000000,42.000000,32.000000]",31.000000
300,30147,22.000000,"[22.000000,38.000000,36.000000,36.000000]",22.000000
400,40177,19.000000,"[19.000000,35.000000,32.000000,53.000000]",32.000000
500,50195,17.000000,"[31.000000,17.000000,33.000000,45.000000]",31.000000
600,60154,17.000000,"[27.000000,46.000000,17.000000,49.000000]",46.000000
700,70128,18.000000,"[40.000000,44.000000,27.000000,18.000000]",18.000000
800,80180,22.000000,"[27.000000,23.000000,56.000000,22.000000]",22.000000
900,90121,16.000000,"[25.000000,24.000000,74.000000,16.000000]",74.000000
1000,100136,26.000000,"[35.000000,36.000000,30.000000,26.000000]",26.000000
1100,110102,28.000000,"[33.000000,29.000000,28.000000,30.000000]",29.000000
1200,120151,26.000000,"[37.000000,30.000000,34.000000,26.000000]",37.000000
1300,130154,33.000000,"[33.000000,41.000000,33.000000,38.000000]",41.000000
1400,140168,14.000000,"[29.000000,28.000000,33.000000,14.000000]",14.000000
1500,150128,18.000000,"[37.000000,24.000000,18.000000,18.000000]",18.000000
1600,160183,20.000000,"[27.000000,20.000000,35.000000,35.000000]",27.000000
1700,170171,18.000000,"[48.000000,18.000000,48.000000,23.000000]",48.000000
1800,180190,23.000000,"[23.000000,42.000000,35.000000,33.000000]",42.000000
1900,190131,25.000000,"[41.000000,38.000000,25.000000,29.000000]",41.000000
2000,200132,18.000000,"[21.000000,36.000000,18.000000,24.000000]",24.000000
2100,210107,19.000000,"[19.000000,25.000000,29.000000,43.000000]",19.000000
2200,220187,26.000000,"[33.000000,35.000000,26.000000,28.000000]",33.000000
2300,230192,24.000000,"[45.000000,24.000000,35.000000,33.000000]",33.000000
2400,240117,29.000000,"[42.000000,35.000000,32.000000,29.000000]",32.000000
2500,250102,22.000000,"[45.000000,33.000000,22.000000,45.000000]",33.000000
2600,260156,17.000000,"[19.000000,56.000000,17.000000,30.000000]",30.000000
2700,270177,13.000000,"[41.000000,39.000000,35.000000,13.000000]",35.000000
2800,280168,28.000000,"[28.000000,28.000000,51.000000,28.000000]",28.000000
2900,290137,20.000000,"[49.000000,35.000000,20.000000,37.000000]",20.000000
3000,300163,24.000000,"[41.000000,24.000000,34.000000,36.000000]",41.000000
3100,310191,19.000000,"[50.000000,35.000000,19.000000,32.000000]",50.000000
3200,320148,20.000000,"[20.000000,32.000000,43.000000,47.000000]",47.000000
3300,330129,24.000000,"[24.000000,35.000000,30.000000,45.000000]",30.000000
3400,340162,25.000000,"[35.000000,34.000000,25.000000,45.000000]",34.000000
3500,350133,8.000000,"[41.000000,32.000000,8.000000,54.000000]",8.000000
3600,360197,17.000000,"[44.000000,17.000000,55.000000,24.000000]",55.000000
3700,370130,28.000000,"[28.000000,40.000000,28.000000,40.000000]",40.000000
3800,380167,19.000000,"[44.000000,26.000000,29.000000,19.000000]",44.000000
3900,390190,18.000000,"[39.000000,18.000000,31.000000,50.000000]",18.000000
4000,400117,32.000000,"[33.000000,32.000000,44.000000,35.000000]",44.000000
4100,410130,22.000000,"[35.000000,34.000000,22.000000,35.000000]",34.000000
4200,420100,13.000000,"[40.000000,13.000000,19.000000,48.000000]",48.000000
4300,430172,26.000000,"[40.000000,26.000000,35.000000,31.000000]",31.000000
4400,440142,28.000000,"[31.000000,41.000000,31.000000,28.000000]",41.000000
4500,450179,21.000000,"[21.000000,29.000000,57.000000,28.000000]",21.000000
4600,460123,22.000000,"[26.000000,50.000000,30.000000,22.000000]",26.000000
4700,470113,21.000000,"[28.000000,31.000000,21.000000,32.000000]",21.000000
