generation,ID,score,rawScores,ownScore
0,187,35.250000,"[34.000000,29.000000,21.000000,57.000000]",35.250000
100,10162,36.250000,"[31.000000,36.000000,27.000000,51.000000]",36.250000
200,20146,37.000000,"[42.000000,36.000000,35.000000,35.000000]",37.000000
300,30174,37.250000,"[39.000000,43.000000,27.000000,40.000000]",37.250000
400,40175,37.000000,"[40.000000,55.000000,28.000000,25.000000]",37.000000
500,50142,36.750000,"[35.000000,25.000000,49.000000,38.000000]",36.750000
600,60110,36.500000,"[45.000000,32.000000,45.000000,24.000000]",36.500000
700,70197,37.000000,"[31.000000,32.000000,37.000000,48.000000]",37.000000
800,80157,37.000000,"[42.000000,30.000000,49.000000,27.000000]",37.000000
900,90106,35.250000,"[32.000000,23.000000,27.000000,59.000000]",35.250000
1000,100175,36.500000,"[37.000000,33.000000,47.000000,29.000000]",36.500000
1100,110141,36.250000,"[44.000000,33.000000,29.000000,39.000000]",36.250000
1200,120143,36.000000,"[29.000000,38.000000,40.000000,37.000000]",36.000000
1300,130187,37.000000,"[36.000000,24.000000,39.000000,49.000000]",37.000000
1400,140198,36.500000,"[33.000000,54.000000,26.000000,33.000000]",36.500000
1500,150103,36.750000,"[37.000000,32.000000,38.000000,40.000000]",36.750000
1600,160145,37.250000,"[30.000000,31.000000,34.000000,54.000000]",37.250000
1700,170138,37.250000,"[38.000000,36.000000,36.000000,39.000000]",37.250000
1800,180111,35.750000,"[22.000000,40.000000,24.000000,57.000000]",35.750000
1900,190119,36.000000,"[35.000000,23.000000,48.000000,38.000000]",36.000000
2000,200124,37.000000,"[21.000000,36.000000,32.000000,59.000000]",37.000000
2100,210100,36.250000,"[35.000000,61.000000,21.000000,28.000000]",36.250000
2200,220168,35.500000,"[31.000000,38.000000,29.000000,44.000000]",35.500000
2300,230193,36.500000,"[39.000000,35.000000,27.000000,45.000000]",36.500000
2400,240191,36.500000,"[38.000000,44.000000,34.000000,30.000000]",36.500000
2500,250149,36.500000,"[53.000000,38.000000,25.000000,30.000000]",36.500000
2600,260136,37.000000,"[33.000000,31.000000,50.000000,34.000000]",37.000000
2700,270104,37.000000,"[29.000000,32.000000,48.000000,39.000000]",37.000000
2800,280154,35.250000,"[41.000000,34.000000,30.000000,36.000000]",35.250000
2900,290123,37.750000,"[34.000000,40.000000,38.000000,39.000000]",37.750000
3000,300149,36.000000,"[50.000000,25.000000,45.000000,24.000000]",36.000000
3100,310147,36.250000,"[33.000000,37.000000,42.000000,33.000000]",36.250000
3200,320179,37.000000,"[21.000000,49.000000,30.000000,48.000000]",37.000000
3300,330172,36.250000,"[34.000000,36.000000,38.000000,37.000000]",36.250000
3400,340167,36.000000,"[31.000000,47.000000,31.000000,35.000000]",36.000000
3500,350119,36.500000,"[31.000000,45.000000,27.000000,43.000000]",36.500000
3600,360155,36.750000,"[32.000000,42.000000,44.000000,29.000000]",36.750000
3700,370150,37.000000,"[46.000000,36.000000,40.000000,26.000000]",37.000000
3800,380155,36.000000,"[24.000000,30.000000,44.000000,46.000000]",36.000000
3900,390164,35.250000,"[17.000000,36.000000,37.000000,51.000000]",35.250000
4000,400100,38.250000,"[43.000000,22.000000,34.000000,54.000000]",38.250000
4100,410137,37.500000,"[31.000000,33.000000,54.000000,32.000000]",37.500000
4200,420171,36.000000,"[47.000000,27.000000,38.000000,32.000000]",36.000000
4300,430131,37.250000,"[41.000000,42.000000,38.000000,28.000000]",37.250000
4400,440174,36.250000,"[37.000000,46.000000,24.000000,38.000000]",36.250000
4500,450198,37.750000,"[40.000000,38.000000,40.000000,33.000000]",37.750000
4600,460110,36.250000,"[27.000000,47.000000,35.000000,36.000000]",36.250000
4700,470127,37.000000,"[36.000000,39.000000,32.000000,41.000000]",37.000000
4800,480189,37.000000,"[37.000000,38.000000,38.000000,35.000000]",37.000000
