generation,ID,score,rawScores,ownScore
0,161,36.25,"[21.000000,36.000000,46.000000,42.000000]",36.25
100,10100,37.0,"[41.000000,33.000000,33.000000,41.000000]",37.0
200,20183,38.0,"[40.000000,40.000000,35.000000,37.000000]",38.0
300,30100,36.75,"[39.000000,36.000000,33.000000,39.000000]",36.75
400,40103,36.5,"[39.000000,40.000000,33.000000,34.000000]",36.5
500,50175,37.5,"[40.000000,34.000000,34.000000,42.000000]",37.5
600,60109,35.75,"[39.000000,27.000000,37.000000,40.000000]",35.75
700,70174,36.25,"[33.000000,39.000000,34.000000,39.000000]",36.25
800,80164,34.75,"[36.000000,34.000000,36.000000,33.000000]",34.75
900,90157,36.0,"[37.000000,37.000000,38.000000,32.000000]",36.0
1000,100192,37.25,"[29.000000,32.000000,55.000000,33.000000]",37.25
1100,110123,37.0,"[53.000000,29.000000,26.000000,40.000000]",37.0
1200,120110,36.25,"[33.000000,40.000000,29.000000,43.000000]",36.25
1300,130117,36.75,"[28.000000,14.000000,61.000000,44.000000]",36.75
1400,140182,36.75,"[67.000000,27.000000,37.000000,16.000000]",36.75
1500,150124,37.0,"[38.000000,43.000000,33.000000,34.000000]",37.0
1600,160151,36.0,"[38.000000,28.000000,30.000000,48.000000]",36.0
1700,170189,37.0,"[40.000000,34.000000,30.000000,44.000000]",37.0
1800,180160,36.0,"[45.000000,40.000000,37.000000,22.000000]",36.0
1900,190120,36.75,"[28.000000,50.000000,30.000000,39.000000]",36.75
2000,200130,36.5,"[34.000000,27.000000,31.000000,54.000000]",36.5
2100,210142,36.75,"[40.000000,40.000000,44.000000,23.000000]",36.75
2200,220161,37.25,"[36.000000,42.000000,51.000000,20.000000]",37.25
2300,230116,36.5,"[44.000000,27.000000,47.000000,28.000000]",36.5
2400,240128,37.0,"[35.000000,48.000000,19.000000,46.000000]",37.0
2500,250194,36.75,"[35.000000,42.000000,42.000000,28.000000]",36.75
2600,260181,36.5,"[31.000000,34.000000,38.000000,43.000000]",36.5
2700,270106,36.25,"[34.000000,57.000000,20.000000,34.000000]",36.25
2800,280161,37.25,"[42.000000,32.000000,44.000000,31.000000]",37.25
2900,290151,37.0,"[35.000000,40.000000,49.000000,24.000000]",37.0
3000,300119,35.25,"[37.000000,55.000000,24.000000,25.000000]",35.25
3100,310110,36.75,"[30.000000,40.000000,33.000000,44.000000]",36.75
3200,320113,36.75,"[43.000000,38.000000,25.000000,41.000000]",36.75
3300,330169,36.75,"[46.000000,25.000000,29.000000,47.000000]",36.75
3400,340127,36.5,"[41.000000,33.000000,23.000000,49.000000]",36.5
3500,350113,36.5,"[33.000000,42.000000,40.000000,31.000000]",36.5
3600,360105,36.75,"[40.000000,44.000000,26.000000,37.000000]",36.75
3700,370121,36.5,"[29.000000,45.000000,33.000000,39.000000]",36.5
3800,380153,35.25,"[44.000000,36.000000,29.000000,32.000000]",35.25
3900,390154,35.25,"[39.000000,38.000000,26.000000,38.000000]",35.25
4000,400188,36.5,"[31.000000,32.000000,50.000000,33.000000]",36.5
4100,410160,36.75,"[41.000000,55.000000,25.000000,26.000000]",36.75
4200,420168,38.0,"[27.000000,39.000000,45.000000,41.000000]",38.0
4300,430140,37.25,"[26.000000,41.000000,41.000000,41.000000]",37.25
4400,440186,35.75,"[35.000000,33.000000,44.000000,31.000000]",35.75
4500,450173,35.75,"[24.000000,26.000000,44.000000,49.000000]",35.75
4600,460105,35.75,"[49.000000,42.000000,17.000000,35.000000]",35.75
4700,460105,35.75,"[49.000000,42.000000,17.000000,35.000000]",35.75
4800,460105,35.75,"[49.000000,42.000000,17.000000,35.000000]",35.75
