generation,ID,score,rawScores,ownScore
0,134,75.0,"[0.000000,75.000000,48.000000,0.000000]",75.0
100,10107,37.0,"[37.000000,50.000000,23.000000,37.000000]",37.0
200,20186,52.0,"[48.000000,52.000000,46.000000,0.000000]",52.0
300,30174,44.0,"[27.000000,44.000000,33.000000,46.000000]",44.0
400,40161,82.0,"[16.000000,36.000000,82.000000,14.000000]",82.0
500,50116,40.0,"[56.000000,0.000000,53.000000,40.000000]",40.0
600,60160,46.0,"[6.000000,51.000000,45.000000,46.000000]",46.0
700,70109,51.0,"[23.000000,47.000000,51.000000,25.000000]",51.0
800,80135,37.0,"[37.000000,13.000000,47.000000,51.000000]",37.0
900,90107,66.0,"[66.000000,10.000000,50.000000,14.000000]",66.0
1000,100119,27.0,"[27.000000,50.000000,43.000000,29.000000]",27.0
1100,110123,42.0,"[42.000000,51.000000,25.000000,32.000000]",42.0
1200,120125,56.0,"[36.000000,54.000000,56.000000,1.000000]",56.0
1300,130112,30.0,"[46.000000,50.000000,20.000000,30.000000]",30.0
1400,140142,49.0,"[24.000000,49.000000,52.000000,20.000000]",49.0
1500,150146,47.0,"[26.000000,47.000000,38.000000,38.000000]",47.0
1600,160100,60.0,"[10.000000,23.000000,52.000000,60.000000]",60.0
1700,170190,39.0,"[12.000000,39.000000,50.000000,45.000000]",39.0
1800,180190,77.0,"[53.000000,77.000000,9.000000,8.000000]",77.0
1900,190147,32.0,"[32.000000,35.000000,46.000000,38.000000]",32.0
2000,200164,44.0,"[56.000000,0.000000,47.000000,44.000000]",44.0
2100,210196,39.0,"[20.000000,64.000000,25.000000,39.000000]",39.0
2200,220113,72.0,"[72.000000,0.000000,72.000000,0.000000]",72.0
2300,230129,50.0,"[36.000000,36.000000,50.000000,27.000000]",50.0
2400,240180,28.0,"[56.000000,11.000000,49.000000,28.000000]",28.0
2500,250114,54.0,"[49.000000,54.000000,9.000000,42.000000]",54.0
2600,260131,59.0,"[59.000000,40.000000,31.000000,18.000000]",59.0
2700,270102,37.0,"[45.000000,37.000000,31.000000,34.000000]",37.0
2800,280188,44.0,"[24.000000,52.000000,28.000000,44.000000]",44.0
2900,290179,50.0,"[50.000000,50.000000,25.000000,26.000000]",50.0
3000,300128,33.0,"[20.000000,39.000000,59.000000,33.000000]",33.0
3100,310162,51.0,"[48.000000,51.000000,15.000000,36.000000]",51.0
3200,320168,42.0,"[28.000000,48.000000,30.000000,42.000000]",42.0
3300,330151,61.0,"[61.000000,19.000000,46.000000,24.000000]",61.0
3400,340153,56.0,"[12.000000,40.000000,56.000000,42.000000]",56.0
3500,350183,36.0,"[36.000000,55.000000,37.000000,20.000000]",36.0
3600,360166,51.0,"[46.000000,51.000000,44.000000,3.000000]",51.0
3700,370120,36.0,"[47.000000,57.000000,9.000000,36.000000]",36.0
3800,380173,37.0,"[21.000000,37.000000,37.000000,53.000000]",37.0
3900,390108,47.0,"[7.000000,34.000000,52.000000,47.000000]",47.0
4000,400178,37.0,"[52.000000,37.000000,32.000000,29.000000]",37.0
4100,410129,32.0,"[34.000000,38.000000,32.000000,47.000000]",32.0
4200,420106,48.0,"[46.000000,48.000000,42.000000,15.000000]",48.0
4300,430199,43.0,"[43.000000,28.000000,52.000000,25.000000]",43.0
4400,440194,47.0,"[39.000000,47.000000,41.000000,23.000000]",47.0
4500,450155,86.0,"[86.000000,18.000000,44.000000,0.000000]",86.0
4600,460186,48.0,"[47.000000,48.000000,20.000000,34.000000]",48.0
4700,470146,35.0,"[31.000000,35.000000,42.000000,36.000000]",35.0
4800,470146,35.0,"[31.000000,35.000000,42.000000,36.000000]",35.0
