generation,ID,score,rawScores,ownScore
0,120,32.000000,"[32.000000,35.000000,41.000000,39.000000]",32.000000
100,10141,24.000000,"[34.000000,43.000000,24.000000,30.000000]",24.000000
200,20160,33.000000,"[34.000000,37.000000,42.000000,33.000000]",33.000000
300,30120,27.000000,"[27.000000,38.000000,45.000000,29.000000]",27.000000
400,40145,31.000000,"[36.000000,34.000000,40.000000,31.000000]",31.000000
500,50133,26.000000,"[26.000000,38.000000,39.000000,41.000000]",26.000000
600,60167,32.000000,"[32.000000,41.000000,38.000000,35.000000]",32.000000
700,70177,19.000000,"[37.000000,30.000000,19.000000,54.000000]",19.000000
800,80122,26.000000,"[40.000000,26.000000,35.000000,41.000000]",26.000000
900,90103,31.000000,"[40.000000,31.000000,38.000000,34.000000]",31.000000
1000,100177,35.000000,"[35.000000,38.000000,40.000000,38.000000]",35.000000
1100,110196,34.000000,"[37.000000,38.000000,41.000000,34.000000]",34.000000
1200,120119,36.000000,"[39.000000,37.000000,36.000000,36.000000]",36.000000
1300,130155,33.000000,"[37.000000,37.000000,39.000000,33.000000]",33.000000
1400,140102,33.000000,"[39.000000,41.000000,37.000000,33.000000]",33.000000
1500,150116,34.000000,"[39.000000,41.000000,36.000000,34.000000]",34.000000
1600,160116,34.000000,"[37.000000,34.000000,34.000000,36.000000]",34.000000
1700,170177,33.000000,"[36.000000,33.000000,36.000000,42.000000]",33.000000
1800,180167,33.000000,"[38.000000,33.000000,37.000000,42.000000]",33.000000
1900,190148,34.000000,"[34.000000,39.000000,35.000000,34.000000]",34.000000
2000,200152,32.000000,"[39.000000,32.000000,34.000000,41.000000]",32.000000
2100,210155,33.000000,"[39.000000,38.000000,37.000000,33.000000]",33.000000
2200,220105,37.000000,"[37.000000,37.000000,37.000000,39.000000]",37.000000
2300,230175,34.000000,"[34.000000,37.000000,40.000000,37.000000]",34.000000
2400,240190,33.000000,"[40.000000,33.000000,38.000000,37.000000]",33.000000
2500,250144,33.000000,"[37.000000,38.000000,33.000000,41.000000]",33.000000
2600,260182,30.000000,"[39.000000,30.000000,36.000000,35.000000]",30.000000
2700,270136,33.000000,"[36.000000,33.000000,37.000000,42.000000]",33.000000
2800,280160,32.000000,"[37.000000,38.000000,41.000000,32.000000]",32.000000
2900,290115,36.000000,"[37.000000,36.000000,38.000000,36.000000]",36.000000
3000,300184,36.000000,"[37.000000,38.000000,39.000000,36.000000]",36.000000
3100,310101,35.000000,"[37.000000,41.000000,35.000000,40.000000]",35.000000
3200,320179,35.000000,"[38.000000,35.000000,40.000000,36.000000]",35.000000
3300,330107,36.000000,"[36.000000,36.000000,40.000000,38.000000]",36.000000
3400,340159,34.000000,"[36.000000,35.000000,34.000000,34.000000]",34.000000
3500,350130,33.000000,"[39.000000,34.000000,38.000000,33.000000]",33.000000
3600,360139,36.000000,"[36.000000,37.000000,36.000000,38.000000]",36.000000
3700,370105,36.000000,"[36.000000,38.000000,36.000000,38.000000]",36.000000
3800,380124,30.000000,"[30.000000,34.000000,35.000000,37.000000]",30.000000
3900,390132,34.000000,"[36.000000,35.000000,37.000000,34.000000]",34.000000
4000,400140,35.000000,"[36.000000,36.000000,36.000000,35.000000]",35.000000
4100,410120,37.000000,"[38.000000,37.000000,41.000000,37.000000]",37.000000
4200,420100,32.000000,"[37.000000,32.000000,39.000000,37.000000]",32.000000
4300,430166,34.000000,"[35.000000,39.000000,34.000000,38.000000]",34.000000
4400,440141,33.000000,"[38.000000,39.000000,33.000000,35.000000]",33.000000
4500,450197,33.000000,"[38.000000,33.000000,34.000000,36.000000]",33.000000
4600,460111,37.000000,"[39.000000,37.000000,37.000000,37.000000]",37.000000
4700,470108,32.000000,"[32.000000,37.000000,43.000000,36.000000]",32.000000
4800,480116,34.000000,"[41.000000,35.000000,38.000000,34.000000]",34.000000
