generation,ID,score,rawScores,ownScore
0,102,26.75,"[28.000000,10.000000,35.000000,34.000000]",26.75
100,10141,36.25,"[33.000000,36.000000,52.000000,24.000000]",36.25
200,20132,37.0,"[39.000000,42.000000,43.000000,24.000000]",37.0
300,30113,37.0,"[34.000000,43.000000,43.000000,28.000000]",37.0
400,40191,35.0,"[57.000000,28.000000,34.000000,21.000000]",35.0
500,50116,36.5,"[45.000000,38.000000,29.000000,34.000000]",36.5
600,60102,36.0,"[30.000000,38.000000,28.000000,48.000000]",36.0
700,70131,37.25,"[28.000000,27.000000,39.000000,55.000000]",37.25
800,80122,36.0,"[43.000000,30.000000,44.000000,27.000000]",36.0
900,90164,37.0,"[34.000000,23.000000,32.000000,59.000000]",37.0
1000,100191,37.25,"[44.000000,42.000000,41.000000,22.000000]",37.25
1100,110100,37.25,"[39.000000,51.000000,27.000000,32.000000]",37.25
1200,120146,37.0,"[48.000000,40.000000,33.000000,27.000000]",37.0
1300,130122,35.25,"[34.000000,23.000000,32.000000,52.000000]",35.25
1400,140133,36.75,"[51.000000,30.000000,41.000000,25.000000]",36.75
1500,150181,37.75,"[45.000000,40.000000,37.000000,29.000000]",37.75
1600,160136,36.75,"[38.000000,40.000000,44.000000,25.000000]",36.75
1700,170171,36.5,"[18.000000,40.000000,47.000000,41.000000]",36.5
1800,180184,37.25,"[33.000000,46.000000,39.000000,31.000000]",37.25
1900,190189,36.75,"[41.000000,24.000000,36.000000,46.000000]",36.75
2000,200168,37.0,"[42.000000,47.000000,28.000000,31.000000]",37.0
2100,210158,35.25,"[43.000000,27.000000,27.000000,44.000000]",35.25
2200,220198,36.25,"[45.000000,27.000000,37.000000,36.000000]",36.25
2300,230141,37.5,"[55.000000,33.000000,32.000000,30.000000]",37.5
2400,240163,35.5,"[34.000000,26.000000,38.000000,44.000000]",35.5
2500,250154,36.25,"[37.000000,41.000000,21.000000,46.000000]",36.25
2600,260125,35.5,"[13.000000,50.000000,37.000000,42.000000]",35.5
2700,270157,36.25,"[31.000000,35.000000,31.000000,48.000000]",36.25
2800,280175,37.25,"[44.000000,43.000000,35.000000,27.000000]",37.25
2900,290113,35.75,"[33.000000,46.000000,43.000000,21.000000]",35.75
3000,300169,36.5,"[39.000000,51.000000,40.000000,16.000000]",36.5
3100,310173,33.5,"[21.000000,50.000000,32.000000,31.000000]",33.5
3200,320152,35.75,"[44.000000,32.000000,37.000000,30.000000]",35.75
3300,330140,36.75,"[36.000000,46.000000,26.000000,39.000000]",36.75
3400,340180,35.25,"[35.000000,31.000000,30.000000,45.000000]",35.25
3500,350107,36.75,"[26.000000,48.000000,33.000000,40.000000]",36.75
3600,360149,35.0,"[32.000000,44.000000,15.000000,49.000000]",35.0
3700,370109,37.5,"[35.000000,44.000000,29.000000,42.000000]",37.5
3800,380176,36.0,"[30.000000,42.000000,30.000000,42.000000]",36.0
3900,390135,35.25,"[36.000000,34.000000,31.000000,40.000000]",35.25
4000,400192,36.5,"[49.000000,45.000000,36.000000,16.000000]",36.5
4100,410127,36.5,"[29.000000,43.000000,53.000000,21.000000]",36.5
4200,420177,37.25,"[49.000000,42.000000,31.000000,27.000000]",37.25
4300,430109,37.25,"[34.000000,35.000000,32.000000,48.000000]",37.25
4400,440129,37.5,"[31.000000,34.000000,48.000000,37.000000]",37.5
4500,450143,37.0,"[35.000000,31.000000,47.000000,35.000000]",37.0
4600,460172,34.25,"[29.000000,41.000000,31.000000,36.000000]",34.25
4700,470192,36.25,"[43.000000,39.000000,20.000000,43.000000]",36.25
4800,470192,36.25,"[43.000000,39.000000,20.000000,43.000000]",36.25
