generation,ID,score,rawScores,ownScore
0,109,7.0,"[16.000000,7.000000,8.000000,24.000000]",8.0
100,10108,31.0,"[34.000000,36.000000,47.000000,31.000000]",31.0
200,20184,17.0,"[51.000000,21.000000,17.000000,48.000000]",48.0
300,30194,28.0,"[61.000000,29.000000,28.000000,31.000000]",29.0
400,40117,32.0,"[43.000000,37.000000,32.000000,37.000000]",32.0
500,50194,20.0,"[46.000000,20.000000,37.000000,35.000000]",20.0
600,60153,25.0,"[25.000000,41.000000,29.000000,39.000000]",29.0
700,70179,19.0,"[19.000000,32.000000,26.000000,53.000000]",19.0
800,80108,23.0,"[45.000000,23.000000,26.000000,24.000000]",24.0
900,90164,22.0,"[37.000000,50.000000,22.000000,24.000000]",24.0
1000,100199,26.0,"[33.000000,45.000000,26.000000,35.000000]",33.0
1100,110136,30.0,"[47.000000,30.000000,35.000000,32.000000]",32.0
1200,120157,30.0,"[30.000000,36.000000,31.000000,44.000000]",31.0
1300,130132,22.0,"[44.000000,44.000000,22.000000,37.000000]",37.0
1400,140131,34.0,"[35.000000,39.000000,34.000000,40.000000]",35.0
1500,150188,24.0,"[29.000000,24.000000,55.000000,24.000000]",24.0
1600,160113,18.0,"[29.000000,65.000000,31.000000,18.000000]",31.0
1700,170159,24.0,"[36.000000,27.000000,45.000000,24.000000]",36.0
1800,180120,23.0,"[37.000000,31.000000,44.000000,23.000000]",23.0
1900,190110,25.0,"[33.000000,43.000000,29.000000,25.000000]",43.0
2000,200156,26.0,"[29.000000,26.000000,49.000000,40.000000]",40.0
2100,210149,21.0,"[21.000000,25.000000,48.000000,52.000000]",48.0
2200,220179,15.0,"[40.000000,15.000000,40.000000,44.000000]",40.0
2300,230170,22.0,"[23.000000,41.000000,58.000000,22.000000]",41.0
2400,240122,25.0,"[30.000000,29.000000,51.000000,25.000000]",29.0
2500,250159,22.0,"[38.000000,33.000000,22.000000,40.000000]",38.0
2600,260160,19.0,"[26.000000,19.000000,43.000000,28.000000]",28.0
2700,270155,11.0,"[48.000000,45.000000,11.000000,25.000000]",48.0
2800,280113,25.0,"[36.000000,25.000000,28.000000,31.000000]",28.0
2900,290179,21.0,"[21.000000,31.000000,30.000000,26.000000]",21.0
3000,300191,18.0,"[37.000000,18.000000,36.000000,31.000000]",37.0
3100,310118,24.0,"[28.000000,28.000000,24.000000,30.000000]",28.0
3200,320175,29.0,"[29.000000,32.000000,38.000000,46.000000]",29.0
3300,330190,29.0,"[40.000000,32.000000,29.000000,29.000000]",32.0
3400,340128,27.0,"[27.000000,45.000000,32.000000,32.000000]",32.0
3500,350121,15.0,"[15.000000,55.000000,32.000000,30.000000]",32.0
3600,360121,27.0,"[33.000000,27.000000,28.000000,36.000000]",28.0
3700,370178,18.0,"[45.000000,33.000000,30.000000,18.000000]",33.0
3800,380188,22.0,"[22.000000,30.000000,27.000000,32.000000]",32.0
3900,390130,31.0,"[31.000000,31.000000,35.000000,32.000000]",31.0
4000,400101,22.0,"[47.000000,25.000000,40.000000,22.000000]",40.0
4100,410119,23.0,"[26.000000,64.000000,24.000000,23.000000]",26.0
4200,420119,25.0,"[54.000000,26.000000,28.000000,25.000000]",54.0
4300,430123,28.0,"[28.000000,41.000000,44.000000,31.000000]",28.0
4400,440101,26.0,"[32.000000,41.000000,28.000000,26.000000]",28.0
4500,450153,24.0,"[37.000000,25.000000,24.000000,27.000000]",24.0
4600,460157,24.0,"[24.000000,45.000000,46.000000,25.000000]",46.0
4700,470146,14.0,"[30.000000,49.000000,14.000000,47.000000]",49.0
4800,470146,14.0,"[30.000000,49.000000,14.000000,47.000000]",49.0
