generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,176,29.0,"32.000000,32.000000,53.000000,29.000000",29.0,29.0,53.0,36.5,146.0
100,10117,22.0,"65.000000,27.000000,22.000000,29.000000",22.0,22.0,65.0,35.75,143.0
200,20103,28.0,"40.000000,44.000000,35.000000,28.000000",28.0,28.0,44.0,36.75,147.0
300,30194,17.0,"30.000000,50.000000,51.000000,17.000000",17.0,17.0,51.0,37.0,148.0
400,40196,25.0,"34.000000,43.000000,25.000000,46.000000",25.0,25.0,46.0,37.0,148.0
500,50127,23.0,"45.000000,43.000000,23.000000,38.000000",23.0,23.0,45.0,37.25,149.0
600,60143,30.0,"30.000000,41.000000,40.000000,34.000000",30.0,30.0,41.0,36.25,145.0
700,70102,33.0,"33.000000,42.000000,38.000000,35.000000",33.0,33.0,42.0,37.0,148.0
800,80122,28.0,"29.000000,46.000000,28.000000,41.000000",28.0,28.0,46.0,36.0,144.0
900,90160,19.0,"53.000000,39.000000,19.000000,39.000000",19.0,19.0,53.0,37.5,150.0
1000,100188,23.0,"23.000000,24.000000,56.000000,39.000000",23.0,23.0,56.0,35.5,142.0
1100,110153,33.0,"35.000000,33.000000,36.000000,39.000000",33.0,33.0,39.0,35.75,143.0
1200,120170,33.0,"38.000000,42.000000,33.000000,36.000000",33.0,33.0,42.0,37.25,149.0
1300,130149,35.0,"35.000000,36.000000,35.000000,41.000000",35.0,35.0,41.0,36.75,147.0
1400,140161,30.0,"36.000000,32.000000,41.000000,30.000000",30.0,30.0,41.0,34.75,139.0
1500,150110,34.0,"34.000000,34.000000,37.000000,41.000000",34.0,34.0,41.0,36.5,146.0
1600,160177,36.0,"36.000000,38.000000,38.000000,36.000000",36.0,36.0,38.0,37.0,148.0
1700,170138,35.0,"37.000000,39.000000,38.000000,35.000000",35.0,35.0,39.0,37.25,149.0
1800,180199,34.0,"34.000000,36.000000,42.000000,36.000000",34.0,34.0,42.0,37.0,148.0
1900,190100,32.0,"32.000000,38.000000,40.000000,34.000000",32.0,32.0,40.0,36.0,144.0
2000,200170,33.0,"33.000000,35.000000,36.000000,44.000000",33.0,33.0,44.0,37.0,148.0
2100,210106,34.0,"39.000000,37.000000,34.000000,37.000000",34.0,34.0,39.0,36.75,147.0
2200,220113,34.0,"37.000000,37.000000,38.000000,34.000000",34.0,34.0,38.0,36.5,146.0
2300,230182,37.0,"38.000000,37.000000,40.000000,38.000000",37.0,37.0,40.0,38.25,153.0
2400,240194,34.0,"38.000000,37.000000,37.000000,34.000000",34.0,34.0,38.0,36.5,146.0
2500,250112,34.0,"34.000000,40.000000,40.000000,35.000000",34.0,34.0,40.0,37.25,149.0
2600,260195,31.0,"35.000000,31.000000,39.000000,37.000000",31.0,31.0,39.0,35.5,142.0
2700,270189,32.0,"32.000000,41.000000,36.000000,32.000000",32.0,32.0,41.0,35.25,141.0
2800,280127,36.0,"36.000000,37.000000,37.000000,39.000000",36.0,36.0,39.0,37.25,149.0
2900,290111,34.0,"38.000000,36.000000,37.000000,34.000000",34.0,34.0,38.0,36.25,145.0
3000,300189,35.0,"40.000000,37.000000,35.000000,37.000000",35.0,35.0,40.0,37.25,149.0
3100,310172,31.0,"31.000000,36.000000,41.000000,38.000000",31.0,31.0,41.0,36.5,146.0
3200,320130,36.0,"37.000000,39.000000,38.000000,36.000000",36.0,36.0,39.0,37.5,150.0
3300,330197,36.0,"36.000000,37.000000,38.000000,39.000000",36.0,36.0,39.0,37.5,150.0
3400,340183,33.0,"40.000000,38.000000,33.000000,36.000000",33.0,33.0,40.0,36.75,147.0
3500,350132,36.0,"36.000000,38.000000,37.000000,37.000000",36.0,36.0,38.0,37.0,148.0
3600,360137,33.0,"37.000000,33.000000,39.000000,39.000000",33.0,33.0,39.0,37.0,148.0
3700,370127,37.0,"37.000000,38.000000,37.000000,38.000000",37.0,37.0,38.0,37.5,150.0
3800,380107,30.0,"43.000000,39.000000,36.000000,30.000000",30.0,30.0,43.0,37.0,148.0
3900,390126,33.0,"38.000000,37.000000,33.000000,41.000000",33.0,33.0,41.0,37.25,149.0
4000,400184,33.0,"36.000000,37.000000,38.000000,33.000000",33.0,33.0,38.0,36.0,144.0
4100,410138,35.0,"36.000000,38.000000,39.000000,35.000000",35.0,35.0,39.0,37.0,148.0
4200,420126,33.0,"33.000000,37.000000,40.000000,38.000000",33.0,33.0,40.0,37.0,148.0
4300,430128,36.0,"36.000000,37.000000,37.000000,37.000000",36.0,36.0,37.0,36.75,147.0
4400,440147,35.0,"39.000000,41.000000,36.000000,35.000000",35.0,35.0,41.0,37.75,151.0
4500,450131,36.0,"37.000000,36.000000,36.000000,38.000000",36.0,36.0,38.0,36.75,147.0
4600,460190,35.0,"36.000000,35.000000,41.000000,38.000000",35.0,35.0,41.0,37.5,150.0
4700,470168,35.0,"36.000000,41.000000,35.000000,37.000000",35.0,35.0,41.0,37.25,149.0
4800,480130,34.0,"37.000000,34.000000,39.000000,35.000000",34.0,34.0,39.0,36.25,145.0
