generation,ID,score,rawScores,ownScore
0,138,37.25,"[31.000000,45.000000,40.000000,33.000000]",37.25
100,10159,36.0,"[36.000000,35.000000,36.000000,37.000000]",36.0
200,20127,36.5,"[33.000000,40.000000,43.000000,30.000000]",36.5
300,30141,36.25,"[61.000000,38.000000,22.000000,24.000000]",36.25
400,40140,36.0,"[27.000000,43.000000,38.000000,36.000000]",36.0
500,50178,35.5,"[29.000000,31.000000,36.000000,46.000000]",35.5
600,60144,36.0,"[31.000000,40.000000,36.000000,37.000000]",36.0
700,70159,36.75,"[48.000000,37.000000,44.000000,18.000000]",36.75
800,80152,36.25,"[41.000000,43.000000,30.000000,31.000000]",36.25
900,90177,38.0,"[28.000000,41.000000,43.000000,40.000000]",38.0
1000,100146,37.0,"[29.000000,39.000000,40.000000,40.000000]",37.0
1100,110173,36.0,"[34.000000,35.000000,31.000000,44.000000]",36.0
1200,120118,36.25,"[33.000000,39.000000,40.000000,33.000000]",36.25
1300,130161,36.25,"[25.000000,37.000000,47.000000,36.000000]",36.25
1400,140122,37.0,"[36.000000,31.000000,31.000000,50.000000]",37.0
1500,150139,36.25,"[30.000000,40.000000,43.000000,32.000000]",36.25
1600,160161,36.5,"[34.000000,27.000000,44.000000,41.000000]",36.5
1700,170165,36.5,"[42.000000,44.000000,22.000000,38.000000]",36.5
1800,180142,36.75,"[41.000000,40.000000,32.000000,34.000000]",36.75
1900,190175,36.75,"[29.000000,22.000000,32.000000,64.000000]",36.75
2000,200114,36.0,"[39.000000,25.000000,27.000000,53.000000]",36.0
2100,210141,36.25,"[44.000000,34.000000,26.000000,41.000000]",36.25
2200,220147,35.25,"[39.000000,35.000000,30.000000,37.000000]",35.25
2300,230101,36.5,"[37.000000,44.000000,29.000000,36.000000]",36.5
2400,240175,34.25,"[30.000000,37.000000,43.000000,27.000000]",34.25
2500,250166,37.25,"[37.000000,35.000000,33.000000,44.000000]",37.25
2600,260135,34.5,"[34.000000,31.000000,25.000000,48.000000]",34.5
2700,270144,36.5,"[39.000000,30.000000,43.000000,34.000000]",36.5
2800,280100,36.25,"[44.000000,35.000000,39.000000,27.000000]",36.25
2900,290132,33.0,"[34.000000,35.000000,33.000000,30.000000]",33.0
3000,300123,36.75,"[47.000000,19.000000,48.000000,33.000000]",36.75
3100,310168,36.25,"[27.000000,65.000000,24.000000,29.000000]",36.25
3200,320128,34.5,"[18.000000,44.000000,35.000000,41.000000]",34.5
3300,330197,36.25,"[36.000000,32.000000,29.000000,48.000000]",36.25
3400,340199,36.5,"[36.000000,41.000000,31.000000,38.000000]",36.5
3500,350179,37.75,"[45.000000,56.000000,17.000000,33.000000]",37.75
3600,360175,37.75,"[34.000000,50.000000,35.000000,32.000000]",37.75
3700,370143,35.75,"[33.000000,38.000000,46.000000,26.000000]",35.75
3800,380149,34.75,"[18.000000,30.000000,43.000000,48.000000]",34.75
3900,390120,36.25,"[52.000000,21.000000,33.000000,39.000000]",36.25
4000,400131,37.25,"[26.000000,36.000000,57.000000,30.000000]",37.25
4100,410155,36.5,"[49.000000,27.000000,36.000000,34.000000]",36.5
4200,420160,36.0,"[35.000000,34.000000,38.000000,37.000000]",36.0
4300,430104,34.0,"[38.000000,26.000000,36.000000,36.000000]",34.0
4400,440131,36.25,"[43.000000,35.000000,23.000000,44.000000]",36.25
4500,450199,38.5,"[53.000000,33.000000,21.000000,47.000000]",38.5
4600,460178,35.5,"[41.000000,46.000000,27.000000,28.000000]",35.5
4700,460178,35.5,"[41.000000,46.000000,27.000000,28.000000]",35.5
4800,460178,35.5,"[41.000000,46.000000,27.000000,28.000000]",35.5
