generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,177,14.0,"41.000000,31.000000,53.000000,14.000000",53.0,14.0,53.0,34.75,139.0
100,10186,10.0,"10.000000,48.000000,36.000000,37.000000",48.0,10.0,48.0,32.75,131.0
200,20189,28.0,"36.000000,38.000000,33.000000,28.000000",33.0,28.0,38.0,33.75,135.0
300,30149,30.0,"37.000000,37.000000,30.000000,38.000000",30.0,30.0,38.0,35.5,142.0
400,40149,22.0,"35.000000,22.000000,46.000000,33.000000",46.0,22.0,46.0,34.0,136.0
500,50195,24.0,"47.000000,42.000000,26.000000,24.000000",47.0,24.0,47.0,34.75,139.0
600,60123,28.0,"40.000000,41.000000,28.000000,31.000000",40.0,28.0,41.0,35.0,140.0
700,70161,33.0,"35.000000,33.000000,39.000000,33.000000",39.0,33.0,39.0,35.0,140.0
800,80132,24.0,"24.000000,31.000000,53.000000,29.000000",29.0,24.0,53.0,34.25,137.0
900,90163,33.0,"41.000000,40.000000,33.000000,33.000000",41.0,33.0,41.0,36.75,147.0
1000,100155,27.0,"43.000000,38.000000,42.000000,27.000000",43.0,27.0,43.0,37.5,150.0
1100,110148,26.0,"26.000000,48.000000,30.000000,28.000000",28.0,26.0,48.0,33.0,132.0
1200,120197,23.0,"41.000000,41.000000,23.000000,26.000000",23.0,23.0,41.0,32.75,131.0
1300,130179,31.0,"32.000000,33.000000,31.000000,45.000000",32.0,31.0,45.0,35.25,141.0
1400,140173,21.0,"29.000000,55.000000,37.000000,21.000000",37.0,21.0,55.0,35.5,142.0
1500,150193,19.0,"19.000000,26.000000,23.000000,31.000000",23.0,19.0,31.0,24.75,99.0
1600,160157,20.0,"33.000000,20.000000,28.000000,32.000000",28.0,20.0,33.0,28.25,113.0
1700,170180,23.0,"38.000000,23.000000,45.000000,28.000000",28.0,23.0,45.0,33.5,134.0
1800,180138,26.0,"26.000000,26.000000,33.000000,36.000000",26.0,26.0,36.0,30.25,121.0
1900,190166,23.0,"28.000000,34.000000,23.000000,28.000000",34.0,23.0,34.0,28.25,113.0
2000,200171,21.0,"52.000000,33.000000,21.000000,33.000000",52.0,21.0,52.0,34.75,139.0
2100,210137,19.0,"26.000000,19.000000,67.000000,19.000000",67.0,19.0,67.0,32.75,131.0
2200,220107,29.0,"30.000000,34.000000,29.000000,47.000000",30.0,29.0,47.0,35.0,140.0
2300,230177,24.0,"42.000000,24.000000,35.000000,46.000000",35.0,24.0,46.0,36.75,147.0
2400,240112,16.0,"43.000000,29.000000,32.000000,16.000000",16.0,16.0,43.0,30.0,120.0
2500,250129,30.0,"33.000000,33.000000,44.000000,30.000000",44.0,30.0,44.0,35.0,140.0
2600,260138,24.0,"36.000000,24.000000,39.000000,30.000000",24.0,24.0,39.0,32.25,129.0
2700,270143,27.0,"43.000000,34.000000,36.000000,27.000000",43.0,27.0,43.0,35.0,140.0
2800,280141,14.0,"34.000000,14.000000,30.000000,40.000000",30.0,14.0,40.0,29.5,118.0
2900,290170,34.0,"35.000000,36.000000,34.000000,34.000000",36.0,34.0,36.0,34.75,139.0
3000,300177,22.0,"22.000000,27.000000,47.000000,45.000000",47.0,22.0,47.0,35.25,141.0
3100,310187,22.0,"22.000000,22.000000,39.000000,48.000000",22.0,22.0,48.0,32.75,131.0
3200,320110,25.0,"42.000000,44.000000,37.000000,25.000000",44.0,25.0,44.0,37.0,148.0
3300,330133,19.0,"39.000000,19.000000,41.000000,40.000000",41.0,19.0,41.0,34.75,139.0
3400,340183,25.0,"25.000000,46.000000,36.000000,32.000000",25.0,25.0,46.0,34.75,139.0
3500,350196,31.0,"38.000000,35.000000,31.000000,36.000000",36.0,31.0,38.0,35.0,140.0
3600,360182,23.0,"40.000000,44.000000,23.000000,24.000000",44.0,23.0,44.0,32.75,131.0
3700,370177,18.0,"18.000000,24.000000,24.000000,55.000000",24.0,18.0,55.0,30.25,121.0
3800,380156,15.0,"15.000000,23.000000,37.000000,34.000000",34.0,15.0,37.0,27.25,109.0
3900,390169,25.0,"25.000000,44.000000,37.000000,27.000000",37.0,25.0,44.0,33.25,133.0
4000,400123,27.0,"33.000000,45.000000,27.000000,37.000000",33.0,27.0,45.0,35.5,142.0
4100,410199,17.0,"37.000000,30.000000,17.000000,43.000000",37.0,17.0,43.0,31.75,127.0
4200,420164,20.0,"32.000000,38.000000,20.000000,32.000000",32.0,20.0,38.0,30.5,122.0
4300,430139,13.0,"45.000000,29.000000,42.000000,13.000000",45.0,13.0,45.0,32.25,129.0
4400,440117,16.0,"43.000000,45.000000,34.000000,16.000000",34.0,16.0,45.0,34.5,138.0
4500,450137,23.0,"38.000000,28.000000,47.000000,23.000000",47.0,23.0,47.0,34.0,136.0
4600,460132,17.0,"26.000000,35.000000,17.000000,48.000000",48.0,17.0,48.0,31.5,126.0
4700,470146,22.0,"31.000000,32.000000,22.000000,42.000000",32.0,22.0,42.0,31.75,127.0
4800,480164,25.0,"36.000000,25.000000,32.000000,47.000000",47.0,25.0,47.0,35.0,140.0
