generation,ID,score,rawScores,ownScore
0,115,79.000000,"[79.000000,15.000000,1.000000,34.000000]",79.000000
100,10170,52.000000,"[21.000000,52.000000,41.000000,31.000000]",52.000000
200,20113,38.000000,"[35.000000,24.000000,38.000000,51.000000]",38.000000
300,30103,40.000000,"[40.000000,26.000000,44.000000,37.000000]",40.000000
400,40131,81.000000,"[81.000000,11.000000,39.000000,14.000000]",81.000000
500,50183,42.000000,"[42.000000,30.000000,33.000000,46.000000]",42.000000
600,60137,38.000000,"[47.000000,45.000000,38.000000,19.000000]",38.000000
700,70100,28.000000,"[35.000000,44.000000,37.000000,28.000000]",28.000000
800,80188,44.000000,"[50.000000,5.000000,46.000000,44.000000]",44.000000
900,90156,62.000000,"[49.000000,32.000000,0.000000,62.000000]",62.000000
1000,100124,31.000000,"[55.000000,10.000000,50.000000,31.000000]",31.000000
1100,110152,25.000000,"[17.000000,49.000000,41.000000,25.000000]",25.000000
1200,120141,46.000000,"[37.000000,35.000000,46.000000,24.000000]",46.000000
1300,130152,64.000000,"[20.000000,14.000000,47.000000,64.000000]",64.000000
1400,140177,34.000000,"[19.000000,65.000000,34.000000,27.000000]",34.000000
1500,150121,49.000000,"[21.000000,29.000000,49.000000,49.000000]",49.000000
1600,160139,36.000000,"[36.000000,41.000000,36.000000,33.000000]",36.000000
1700,170133,38.000000,"[62.000000,0.000000,38.000000,29.000000]",38.000000
1800,180142,32.000000,"[39.000000,32.000000,22.000000,51.000000]",32.000000
1900,190104,55.000000,"[9.000000,55.000000,32.000000,55.000000]",55.000000
2000,200188,45.000000,"[20.000000,32.000000,50.000000,45.000000]",45.000000
2100,210168,29.000000,"[1.000000,24.000000,20.000000,29.000000]",29.000000
2200,220125,39.000000,"[29.000000,30.000000,39.000000,45.000000]",39.000000
2300,230130,42.000000,"[30.000000,42.000000,43.000000,35.000000]",42.000000
2400,240188,33.000000,"[40.000000,38.000000,32.000000,33.000000]",33.000000
2500,250175,31.000000,"[31.000000,39.000000,9.000000,42.000000]",31.000000
2600,260111,25.000000,"[25.000000,23.000000,46.000000,33.000000]",25.000000
2700,270182,30.000000,"[33.000000,30.000000,52.000000,33.000000]",30.000000
2800,280175,46.000000,"[46.000000,21.000000,58.000000,25.000000]",46.000000
2900,290136,48.000000,"[20.000000,33.000000,48.000000,48.000000]",48.000000
3000,300161,55.000000,"[17.000000,50.000000,55.000000,25.000000]",55.000000
3100,310174,60.000000,"[38.000000,60.000000,7.000000,41.000000]",60.000000
3200,320191,35.000000,"[35.000000,25.000000,37.000000,47.000000]",35.000000
3300,330132,56.000000,"[41.000000,49.000000,3.000000,56.000000]",56.000000
3400,340166,48.000000,"[34.000000,48.000000,38.000000,31.000000]",48.000000
3500,350174,95.000000,"[10.000000,95.000000,1.000000,43.000000]",95.000000
3600,360189,44.000000,"[46.000000,20.000000,44.000000,38.000000]",44.000000
3700,370153,64.000000,"[5.000000,30.000000,64.000000,41.000000]",64.000000
3800,380162,37.000000,"[30.000000,37.000000,43.000000,42.000000]",37.000000
3900,390168,35.000000,"[40.000000,40.000000,34.000000,35.000000]",35.000000
4000,400130,61.000000,"[60.000000,61.000000,3.000000,23.000000]",61.000000
4100,410164,56.000000,"[40.000000,26.000000,26.000000,56.000000]",56.000000
4200,420130,55.000000,"[38.000000,55.000000,51.000000,8.000000]",55.000000
4300,430112,50.000000,"[16.000000,65.000000,13.000000,50.000000]",50.000000
4400,440158,45.000000,"[6.000000,45.000000,66.000000,36.000000]",45.000000
4500,450167,36.000000,"[36.000000,25.000000,37.000000,48.000000]",36.000000
4600,460145,52.000000,"[42.000000,26.000000,52.000000,30.000000]",52.000000
4700,470122,33.000000,"[29.000000,33.000000,46.000000,38.000000]",33.000000
4800,480199,38.000000,"[38.000000,33.000000,45.000000,31.000000]",38.000000
