generation,ID,score,rawScores,ownScore
0,182,27.25,"[0.000000,101.000000,0.000000,8.000000]",101.0
100,10162,36.25,"[12.000000,70.000000,14.000000,49.000000]",70.0
200,20126,34.5,"[40.000000,41.000000,24.000000,33.000000]",41.0
300,30199,34.75,"[26.000000,40.000000,21.000000,52.000000]",26.0
400,40148,27.0,"[0.000000,55.000000,53.000000,0.000000]",0.0
500,50137,33.75,"[25.000000,0.000000,61.000000,49.000000]",61.0
600,60150,37.0,"[23.000000,60.000000,23.000000,42.000000]",60.0
700,70172,35.75,"[43.000000,50.000000,15.000000,35.000000]",35.0
800,80195,34.5,"[32.000000,27.000000,40.000000,39.000000]",32.0
900,90198,36.25,"[46.000000,36.000000,35.000000,28.000000]",36.0
1000,100103,35.5,"[49.000000,42.000000,0.000000,51.000000]",49.0
1100,110134,36.75,"[46.000000,34.000000,26.000000,41.000000]",34.0
1200,120167,33.5,"[82.000000,30.000000,22.000000,0.000000]",82.0
1300,130160,34.0,"[0.000000,38.000000,30.000000,68.000000]",68.0
1400,140102,35.75,"[27.000000,54.000000,45.000000,17.000000]",54.0
1500,150110,37.25,"[35.000000,73.000000,41.000000,0.000000]",73.0
1600,160101,35.75,"[39.000000,41.000000,42.000000,21.000000]",42.0
1700,170193,35.0,"[44.000000,34.000000,42.000000,20.000000]",42.0
1800,180150,34.5,"[55.000000,36.000000,0.000000,47.000000]",36.0
1900,190172,35.0,"[25.000000,35.000000,39.000000,41.000000]",41.0
2000,200101,37.5,"[17.000000,55.000000,43.000000,35.000000]",43.0
2100,210180,37.5,"[37.000000,47.000000,30.000000,36.000000]",36.0
2200,220116,34.25,"[28.000000,71.000000,0.000000,38.000000]",38.0
2300,230150,37.0,"[0.000000,77.000000,71.000000,0.000000]",77.0
2400,240108,35.25,"[67.000000,18.000000,7.000000,49.000000]",49.0
2500,250187,34.25,"[55.000000,55.000000,27.000000,0.000000]",55.0
2600,260157,27.75,"[67.000000,1.000000,43.000000,0.000000]",43.0
2700,270112,37.25,"[41.000000,10.000000,39.000000,59.000000]",59.0
2800,280161,37.0,"[27.000000,48.000000,38.000000,35.000000]",38.0
2900,290125,33.25,"[63.000000,0.000000,70.000000,0.000000]",70.0
3000,300170,35.5,"[43.000000,35.000000,24.000000,40.000000]",35.0
3100,310129,33.75,"[67.000000,0.000000,68.000000,0.000000]",68.0
3200,320146,35.5,"[32.000000,24.000000,60.000000,26.000000]",24.0
3300,330104,37.0,"[18.000000,38.000000,37.000000,55.000000]",55.0
3400,340133,36.75,"[42.000000,44.000000,43.000000,18.000000]",43.0
3500,350116,36.5,"[38.000000,31.000000,38.000000,39.000000]",39.0
3600,360125,33.0,"[8.000000,35.000000,56.000000,33.000000]",56.0
3700,370142,33.0,"[0.000000,68.000000,0.000000,64.000000]",68.0
3800,380102,35.25,"[32.000000,36.000000,44.000000,29.000000]",36.0
3900,390190,32.5,"[53.000000,58.000000,19.000000,0.000000]",58.0
4000,400124,33.75,"[35.000000,0.000000,41.000000,59.000000]",59.0
4100,410199,36.75,"[33.000000,40.000000,42.000000,32.000000]",33.0
4200,420195,29.25,"[36.000000,0.000000,41.000000,40.000000]",36.0
4300,430174,34.5,"[0.000000,67.000000,0.000000,71.000000]",67.0
4400,440165,33.25,"[0.000000,0.000000,63.000000,70.000000]",63.0
4500,450115,35.25,"[34.000000,46.000000,61.000000,0.000000]",34.0
4600,460162,32.0,"[60.000000,13.000000,55.000000,0.000000]",13.0
4700,470151,37.0,"[63.000000,0.000000,57.000000,28.000000]",63.0
4800,470151,37.0,"[63.000000,0.000000,57.000000,28.000000]",63.0
