generation,ID,score,rawScores,ownScore
0,184,65.000000,"[65.000000,11.000000,15.000000,31.000000]",65.000000
100,10103,55.000000,"[51.000000,0.000000,55.000000,7.000000]",55.000000
200,20106,70.000000,"[15.000000,20.000000,70.000000,31.000000]",70.000000
300,30165,66.000000,"[0.000000,5.000000,66.000000,51.000000]",66.000000
400,40136,37.000000,"[35.000000,22.000000,20.000000,37.000000]",37.000000
500,50180,68.000000,"[0.000000,0.000000,11.000000,68.000000]",68.000000
600,60183,72.000000,"[72.000000,12.000000,0.000000,0.000000]",72.000000
700,70107,93.000000,"[0.000000,0.000000,6.000000,93.000000]",93.000000
800,80185,90.000000,"[1.000000,18.000000,90.000000,31.000000]",90.000000
900,90154,91.000000,"[0.000000,0.000000,91.000000,6.000000]",91.000000
1000,100108,75.000000,"[75.000000,0.000000,0.000000,2.000000]",75.000000
1100,110155,96.000000,"[96.000000,5.000000,0.000000,0.000000]",96.000000
1200,120180,35.000000,"[35.000000,13.000000,20.000000,9.000000]",35.000000
1300,130168,89.000000,"[89.000000,0.000000,38.000000,16.000000]",89.000000
1400,140149,110.000000,"[1.000000,5.000000,18.000000,110.000000]",110.000000
1500,150194,44.000000,"[0.000000,16.000000,0.000000,44.000000]",44.000000
1600,160185,78.000000,"[0.000000,0.000000,78.000000,38.000000]",78.000000
1700,170196,114.000000,"[0.000000,114.000000,1.000000,0.000000]",114.000000
1800,180164,69.000000,"[69.000000,0.000000,25.000000,46.000000]",69.000000
1900,190183,50.000000,"[50.000000,34.000000,0.000000,43.000000]",50.000000
2000,200174,59.000000,"[59.000000,0.000000,0.000000,29.000000]",59.000000
2100,210192,48.000000,"[25.000000,21.000000,40.000000,48.000000]",48.000000
2200,220167,82.000000,"[43.000000,19.000000,1.000000,82.000000]",82.000000
2300,230118,64.000000,"[0.000000,0.000000,27.000000,64.000000]",64.000000
2400,240180,33.000000,"[33.000000,17.000000,20.000000,31.000000]",33.000000
2500,250193,72.000000,"[72.000000,13.000000,0.000000,0.000000]",72.000000
2600,260176,88.000000,"[6.000000,0.000000,0.000000,88.000000]",88.000000
2700,270191,137.000000,"[1.000000,137.000000,0.000000,0.000000]",137.000000
2800,280192,74.000000,"[0.000000,0.000000,74.000000,59.000000]",74.000000
2900,290169,85.000000,"[0.000000,85.000000,33.000000,0.000000]",85.000000
3000,300134,80.000000,"[0.000000,0.000000,80.000000,4.000000]",80.000000
3100,310158,86.000000,"[17.000000,45.000000,0.000000,86.000000]",86.000000
3200,320133,122.000000,"[0.000000,122.000000,0.000000,8.000000]",122.000000
3300,330126,92.000000,"[40.000000,92.000000,10.000000,0.000000]",92.000000
3400,340160,58.000000,"[58.000000,40.000000,21.000000,27.000000]",58.000000
3500,350179,134.000000,"[0.000000,134.000000,10.000000,0.000000]",134.000000
3600,360107,88.000000,"[14.000000,0.000000,88.000000,35.000000]",88.000000
3700,370169,88.000000,"[0.000000,12.000000,0.000000,88.000000]",88.000000
3800,380145,91.000000,"[18.000000,31.000000,0.000000,91.000000]",91.000000
3900,390155,109.000000,"[0.000000,0.000000,21.000000,109.000000]",109.000000
4000,400194,88.000000,"[0.000000,9.000000,88.000000,0.000000]",88.000000
4100,410178,96.000000,"[0.000000,0.000000,39.000000,96.000000]",96.000000
4200,420185,135.000000,"[0.000000,1.000000,135.000000,0.000000]",135.000000
4300,430140,88.000000,"[0.000000,0.000000,88.000000,41.000000]",88.000000
4400,440115,40.000000,"[7.000000,13.000000,40.000000,28.000000]",40.000000
4500,450120,61.000000,"[25.000000,9.000000,9.000000,61.000000]",61.000000
4600,460154,52.000000,"[52.000000,0.000000,31.000000,25.000000]",52.000000
4700,470154,113.000000,"[2.000000,113.000000,4.000000,16.000000]",113.000000
