generation,ID,score,rawScores,ownScore
0,181,57.0,"[41.000000,40.000000,57.000000,0.000000]",57.0
100,10127,27.0,"[27.000000,35.000000,46.000000,40.000000]",27.0
200,20117,42.0,"[63.000000,27.000000,42.000000,16.000000]",42.0
300,30105,61.0,"[41.000000,37.000000,61.000000,0.000000]",61.0
400,40173,42.0,"[46.000000,16.000000,42.000000,43.000000]",42.0
500,50138,56.0,"[40.000000,56.000000,52.000000,0.000000]",56.0
600,60161,43.0,"[17.000000,47.000000,43.000000,44.000000]",43.0
700,70176,51.0,"[52.000000,38.000000,0.000000,51.000000]",51.0
800,80100,37.0,"[29.000000,31.000000,47.000000,37.000000]",37.0
900,90141,43.0,"[35.000000,50.000000,43.000000,22.000000]",43.0
1000,100185,47.0,"[28.000000,42.000000,47.000000,32.000000]",47.0
1100,110137,44.0,"[29.000000,38.000000,44.000000,40.000000]",44.0
1200,120117,46.0,"[44.000000,32.000000,46.000000,27.000000]",46.0
1300,130176,42.0,"[27.000000,40.000000,37.000000,42.000000]",42.0
1400,140173,34.0,"[37.000000,25.000000,34.000000,52.000000]",34.0
1500,150182,29.0,"[35.000000,29.000000,45.000000,42.000000]",29.0
1600,160166,41.0,"[29.000000,41.000000,36.000000,42.000000]",41.0
1700,170117,36.0,"[32.000000,34.000000,36.000000,47.000000]",36.0
1800,180188,38.0,"[31.000000,37.000000,44.000000,38.000000]",38.0
1900,190147,18.0,"[18.000000,38.000000,56.000000,38.000000]",18.0
2000,200109,73.0,"[0.000000,6.000000,73.000000,71.000000]",73.0
2100,210159,31.0,"[31.000000,40.000000,36.000000,40.000000]",31.0
2200,220176,41.0,"[54.000000,38.000000,14.000000,41.000000]",41.0
2300,230152,32.0,"[18.000000,49.000000,48.000000,32.000000]",32.0
2400,240103,37.0,"[37.000000,34.000000,48.000000,31.000000]",37.0
2500,250170,42.0,"[37.000000,42.000000,46.000000,25.000000]",42.0
2600,260149,37.0,"[32.000000,45.000000,37.000000,29.000000]",37.0
2700,270152,34.0,"[36.000000,44.000000,31.000000,34.000000]",34.0
2800,280129,39.0,"[32.000000,36.000000,39.000000,44.000000]",39.0
2900,290194,52.0,"[35.000000,52.000000,34.000000,27.000000]",52.0
3000,300164,50.0,"[0.000000,69.000000,30.000000,50.000000]",50.0
3100,310164,62.0,"[69.000000,12.000000,2.000000,62.000000]",62.0
3200,320151,61.0,"[61.000000,42.000000,47.000000,0.000000]",61.0
3300,330114,31.0,"[49.000000,31.000000,69.000000,0.000000]",31.0
3400,340153,36.0,"[27.000000,46.000000,36.000000,39.000000]",36.0
3500,350117,64.0,"[39.000000,0.000000,64.000000,47.000000]",64.0
3600,360110,35.0,"[51.000000,35.000000,62.000000,0.000000]",35.0
3700,370114,49.0,"[54.000000,49.000000,44.000000,0.000000]",49.0
3800,380133,47.0,"[51.000000,34.000000,47.000000,19.000000]",47.0
3900,390106,48.0,"[59.000000,48.000000,2.000000,41.000000]",48.0
4000,400108,35.0,"[38.000000,38.000000,37.000000,35.000000]",35.0
4100,410194,49.0,"[48.000000,49.000000,47.000000,3.000000]",49.0
4200,420198,40.0,"[38.000000,40.000000,46.000000,24.000000]",40.0
4300,430187,47.0,"[47.000000,37.000000,42.000000,23.000000]",47.0
4400,440110,30.0,"[45.000000,30.000000,30.000000,43.000000]",30.0
4500,450167,31.0,"[31.000000,42.000000,41.000000,34.000000]",31.0
4600,460108,45.0,"[42.000000,16.000000,41.000000,45.000000]",45.0
4700,470118,40.0,"[45.000000,40.000000,36.000000,26.000000]",40.0
4800,470118,40.0,"[45.000000,40.000000,36.000000,26.000000]",40.0
