generation,ID,score,rawScores,ownScore
0,180,33.0,"[9.000000,18.000000,16.000000,33.000000]",33.0
100,10120,82.0,"[0.000000,0.000000,82.000000,56.000000]",56.0
200,20189,79.0,"[0.000000,45.000000,79.000000,0.000000]",79.0
300,30117,90.0,"[90.000000,0.000000,33.000000,0.000000]",33.0
400,40106,53.0,"[24.000000,39.000000,33.000000,53.000000]",39.0
500,50158,62.0,"[0.000000,49.000000,62.000000,0.000000]",49.0
600,60134,92.0,"[0.000000,92.000000,0.000000,0.000000]",92.0
700,70156,62.0,"[62.000000,0.000000,0.000000,56.000000]",56.0
800,80158,64.0,"[0.000000,64.000000,46.000000,0.000000]",64.0
900,90142,87.0,"[0.000000,48.000000,87.000000,0.000000]",48.0
1000,100149,74.0,"[44.000000,0.000000,74.000000,0.000000]",74.0
1100,110141,66.0,"[64.000000,66.000000,12.000000,0.000000]",12.0
1200,120149,78.0,"[0.000000,78.000000,54.000000,0.000000]",54.0
1300,130103,104.0,"[104.000000,0.000000,26.000000,0.000000]",104.0
1400,140108,57.0,"[26.000000,28.000000,57.000000,35.000000]",35.0
1500,150185,110.0,"[0.000000,0.000000,110.000000,0.000000]",110.0
1600,160104,58.0,"[58.000000,43.000000,0.000000,30.000000]",30.0
1700,170188,52.0,"[48.000000,29.000000,14.000000,52.000000]",52.0
1800,180184,54.0,"[0.000000,42.000000,54.000000,36.000000]",36.0
1900,190129,81.0,"[0.000000,0.000000,81.000000,0.000000]",81.0
2000,200106,96.0,"[0.000000,96.000000,33.000000,0.000000]",96.0
2100,210107,60.0,"[60.000000,0.000000,27.000000,48.000000]",60.0
2200,220168,88.0,"[0.000000,0.000000,41.000000,88.000000]",88.0
2300,230193,59.0,"[0.000000,35.000000,59.000000,48.000000]",59.0
2400,240148,108.0,"[0.000000,0.000000,0.000000,108.000000]",108.0
2500,250106,63.0,"[0.000000,63.000000,0.000000,52.000000]",63.0
2600,260136,51.0,"[51.000000,36.000000,0.000000,43.000000]",43.0
2700,270117,70.0,"[0.000000,28.000000,70.000000,25.000000]",70.0
2800,280153,83.0,"[57.000000,0.000000,83.000000,0.000000]",83.0
2900,290157,101.0,"[0.000000,0.000000,101.000000,0.000000]",101.0
3000,300126,74.0,"[0.000000,74.000000,57.000000,0.000000]",74.0
3100,310152,67.0,"[64.000000,0.000000,0.000000,67.000000]",67.0
3200,320145,53.0,"[0.000000,47.000000,45.000000,53.000000]",45.0
3300,330129,63.0,"[0.000000,0.000000,63.000000,58.000000]",63.0
3400,340175,83.0,"[83.000000,0.000000,0.000000,54.000000]",83.0
3500,350190,109.0,"[0.000000,109.000000,0.000000,0.000000]",109.0
3600,360120,55.0,"[42.000000,55.000000,0.000000,42.000000]",42.0
3700,370193,99.0,"[0.000000,0.000000,99.000000,0.000000]",99.0
3800,380132,91.0,"[0.000000,91.000000,0.000000,34.000000]",34.0
3900,390120,69.0,"[69.000000,0.000000,0.000000,66.000000]",66.0
4000,400166,87.0,"[87.000000,10.000000,0.000000,30.000000]",10.0
4100,410113,58.0,"[51.000000,0.000000,58.000000,33.000000]",58.0
4200,420116,57.0,"[0.000000,40.000000,57.000000,39.000000]",39.0
4300,430144,70.0,"[70.000000,0.000000,24.000000,48.000000]",48.0
4400,440131,49.0,"[45.000000,30.000000,0.000000,49.000000]",45.0
4500,450111,98.0,"[98.000000,0.000000,1.000000,0.000000]",98.0
4600,460138,57.0,"[57.000000,42.000000,0.000000,40.000000]",42.0
4700,470194,80.0,"[0.000000,80.000000,0.000000,39.000000]",80.0
4800,470194,80.0,"[0.000000,80.000000,0.000000,39.000000]",80.0
