generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,156,83.0,"35.000000,0.000000,20.000000,83.000000",83.0,0.0,83.0,34.5,138.0
100,10184,57.0,"45.000000,0.000000,39.000000,57.000000",57.0,0.0,57.0,35.25,141.0
200,20197,65.0,"0.000000,0.000000,65.000000,54.000000",65.0,0.0,65.0,29.75,119.0
300,30147,80.0,"80.000000,45.000000,0.000000,0.000000",80.0,0.0,80.0,31.25,125.0
400,40144,54.0,"0.000000,54.000000,31.000000,51.000000",51.0,0.0,54.0,34.0,136.0
500,50195,102.0,"102.000000,0.000000,0.000000,0.000000",102.0,0.0,102.0,25.5,102.0
600,60146,67.0,"0.000000,67.000000,34.000000,0.000000",67.0,0.0,67.0,25.25,101.0
700,70130,63.0,"0.000000,58.000000,63.000000,0.000000",58.0,0.0,63.0,30.25,121.0
800,80108,103.0,"0.000000,0.000000,0.000000,103.000000",103.0,0.0,103.0,25.75,103.0
900,90178,50.0,"34.000000,50.000000,41.000000,0.000000",50.0,0.0,50.0,31.25,125.0
1000,100164,112.0,"0.000000,0.000000,0.000000,112.000000",112.0,0.0,112.0,28.0,112.0
1100,110172,103.0,"103.000000,0.000000,0.000000,39.000000",39.0,0.0,103.0,35.5,142.0
1200,120183,107.0,"107.000000,0.000000,0.000000,0.000000",107.0,0.0,107.0,26.75,107.0
1300,130108,77.0,"0.000000,77.000000,0.000000,65.000000",65.0,0.0,77.0,35.5,142.0
1400,140181,72.0,"56.000000,0.000000,72.000000,0.000000",72.0,0.0,72.0,32.0,128.0
1500,150174,114.0,"0.000000,114.000000,0.000000,0.000000",114.0,0.0,114.0,28.5,114.0
1600,160126,89.0,"0.000000,89.000000,21.000000,0.000000",89.0,0.0,89.0,27.5,110.0
1700,170139,71.0,"71.000000,0.000000,59.000000,0.000000",71.0,0.0,71.0,32.5,130.0
1800,180127,105.0,"105.000000,0.000000,0.000000,0.000000",105.0,0.0,105.0,26.25,105.0
1900,190131,50.0,"50.000000,50.000000,36.000000,0.000000",50.0,0.0,50.0,34.0,136.0
2000,200119,45.0,"33.000000,45.000000,29.000000,30.000000",33.0,29.0,45.0,34.25,137.0
2100,210139,76.0,"76.000000,0.000000,46.000000,24.000000",76.0,0.0,76.0,36.5,146.0
2200,220184,89.0,"47.000000,0.000000,0.000000,89.000000",89.0,0.0,89.0,34.0,136.0
2300,230127,52.0,"48.000000,36.000000,0.000000,52.000000",48.0,0.0,52.0,34.0,136.0
2400,240198,58.0,"42.000000,58.000000,48.000000,0.000000",58.0,0.0,58.0,37.0,148.0
2500,250177,62.0,"0.000000,34.000000,48.000000,62.000000",48.0,0.0,62.0,36.0,144.0
2600,260141,69.0,"0.000000,19.000000,59.000000,69.000000",59.0,0.0,69.0,36.75,147.0
2700,270168,61.0,"61.000000,24.000000,0.000000,50.000000",50.0,0.0,61.0,33.75,135.0
2800,280165,64.0,"0.000000,32.000000,64.000000,47.000000",64.0,0.0,64.0,35.75,143.0
2900,290184,53.0,"53.000000,0.000000,52.000000,39.000000",39.0,0.0,53.0,36.0,144.0
3000,300183,111.0,"111.000000,0.000000,0.000000,0.000000",111.0,0.0,111.0,27.75,111.0
3100,310172,98.0,"0.000000,0.000000,0.000000,98.000000",98.0,0.0,98.0,24.5,98.0
3200,320127,83.0,"83.000000,0.000000,47.000000,0.000000",83.0,0.0,83.0,32.5,130.0
3300,330124,62.0,"0.000000,55.000000,0.000000,62.000000",62.0,0.0,62.0,29.25,117.0
3400,340105,105.0,"0.000000,0.000000,105.000000,0.000000",105.0,0.0,105.0,26.25,105.0
3500,350178,95.0,"0.000000,95.000000,0.000000,0.000000",95.0,0.0,95.0,23.75,95.0
3600,360173,76.0,"0.000000,76.000000,51.000000,0.000000",51.0,0.0,76.0,31.75,127.0
3700,370191,68.0,"65.000000,0.000000,0.000000,68.000000",65.0,0.0,68.0,33.25,133.0
3800,380124,62.0,"0.000000,29.000000,51.000000,62.000000",62.0,0.0,62.0,35.5,142.0
3900,390131,97.0,"97.000000,0.000000,0.000000,0.000000",97.0,0.0,97.0,24.25,97.0
4000,400112,78.0,"0.000000,78.000000,0.000000,66.000000",66.0,0.0,78.0,36.0,144.0
4100,410193,75.0,"75.000000,0.000000,49.000000,0.000000",49.0,0.0,75.0,31.0,124.0
4200,420160,62.0,"41.000000,62.000000,0.000000,47.000000",47.0,0.0,62.0,37.5,150.0
4300,430175,72.0,"72.000000,0.000000,0.000000,49.000000",72.0,0.0,72.0,30.25,121.0
4400,440177,75.0,"0.000000,35.000000,75.000000,0.000000",75.0,0.0,75.0,27.5,110.0
4500,450198,62.0,"62.000000,31.000000,53.000000,0.000000",31.0,0.0,62.0,36.5,146.0
4600,460105,102.0,"0.000000,0.000000,102.000000,0.000000",102.0,0.0,102.0,25.5,102.0
4700,470175,88.0,"88.000000,42.000000,0.000000,0.000000",88.0,0.0,88.0,32.5,130.0
4800,480108,70.0,"57.000000,0.000000,0.000000,70.000000",70.0,0.0,70.0,31.75,127.0
