fileName,aBiggerThanThree,movLength*4,aBiggerThanThreePercentage
movement_2_1_12.csv,0,2000,0
movement_2_1_13.csv,0,2000,0
movement_2_1_14.csv,0,2000,0
movement_2_1_15.csv,0,2000,0
movement_2_1_16.csv,0,2000,0
movement_2_1_17.csv,0,2000,0
movement_2_1_18.csv,0,2000,0
movement_2_1_19.csv,0,2000,0
movement_2_1_20.csv,0,2000,0
movement_2_1_21.csv,0,2000,0
movement_2_1_22.csv,0,2000,0
movement_2_1_23.csv,0,2000,0
movement_2_1_24.csv,0,2000,0
movement_2_1_25.csv,0,2000,0
movement_2_1_26.csv,0,2000,0
movement_2_1_27.csv,0,2000,0
movement_2_1_28.csv,2000,2000,100
movement_2_1_29.csv,0,2000,0
movement_2_1_30.csv,0,2000,0
movement_2_1_31.csv,0,2000,0
movement_2_1_32.csv,0,2000,0
movement_2_1_33.csv,0,2000,0
movement_2_1_34.csv,0,2000,0
movement_2_1_35.csv,0,2000,0
movement_2_1_36.csv,0,2000,0
movement_2_1_37.csv,0,2000,0
movement_2_1_38.csv,0,2000,0
movement_2_1_39.csv,0,2000,0
movement_2_1_40.csv,0,2000,0
movement_2_1_41.csv,0,2000,0
movement_2_1_42.csv,0,2000,0
movement_2_1_43.csv,0,2000,0
movement_2_1_44.csv,0,2000,0
movement_2_1_45.csv,0,2000,0
movement_2_1_46.csv,0,2000,0
movement_2_1_47.csv,0,2000,0
movement_2_1_48.csv,0,2000,0
movement_2_1_49.csv,0,2000,0
movement_2_1_50.csv,0,2000,0
movement_2_1_51.csv,0,2000,0
movement_2_1_52.csv,0,2000,0
movement_2_1_53.csv,0,2000,0
movement_2_1_54.csv,0,2000,0
movement_2_1_55.csv,0,2000,0
movement_2_1_56.csv,0,2000,0
movement_2_1_57.csv,0,2000,0
movement_2_1_58.csv,0,2000,0
movement_2_1_59.csv,0,2000,0
movement_2_1_60.csv,0,2000,0
movement_2_1_61.csv,0,2000,0
movement_2_1_62.csv,0,2000,0
movement_2_1_63.csv,0,2000,0
movement_2_1_64.csv,0,2000,0
movement_2_1_65.csv,0,2000,0
movement_2_1_66.csv,0,2000,0
movement_2_1_67.csv,0,2000,0
movement_2_1_68.csv,0,2000,0
movement_2_1_69.csv,0,2000,0
movement_2_1_70.csv,0,2000,0
movement_2_1_71.csv,0,2000,0
movement_2_1_72.csv,0,2000,0
movement_2_1_73.csv,0,2000,0
movement_2_1_74.csv,0,2000,0
movement_2_1_75.csv,0,2000,0
movement_2_1_76.csv,0,2000,0
movement_2_1_77.csv,0,2000,0
movement_2_1_78.csv,0,2000,0
movement_2_1_79.csv,0,2000,0
movement_2_1_80.csv,0,2000,0
movement_2_1_81.csv,0,2000,0
movement_2_1_82.csv,0,2000,0
movement_2_1_83.csv,0,2000,0
movement_2_1_84.csv,0,2000,0
movement_2_1_85.csv,0,2000,0
movement_2_1_86.csv,0,2000,0
movement_2_1_87.csv,0,2000,0
movement_2_1_88.csv,0,2000,0
movement_2_1_89.csv,0,2000,0
movement_2_1_90.csv,0,2000,0
movement_2_1_91.csv,0,2000,0
movement_2_1_92.csv,0,2000,0
movement_2_1_93.csv,0,2000,0
movement_2_1_94.csv,1017,2000,50.85
movement_2_1_95.csv,0,2000,0
movement_2_1_96.csv,0,2000,0
movement_2_1_97.csv,0,2000,0
movement_2_1_98.csv,0,2000,0
movement_2_1_99.csv,0,2000,0
movement_3_0_0.csv,0,2000,0
movement_3_0_1.csv,0,2000,0
movement_3_0_2.csv,0,2000,0
movement_3_0_3.csv,0,2000,0
movement_3_0_4.csv,0,2000,0
movement_3_0_5.csv,0,2000,0
movement_3_0_6.csv,0,2000,0
movement_3_0_7.csv,0,2000,0
movement_3_0_8.csv,0,2000,0
movement_3_0_9.csv,0,2000,0
movement_3_0_10.csv,0,2000,0
movement_3_0_11.csv,0,2000,0
movement_3_0_12.csv,0,2000,0
movement_3_0_13.csv,0,2000,0
movement_3_0_14.csv,0,2000,0
movement_3_0_15.csv,0,2000,0
movement_3_0_16.csv,0,2000,0
movement_3_0_17.csv,0,2000,0
movement_3_0_18.csv,0,2000,0
movement_3_0_19.csv,0,2000,0
movement_3_0_20.csv,0,2000,0
movement_3_0_21.csv,0,2000,0
movement_3_0_22.csv,0,2000,0
movement_3_0_23.csv,0,2000,0
movement_3_0_24.csv,0,2000,0
movement_3_0_25.csv,0,2000,0
movement_3_0_26.csv,0,2000,0
movement_3_0_27.csv,0,2000,0
movement_3_0_28.csv,0,2000,0
movement_3_0_29.csv,0,2000,0
movement_3_0_30.csv,0,2000,0
movement_3_0_31.csv,0,2000,0
movement_3_0_32.csv,0,2000,0
movement_3_0_33.csv,0,2000,0
movement_3_0_34.csv,0,2000,0
movement_3_0_35.csv,0,2000,0
movement_3_0_36.csv,0,2000,0
movement_3_0_37.csv,0,2000,0
movement_3_0_38.csv,0,2000,0
movement_3_0_39.csv,0,2000,0
movement_3_0_40.csv,0,2000,0
movement_3_0_41.csv,0,2000,0
movement_3_0_42.csv,0,2000,0
movement_3_0_43.csv,0,2000,0
movement_3_0_44.csv,0,2000,0
movement_3_0_45.csv,0,2000,0
movement_3_0_46.csv,0,2000,0
movement_3_0_47.csv,0,2000,0
movement_3_0_48.csv,0,2000,0
movement_3_0_49.csv,0,2000,0
movement_3_0_50.csv,0,2000,0
movement_3_0_51.csv,0,2000,0
movement_3_0_52.csv,0,2000,0
movement_3_0_53.csv,0,2000,0
movement_3_0_54.csv,0,2000,0
movement_3_0_55.csv,0,2000,0
movement_3_0_56.csv,0,2000,0
movement_3_0_57.csv,0,2000,0
movement_3_0_58.csv,0,2000,0
movement_3_0_59.csv,0,2000,0
movement_3_0_60.csv,0,2000,0
movement_3_0_61.csv,0,2000,0
movement_3_0_62.csv,0,2000,0
movement_3_0_63.csv,0,2000,0
movement_3_0_64.csv,0,2000,0
movement_3_0_65.csv,0,2000,0
movement_3_0_66.csv,0,2000,0
movement_3_0_67.csv,0,2000,0
movement_3_0_68.csv,0,2000,0
movement_3_0_69.csv,0,2000,0
movement_3_0_70.csv,0,2000,0
movement_3_0_71.csv,0,2000,0
movement_3_0_72.csv,0,2000,0
movement_3_0_73.csv,0,2000,0
movement_3_0_74.csv,0,2000,0
movement_3_0_75.csv,0,2000,0
movement_3_0_76.csv,0,2000,0
movement_3_0_77.csv,0,2000,0
movement_3_0_78.csv,0,2000,0
movement_3_0_79.csv,0,2000,0
movement_3_0_80.csv,0,2000,0
movement_3_0_81.csv,0,2000,0
movement_3_0_82.csv,0,2000,0
movement_3_0_83.csv,0,2000,0
movement_3_0_84.csv,0,2000,0
movement_3_0_85.csv,0,2000,0
movement_3_0_86.csv,0,2000,0
movement_3_0_87.csv,0,2000,0
movement_3_0_88.csv,0,2000,0
movement_3_0_89.csv,0,2000,0
movement_3_0_90.csv,0,2000,0
movement_3_0_91.csv,0,2000,0
movement_3_0_92.csv,0,2000,0
movement_3_0_93.csv,0,2000,0
movement_3_0_94.csv,0,2000,0
movement_3_0_95.csv,0,2000,0
movement_3_0_96.csv,0,2000,0
movement_3_0_97.csv,0,2000,0
movement_3_0_98.csv,0,2000,0
movement_3_0_99.csv,0,2000,0
movement_3_1_0.csv,0,2000,0
movement_3_1_1.csv,0,2000,0
movement_3_1_2.csv,0,2000,0
movement_3_1_3.csv,0,2000,0
movement_3_1_4.csv,0,2000,0
movement_3_1_5.csv,0,2000,0
movement_3_1_6.csv,0,2000,0
movement_3_1_7.csv,0,2000,0
movement_3_1_8.csv,0,2000,0
movement_3_1_9.csv,0,2000,0
movement_3_1_10.csv,0,2000,0
movement_3_1_11.csv,0,2000,0
movement_3_1_12.csv,0,2000,0
movement_3_1_13.csv,0,2000,0
movement_3_1_14.csv,0,2000,0
movement_3_1_15.csv,0,2000,0
movement_3_1_16.csv,0,2000,0
movement_3_1_17.csv,0,2000,0
movement_3_1_18.csv,0,2000,0
movement_3_1_19.csv,0,2000,0
movement_3_1_20.csv,0,2000,0
movement_3_1_21.csv,0,2000,0
movement_3_1_22.csv,0,2000,0
movement_3_1_23.csv,0,2000,0
