t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,2,2,0,3,0,13,1,3,1,3,0,14,13,0,0,3,0,2,14,1,1,3,0
1,1,3,2,1,3,0,12,1,3,1,3,0,14,12,0,0,3,0,3,14,1,2,3,0
2,1,3,1,1,1,0,11,1,3,2,3,0,14,11,0,0,3,0,4,14,1,3,3,0
3,1,3,0,1,1,0,10,1,3,3,3,0,14,10,0,1,3,0,5,14,1,4,3,0
4,1,3,3,1,1,0,9,1,3,4,3,0,14,10,3,1,1,0,6,14,1,5,3,0
5,1,3,2,1,1,0,8,1,3,5,3,0,14,10,2,1,1,0,7,14,1,6,3,0
6,1,3,1,1,1,0,7,1,3,6,3,0,14,11,2,1,3,0,8,14,1,6,3,0
7,2,3,1,2,3,0,6,1,3,7,3,0,14,12,2,1,3,0,8,14,0,6,1,0
8,2,3,0,2,1,0,6,1,2,7,1,0,14,13,2,1,3,0,8,13,0,7,3,0
9,2,2,0,3,3,0,6,2,2,8,3,0,14,13,1,1,1,0,8,12,0,8,3,0
10,2,1,0,4,3,0,6,2,1,8,1,0,14,13,1,1,3,0,8,12,3,8,1,0
11,2,1,0,4,3,0,6,2,0,8,1,0,14,13,1,1,3,0,7,12,3,9,3,0
12,2,1,0,4,3,0,6,1,0,8,3,0,14,13,1,1,3,0,6,12,3,9,3,0
13,2,1,0,4,3,0,6,1,0,8,3,0,14,13,1,1,3,0,6,12,2,9,1,0
14,2,1,0,4,3,0,6,1,3,8,1,0,14,13,1,1,3,0,6,13,2,9,3,0
15,2,1,0,4,3,0,5,1,3,9,3,0,14,13,0,1,1,0,6,14,2,9,3,0
16,2,1,0,4,3,0,4,1,3,10,3,0,14,13,3,1,1,0,6,14,1,9,1,0
17,2,1,0,4,3,0,3,1,3,11,3,0,13,13,3,2,3,0,7,14,1,9,3,0
18,2,1,0,4,3,0,3,1,3,11,3,0,12,13,3,3,3,0,7,14,0,9,1,0
19,2,1,0,4,3,0,3,1,2,11,1,0,11,13,3,3,3,0,7,13,0,10,3,0
20,2,1,0,4,3,0,3,2,2,11,3,0,11,13,2,3,1,0,7,12,0,10,3,0
21,2,1,0,4,3,0,3,3,2,12,3,0,11,13,1,3,1,0,7,12,3,10,1,0
22,2,1,0,4,3,0,3,3,1,12,1,0,12,13,1,3,3,0,6,12,3,10,3,0
23,2,1,0,4,3,0,3,3,0,12,1,0,13,13,1,3,3,0,5,12,3,11,3,0
24,2,1,3,4,1,0,3,2,0,12,3,0,14,13,1,3,3,0,4,12,3,12,3,0
25,1,1,3,4,3,0,3,2,3,12,1,0,14,13,1,3,3,0,4,12,2,12,1,0
26,1,1,3,4,3,0,2,2,3,12,3,0,14,13,0,3,1,0,4,13,2,13,3,0
27,1,1,2,4,1,0,1,2,3,12,3,0,14,13,3,3,1,0,4,14,2,13,3,0
28,1,1,2,4,3,0,1,2,3,12,3,0,13,13,3,3,3,0,4,14,2,13,3,0
29,1,1,1,4,1,0,1,2,3,12,3,0,12,13,3,3,3,0,4,14,2,13,3,0
30,1,1,0,4,1,0,1,2,3,12,3,0,11,13,3,3,3,0,4,14,2,13,3,0
31,1,1,0,4,3,0,1,2,3,12,3,0,10,13,3,4,3,0,4,14,2,13,3,0
32,1,1,0,4,3,0,1,2,3,12,3,0,10,13,2,4,1,0,4,14,2,13,3,0
33,1,1,0,4,3,0,1,2,3,12,3,0,10,13,1,4,1,0,4,14,1,13,1,0
34,1,1,0,4,3,0,1,2,3,12,3,0,11,13,1,4,3,0,5,14,1,13,3,0
35,1,1,0,4,3,0,1,2,3,12,3,0,11,13,0,4,1,0,5,14,0,13,1,0
36,1,1,3,4,1,0,1,2,3,12,3,0,11,12,0,5,3,0,5,13,0,14,3,0
37,1,1,3,4,3,0,1,2,3,12,3,0,11,12,3,5,1,0,5,12,0,14,3,0
38,1,1,2,4,1,0,1,2,3,12,3,0,10,12,3,5,3,0,5,11,0,14,3,0
39,1,1,2,4,3,0,1,2,2,12,1,0,10,12,2,5,1,0,5,11,3,14,1,0
40,1,2,2,4,3,0,1,3,2,12,3,0,10,13,2,5,3,0,4,11,3,14,3,0
