t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,2,2,1,3,0,14,1,0,0,2,0,14,14,1,0,2,0,1,14,2,0,2,0
1,1,3,2,1,3,0,14,1,1,0,2,0,14,14,1,0,3,0,1,14,3,0,2,0
2,1,3,3,1,2,0,14,1,1,0,3,0,14,14,1,0,3,0,1,14,3,0,3,0
3,1,3,3,1,3,0,14,1,2,0,2,0,14,14,2,0,2,0,1,14,3,0,3,0
4,1,3,3,1,3,0,14,1,3,0,2,0,14,14,3,0,2,0,1,14,3,0,3,0
5,1,3,3,1,3,0,14,1,2,0,1,0,13,14,3,1,3,0,1,14,3,0,3,0
6,1,3,0,1,2,0,14,2,2,1,3,0,13,14,0,1,2,0,1,14,3,0,3,0
7,1,3,1,1,2,0,14,3,2,2,3,0,13,13,0,2,3,0,1,14,0,0,2,0
8,2,3,1,1,3,0,14,3,3,2,2,0,13,12,0,3,3,0,1,13,0,1,3,0
9,3,3,1,2,3,0,14,3,0,2,2,0,13,12,1,3,2,0,1,13,1,1,2,0
10,3,3,2,2,2,0,14,3,1,2,2,0,14,12,1,4,3,0,1,13,2,1,2,0
11,3,4,2,3,3,0,14,3,2,2,2,0,14,12,1,4,3,0,1,14,2,1,3,0
12,3,5,2,3,3,0,14,4,2,2,3,0,14,12,1,4,3,0,1,14,2,1,3,0
13,3,6,2,4,3,0,14,4,3,2,2,0,14,12,1,4,3,0,1,14,3,1,2,0
14,3,6,3,4,2,0,14,4,0,2,2,0,14,12,2,4,2,0,1,14,0,1,2,0
15,3,6,0,4,2,0,14,4,1,2,2,0,14,13,2,5,3,0,1,13,0,1,3,0
16,3,6,1,4,2,0,14,4,1,2,3,0,14,14,2,5,3,0,1,12,0,2,3,0
17,4,6,1,5,3,0,14,4,2,2,2,0,14,14,2,5,3,0,1,11,0,3,3,0
18,4,6,2,5,2,0,14,4,3,2,2,0,14,14,3,5,2,0,1,10,0,4,3,0
19,4,6,3,5,2,0,14,4,0,2,2,0,13,14,3,5,3,0,1,10,1,4,2,0
20,4,6,0,5,2,0,14,3,0,2,3,0,13,14,0,5,2,0,1,10,2,4,2,0
21,4,5,0,6,3,0,14,3,1,2,2,0,13,13,0,5,3,0,1,11,2,4,3,0
22,4,5,1,6,2,0,14,3,2,2,2,0,13,12,0,5,3,0,1,11,3,4,2,0
23,5,5,1,7,3,0,14,3,3,2,2,0,13,12,1,5,2,0,1,11,3,4,3,0
24,6,5,1,8,3,0,14,3,0,2,2,0,13,12,2,5,2,0,1,11,0,4,2,0
25,7,5,1,8,3,0,14,2,0,2,3,0,13,12,3,5,2,0,1,10,0,4,3,0
26,8,5,1,9,3,0,14,2,1,2,2,0,13,12,0,5,2,0,1,10,1,4,2,0
27,8,5,2,9,2,0,14,2,1,2,0,0,13,11,0,6,3,0,1,10,2,4,2,0
28,8,5,3,9,2,0,14,2,2,2,2,0,13,10,0,7,3,0,1,10,3,4,2,0
29,7,5,3,9,3,0,14,3,2,2,3,0,13,10,1,7,2,0,1,10,0,4,2,0
30,6,5,3,9,3,0,14,4,2,2,3,0,13,10,1,7,0,0,1,9,0,5,3,0
31,6,5,0,9,2,0,14,5,2,3,3,0,13,10,2,7,2,0,1,8,0,6,3,0
32,6,5,1,9,2,0,14,6,2,4,3,0,13,10,3,7,2,0,1,8,1,6,2,0
33,7,5,1,9,3,0,14,6,3,4,2,0,13,10,0,7,2,0,2,8,1,7,3,0
34,8,5,1,9,3,0,14,6,0,4,2,0,13,9,0,8,3,0,2,8,1,7,0,0
35,8,5,2,9,2,0,14,5,0,4,3,0,13,8,0,9,3,0,2,8,2,7,2,0
36,8,5,3,9,2,0,14,5,1,4,2,0,13,8,1,9,2,0,2,8,3,7,2,0
37,7,5,3,9,3,0,14,5,1,4,3,0,13,8,2,9,2,0,2,8,0,7,2,0
38,7,5,0,9,2,0,14,5,2,4,2,0,13,8,3,9,2,0,2,8,1,7,2,0
39,7,4,0,10,3,0,14,5,3,4,2,0,13,8,0,9,2,0,3,8,1,8,3,0
40,7,3,0,10,3,0,14,5,0,4,2,0,13,8,1,9,2,0,4,8,1,8,3,0
41,7,3,1,10,2,0,14,4,0,4,3,0,14,8,1,10,3,0,4,8,2,8,2,0
