t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,2,2,1,3,0,13,1,3,0,3,0,14,13,0,1,3,0,1,14,0,0,1,0
1,1,3,2,1,3,0,12,1,3,1,3,0,14,13,3,1,1,0,1,13,0,1,3,0
2,1,4,2,1,3,0,11,1,3,1,3,0,14,13,2,1,1,0,1,13,3,1,1,0
3,1,4,1,1,1,0,10,1,3,1,3,0,14,14,2,1,3,0,1,13,3,1,3,0
4,2,4,1,2,3,0,9,1,3,1,3,0,14,14,2,1,3,0,1,13,3,1,3,0
5,3,4,1,3,3,0,8,1,3,2,3,0,14,14,1,1,1,0,1,13,2,1,1,0
6,4,4,1,3,3,0,8,1,2,2,1,0,14,14,1,1,3,0,1,14,2,1,3,0
7,5,4,1,4,3,0,8,1,1,2,1,0,14,14,0,1,1,0,1,14,2,1,3,0
8,6,4,1,5,3,0,9,1,1,2,3,0,14,13,0,1,3,0,1,14,2,1,3,0
9,7,4,1,6,3,0,10,1,1,2,3,0,14,12,0,1,3,0,1,14,2,1,3,0
10,8,4,1,6,3,0,10,1,0,2,1,0,14,11,0,2,3,0,1,14,2,1,3,0
11,9,4,1,7,3,0,10,1,0,2,3,0,14,10,0,3,3,0,1,14,1,1,1,0
12,10,4,1,8,3,0,10,1,0,2,3,0,14,9,0,3,3,0,2,14,1,1,3,0
13,11,4,1,9,3,0,10,1,3,2,1,0,14,8,0,4,3,0,3,14,1,2,3,0
14,11,4,0,9,1,0,9,1,3,2,3,0,14,7,0,4,3,0,3,14,0,2,1,0
15,11,4,3,9,1,0,8,1,3,2,3,0,14,6,0,5,3,0,3,14,3,2,1,0
16,10,4,3,9,3,0,7,1,3,3,3,0,14,6,3,5,1,0,2,14,3,2,3,0
17,9,4,3,9,3,0,6,1,3,4,3,0,13,6,3,6,3,0,1,14,3,2,3,0
18,9,4,2,9,1,0,5,1,3,5,3,0,13,6,2,6,1,0,1,14,2,2,1,0
