t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,1,1,0,1,0,14,1,2,0,1,0,14,14,3,0,1,0,2,14,1,1,3,0
1,2,1,1,1,3,0,14,1,2,0,0,0,14,14,3,0,0,0,2,14,0,1,1,0
2,2,1,0,1,1,0,14,1,2,0,0,0,13,14,3,1,3,0,2,13,0,2,3,0
3,2,1,0,1,0,0,14,1,1,0,1,0,13,14,2,1,1,0,2,12,0,2,3,0
4,2,1,0,1,3,0,14,1,0,0,1,0,13,14,2,1,0,0,2,11,0,3,3,0
5,2,1,3,1,1,0,14,1,0,0,3,0,13,14,2,1,3,0,2,10,0,4,3,0
6,2,1,2,1,1,0,14,1,1,0,2,0,13,14,2,1,3,0,2,10,1,4,2,0
7,2,2,2,2,3,0,14,1,1,0,3,0,13,14,1,1,1,0,2,10,0,4,1,0
8,2,3,2,3,3,0,14,1,1,0,3,0,13,14,2,1,2,0,2,10,1,4,2,0
9,2,4,2,4,3,0,14,1,1,0,0,0,13,14,1,1,1,0,3,10,1,5,3,0
10,2,4,1,4,1,0,14,1,2,0,2,0,13,14,0,1,1,0,3,10,0,5,1,0
11,3,4,1,4,3,0,14,2,2,1,3,0,13,14,3,1,1,0,3,10,3,5,1,0
12,3,4,0,4,1,0,14,3,2,2,3,0,12,14,3,1,3,0,2,10,3,5,3,0
13,3,4,3,4,1,0,14,4,2,3,3,0,11,14,3,1,3,0,2,10,2,5,1,0
14,3,4,2,4,1,0,14,4,2,3,0,0,10,14,3,2,3,0,2,11,2,5,3,0
15,3,5,2,5,3,0,14,5,2,4,3,0,10,14,2,2,1,0,2,11,1,5,1,0
16,3,5,1,5,1,0,14,5,1,4,1,0,10,14,1,2,1,0,2,11,0,5,1,0
17,3,5,0,5,1,0,14,5,1,4,0,0,11,14,1,2,3,0,2,11,3,5,1,0
18,3,4,0,5,3,0,14,5,1,4,3,0,11,14,1,2,0,0,2,11,2,5,1,0
19,3,4,1,5,2,0,14,5,1,4,0,0,12,14,1,2,3,0,2,12,2,5,3,0
20,3,4,2,5,2,0,14,5,0,4,1,0,12,14,2,2,2,0,2,12,1,5,1,0
21,3,4,1,5,1,0,14,4,0,4,3,0,12,14,2,2,3,0,3,12,1,6,3,0
22,3,4,1,5,0,0,14,3,0,4,3,0,12,14,1,2,1,0,3,12,0,6,1,0
23,3,4,0,5,1,0,14,3,0,4,0,0,12,14,0,2,1,0,3,12,3,6,1,0
24,3,4,1,5,2,0,14,3,1,4,2,0,12,13,0,2,3,0,2,12,3,6,3,0
25,3,4,1,5,0,0,14,3,1,4,0,0,12,13,3,2,1,0,2,12,3,6,0,0
26,4,4,1,6,3,0,14,3,1,4,0,0,12,13,2,2,1,0,1,12,3,7,3,0
27,5,4,1,7,3,0,14,3,0,4,1,0,12,13,2,2,0,0,1,12,3,7,0,0
28,5,4,0,7,1,0,14,3,1,4,2,0,12,14,2,2,3,0,1,12,2,7,1,0
29,5,4,1,7,2,0,14,3,2,4,2,0,12,14,2,2,3,0,1,13,2,8,3,0
