t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,1,3,0,2,0,14,1,0,0,2,0,14,14,1,0,2,0,1,14,2,0,2,0
1,1,1,3,0,3,0,14,1,0,0,3,0,14,14,1,0,3,0,1,14,2,0,3,0
2,1,1,3,0,3,0,14,1,0,0,3,0,14,14,1,0,3,0,1,14,1,0,1,0
3,1,1,3,0,3,0,14,1,0,0,3,0,14,14,1,0,3,0,1,14,0,0,1,0
4,1,1,2,0,1,0,14,1,0,0,3,0,14,14,1,0,3,0,1,13,0,1,3,0
5,1,2,2,1,3,0,14,1,0,0,3,0,14,14,1,0,3,0,1,12,0,2,3,0
6,1,3,2,2,3,0,14,1,0,0,3,0,14,14,0,0,1,0,1,11,0,3,3,0
7,1,3,1,2,1,0,14,1,3,0,1,0,14,13,0,0,3,0,1,10,0,4,3,0
8,1,3,0,2,1,0,13,1,3,1,3,0,14,12,0,0,3,0,1,9,0,5,3,0
9,1,3,3,2,1,0,12,1,3,1,3,0,14,11,0,1,3,0,1,9,3,5,1,0
10,1,3,3,2,3,0,11,1,3,1,3,0,14,10,0,2,3,0,1,9,3,5,3,0
11,1,3,2,2,1,0,10,1,3,2,3,0,14,10,3,2,1,0,1,9,3,5,3,0
12,1,3,1,2,1,0,9,1,3,3,3,0,13,10,3,3,3,0,1,9,3,5,3,0
13,2,3,1,3,3,0,8,1,3,4,3,0,12,10,3,3,3,0,1,9,3,5,3,0
14,3,3,1,4,3,0,7,1,3,4,3,0,12,10,2,3,1,0,1,9,3,5,3,0
15,4,3,1,5,3,0,6,1,3,5,3,0,12,11,2,4,3,0,1,9,3,5,3,0
16,5,3,1,6,3,0,5,1,3,5,3,0,12,11,1,4,1,0,1,9,2,5,1,0
17,6,3,1,6,3,0,5,1,2,5,1,0,13,11,1,5,3,0,1,10,2,5,3,0
18,7,3,1,6,3,0,5,2,2,6,3,0,13,11,0,5,1,0,1,11,2,5,3,0
19,7,3,0,6,1,0,5,3,2,6,3,0,13,10,0,5,3,0,1,12,2,5,3,0
20,7,2,0,6,3,0,5,4,2,7,3,0,13,9,0,6,3,0,1,13,2,5,3,0
21,7,1,0,6,3,0,5,4,1,7,1,0,13,8,0,6,3,0,1,14,2,5,3,0
22,7,1,0,6,3,0,6,4,1,8,3,0,13,7,0,7,3,0,1,14,1,5,1,0
23,7,1,0,6,3,0,7,4,1,8,3,0,13,6,0,8,3,0,1,14,0,5,1,0
24,7,1,0,6,3,0,8,4,1,9,3,0,13,5,0,9,3,0,1,13,0,5,3,0
25,7,1,0,6,3,0,9,4,1,10,3,0,13,4,0,10,3,0,1,12,0,5,3,0
26,7,1,0,6,3,0,10,4,1,10,3,0,13,4,3,10,1,0,1,11,0,5,3,0
27,7,1,3,6,1,0,11,4,1,11,3,0,13,4,2,10,1,0,1,10,0,5,3,0
28,7,1,2,6,1,0,11,4,0,11,1,0,13,5,2,10,3,0,1,10,3,5,1,0
29,7,2,2,6,3,0,11,3,0,12,3,0,13,6,2,10,3,0,1,10,3,5,3,0
30,7,3,2,6,3,0,11,2,0,13,3,0,13,7,2,10,3,0,1,10,2,5,1,0
31,7,4,2,6,3,0,11,1,0,13,3,0,13,8,2,10,3,0,1,11,2,5,3,0
32,7,5,2,6,3,0,11,1,0,13,3,0,13,9,2,10,3,0,1,11,1,5,1,0
33,7,5,1,6,1,0,11,1,0,13,3,0,13,9,1,10,1,0,2,11,1,5,3,0
34,7,5,0,6,1,0,11,1,0,13,3,0,14,9,1,11,3,0,3,11,1,6,3,0
35,7,5,3,6,1,0,11,1,3,13,1,0,14,9,1,11,3,0,4,11,1,6,3,0
36,6,5,3,7,3,0,10,1,3,13,3,0,14,9,0,11,1,0,5,11,1,7,3,0
37,6,5,2,7,1,0,9,1,3,13,3,0,14,8,0,12,3,0,6,11,1,8,3,0
38,6,5,1,7,1,0,8,1,3,13,3,0,14,8,3,12,1,0,7,11,1,8,3,0
39,6,5,0,7,1,0,8,1,2,13,1,0,13,8,3,12,3,0,8,11,1,9,3,0
40,6,4,0,7,3,0,8,1,1,13,1,0,12,8,3,13,3,0,9,11,1,10,3,0
41,6,3,0,7,3,0,9,1,1,13,3,0,12,8,2,13,1,0,9,11,0,10,1,0
42,6,2,0,8,3,0,10,1,1,13,3,0,12,9,2,14,3,0,9,11,3,10,1,0
43,6,1,0,8,3,0,11,1,1,13,3,0,12,10,2,14,3,0,9,11,2,10,1,0
44,6,1,0,8,3,0,12,1,1,13,3,0,12,11,2,14,3,0,9,12,2,11,3,0
45,6,1,0,8,3,0,12,1,0,13,1,0,12,12,2,14,3,0,9,13,2,12,3,0
46,6,1,0,8,3,0,12,1,0,13,3,0,12,13,2,15,3,0,9,14,2,13,3,0
47,6,1,0,8,3,0,12,1,3,13,1,0,12,14,2,16,3,0,9,14,2,13,3,0
48,6,1,0,8,3,0,12,1,2,13,1,0,12,14,2,16,3,0,9,14,2,13,3,0
49,6,1,0,8,3,0,12,1,1,13,1,0,12,14,2,16,3,0,9,14,1,13,1,0
50,6,1,0,8,3,0,13,1,1,13,3,0,12,14,2,16,3,0,10,14,1,13,3,0
51,6,1,0,8,3,0,14,1,1,13,3,0,12,14,2,16,3,0,11,14,1,13,3,0
52,6,1,0,8,3,0,14,1,1,13,3,0,12,14,1,16,1,0,11,14,1,13,3,0
53,6,1,3,8,1,0,14,1,0,13,1,0,13,14,1,17,3,0,11,14,0,13,1,0
54,5,1,3,8,3,0,14,1,0,13,3,0,14,14,1,17,3,0,11,13,0,13,3,0
55,5,1,2,8,1,0,14,1,3,13,1,0,14,14,1,17,3,0,11,12,0,14,3,0
56,5,2,2,8,3,0,13,1,3,13,3,0,14,14,1,17,3,0,11,11,0,15,3,0
57,5,3,2,8,3,0,12,1,3,13,3,0,14,14,1,17,3,0,11,10,0,16,3,0
58,5,3,1,8,1,0,11,1,3,13,3,0,14,14,1,17,3,0,11,9,0,16,3,0
59,5,3,0,8,1,0,10,1,3,13,3,0,14,14,1,17,3,0,11,8,0,17,3,0
60,5,2,0,8,3,0,9,1,3,13,3,0,14,14,1,17,3,0,11,7,0,18,3,0
61,5,1,0,8,3,0,8,1,3,13,3,0,14,14,1,17,3,0,11,6,0,19,3,0
62,5,1,3,8,1,0,8,1,2,13,1,0,14,14,1,17,3,0,11,5,0,19,3,0
63,4,1,3,8,3,0,8,1,1,13,1,0,14,14,0,17,1,0,11,4,0,19,3,0
64,3,1,3,9,3,0,9,1,1,13,3,0,14,13,0,17,3,0,11,3,0,19,3,0
65,2,1,3,10,3,0,9,1,0,13,1,0,14,12,0,17,3,0,11,2,0,19,3,0
66,1,1,3,10,3,0,9,1,3,13,1,0,14,11,0,17,3,0,11,1,0,19,3,0
67,1,1,3,10,3,0,8,1,3,13,3,0,14,11,3,17,1,0,11,1,3,19,1,0
68,1,1,3,10,3,0,7,1,3,13,3,0,13,11,3,17,3,0,10,1,3,19,3,0
69,1,1,3,10,3,0,6,1,3,13,3,0,12,11,3,17,3,0,10,1,2,19,1,0
70,1,1,3,10,3,0,6,1,2,13,1,0,12,11,2,17,1,0,10,2,2,20,3,0
71,1,1,3,10,3,0,6,2,2,13,3,0,12,12,2,17,3,0,10,3,2,20,3,0
72,1,1,2,10,1,0,6,3,2,13,3,0,12,13,2,17,3,0,10,4,2,20,3,0
73,1,2,2,10,3,0,6,4,2,13,3,0,12,14,2,17,3,0,10,5,2,21,3,0
74,1,3,2,10,3,0,6,4,1,13,1,0,12,14,2,17,3,0,10,6,2,22,3,0
75,1,4,2,11,3,0,7,4,1,13,3,0,12,14,1,17,1,0,10,7,2,23,3,0
76,1,5,2,12,3,0,8,4,1,13,3,0,12,14,0,17,1,0,10,7,1,23,1,0
77,1,6,2,13,3,0,9,4,1,13,3,0,12,13,0,17,3,0,11,7,1,23,3,0
78,1,7,2,14,3,0,9,4,0,13,1,0,12,12,0,17,3,0,11,7,0,23,1,0
79,1,8,2,15,3,0,9,3,0,13,3,0,12,12,3,17,1,0,11,6,0,23,3,0
80,1,8,1,15,1,0,9,3,3,13,1,0,11,12,3,17,3,0,11,6,3,23,1,0
81,2,8,1,16,3,0,8,3,3,14,3,0,10,12,3,18,3,0,10,6,3,23,3,0
82,3,8,1,17,3,0,7,3,3,14,3,0,9,12,3,18,3,0,9,6,3,23,3,0
83,3,8,0,17,1,0,6,3,3,14,3,0,8,12,3,19,3,0,8,6,3,24,3,0
84,3,8,3,17,1,0,5,3,3,14,3,0,7,12,3,19,3,0,7,6,3,25,3,0
85,3,8,2,17,1,0,5,3,2,14,1,0,6,12,3,20,3,0,7,6,2,25,1,0
86,3,8,1,17,1,0,5,4,2,14,3,0,6,12,2,20,1,0,7,7,2,26,3,0
87,4,8,1,18,3,0,5,5,2,15,3,0,6,12,1,20,1,0,7,8,2,27,3,0
88,5,8,1,19,3,0,5,6,2,16,3,0,6,12,0,20,1,0,7,9,2,28,3,0
89,6,8,1,20,3,0,5,6,1,16,1,0,6,11,0,20,3,0,7,10,2,29,3,0
90,6,8,0,20,1,0,6,6,1,16,3,0,6,11,3,20,1,0,7,10,1,29,1,0
91,6,8,3,20,1,0,7,6,1,16,3,0,6,11,2,20,1,0,8,10,1,30,3,0
92,5,8,3,20,3,0,8,6,1,16,3,0,6,12,2,20,3,0,9,10,1,31,3,0
93,4,8,3,20,3,0,9,6,1,16,3,0,6,12,1,20,1,0,9,10,0,31,1,0
94,3,8,3,20,3,0,9,6,0,16,1,0,7,12,1,20,3,0,9,10,3,31,1,0
95,2,8,3,20,3,0,9,5,0,17,3,0,8,12,1,20,3,0,8,10,3,31,3,0
96,2,8,2,20,1,0,9,4,0,17,3,0,9,12,1,20,3,0,7,10,3,31,3,0
97,2,8,1,20,1,0,9,3,0,17,3,0,10,12,1,20,3,0,6,10,3,31,3,0
98,3,8,1,20,3,0,9,2,0,18,3,0,10,12,0,20,1,0,5,10,3,32,3,0
99,4,8,1,20,3,0,9,1,0,18,3,0,10,11,0,21,3,0,4,10,3,33,3,0
100,4,8,0,20,1,0,9,1,0,18,3,0,10,10,0,22,3,0,3,10,3,33,3,0
101,4,7,0,21,3,0,9,1,0,18,3,0,10,9,0,22,3,0,2,10,3,33,3,0
102,4,6,0,22,3,0,9,1,0,18,3,0,10,8,0,23,3,0,1,10,3,33,3,0
103,4,6,3,22,1,0,9,1,0,18,3,0,10,7,0,23,3,0,1,10,3,33,3,0
104,3,6,3,23,3,0,9,1,3,18,1,0,10,7,3,23,1,0,1,10,2,33,1,0
105,2,6,3,24,3,0,8,1,3,18,3,0,10,7,2,23,1,0,1,11,2,33,3,0
106,2,6,2,24,1,0,7,1,3,18,3,0,10,8,2,23,3,0,1,12,2,33,3,0
107,2,7,2,25,3,0,6,1,3,18,3,0,10,9,2,23,3,0,1,13,2,33,3,0
108,2,8,2,25,3,0,5,1,3,18,3,0,10,10,2,23,3,0,1,13,1,33,1,0
109,2,9,2,26,3,0,4,1,3,18,3,0,10,11,2,23,3,0,2,13,1,34,3,0
