t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,2,2,1,3,0,13,1,3,1,3,0,14,14,3,0,1,0,1,14,0,0,1,0
1,1,3,2,2,3,0,12,1,3,1,3,0,13,14,3,1,3,0,1,13,0,1,3,0
2,1,4,2,2,3,0,11,1,3,1,3,0,12,14,3,2,3,0,1,13,3,1,1,0
3,1,5,2,3,3,0,11,1,2,1,1,0,12,14,2,2,1,0,1,13,3,1,3,0
4,1,6,2,3,3,0,11,2,2,2,3,0,12,14,1,2,1,0,1,13,3,1,3,0
5,1,6,1,3,1,0,11,3,2,2,3,0,12,14,0,2,1,0,1,13,3,1,3,0
6,2,6,1,4,3,0,11,4,2,3,3,0,12,13,0,3,3,0,1,13,3,1,3,0
7,3,6,1,5,3,0,11,5,2,4,3,0,12,12,0,4,3,0,1,13,3,1,3,0
8,3,6,0,5,1,0,11,6,2,5,3,0,12,11,0,4,3,0,1,13,3,1,3,0
9,3,5,0,6,3,0,11,6,1,5,1,0,12,10,0,5,3,0,1,13,3,1,3,0
10,3,4,0,7,3,0,11,6,0,5,1,0,12,9,0,5,3,0,1,13,2,1,1,0
11,3,3,0,8,3,0,11,6,3,5,1,0,12,8,0,6,3,0,1,13,1,1,1,0
12,3,2,0,8,3,0,10,6,3,6,3,0,12,7,0,6,3,0,2,13,1,2,3,0
13,3,1,0,8,3,0,9,6,3,7,3,0,12,7,3,6,1,0,2,13,0,2,1,0
14,3,1,0,8,3,0,8,6,3,8,3,0,12,7,2,6,1,0,2,12,0,3,3,0
15,3,1,0,8,3,0,8,6,2,8,1,0,12,7,1,6,1,0,2,12,3,3,1,0
16,3,1,3,8,1,0,8,7,2,9,3,0,12,7,0,6,1,0,1,12,3,4,3,0
17,2,1,3,9,3,0,8,8,2,10,3,0,12,6,0,7,3,0,1,12,3,4,3,0
18,1,1,3,9,3,0,8,9,2,11,3,0,12,5,0,8,3,0,1,12,3,4,3,0
19,1,1,3,9,3,0,8,10,2,11,3,0,12,4,0,9,3,0,1,12,2,4,1,0
20,1,1,3,9,3,0,8,11,2,12,3,0,12,3,0,10,3,0,1,13,2,4,3,0
21,1,1,2,9,1,0,8,11,1,12,1,0,12,3,3,10,1,0,1,14,2,4,3,0
22,1,2,2,9,3,0,9,11,1,13,3,0,12,3,2,10,1,0,1,14,2,4,3,0
23,1,2,1,9,1,0,9,11,0,13,1,0,12,4,2,10,3,0,1,14,2,4,3,0
24,2,2,1,9,3,0,9,11,3,13,1,0,12,5,2,10,3,0,1,14,2,4,3,0
25,2,2,0,9,1,0,9,11,2,13,1,0,12,6,2,10,3,0,1,14,1,4,1,0
26,2,2,3,9,1,0,9,12,2,14,3,0,12,6,1,10,1,0,2,14,1,5,3,0
27,1,2,3,9,3,0,9,12,1,14,1,0,13,6,1,10,3,0,2,14,0,5,1,0
28,1,2,3,9,3,0,9,12,0,14,1,0,14,6,1,11,3,0,2,13,0,5,3,0
29,1,2,3,9,3,0,9,12,3,14,1,0,14,6,1,11,3,0,2,13,3,5,1,0
30,1,2,3,9,3,0,9,12,2,14,1,0,14,6,1,11,3,0,1,13,3,5,3,0
31,1,2,3,9,3,0,9,13,2,15,3,0,14,6,1,11,3,0,1,13,3,5,3,0
32,1,2,2,9,1,0,9,14,2,16,3,0,14,6,1,11,3,0,1,13,2,5,1,0
33,1,3,2,9,3,0,9,14,2,16,3,0,14,6,1,11,3,0,1,14,2,5,3,0
34,1,4,2,9,3,0,9,14,1,16,1,0,14,6,1,11,3,0,1,14,2,5,3,0
35,1,5,2,9,3,0,10,14,1,17,3,0,14,6,0,11,1,0,1,14,2,5,3,0
36,1,6,2,9,3,0,11,14,1,18,3,0,14,5,0,12,3,0,1,14,2,5,3,0
37,1,6,1,9,1,0,11,14,0,18,1,0,14,4,0,13,3,0,1,14,2,5,3,0
38,2,6,1,9,3,0,11,13,0,18,3,0,14,3,0,14,3,0,1,14,1,5,1,0
39,3,6,1,9,3,0,11,12,0,19,3,0,14,2,0,15,3,0,2,14,1,5,3,0
40,4,6,1,9,3,0,11,12,3,19,1,0,14,1,0,15,3,0,3,14,1,6,3,0
41,5,6,1,10,3,0,10,12,3,20,3,0,14,1,0,15,3,0,4,14,1,7,3,0
42,6,6,1,10,3,0,9,12,3,20,3,0,14,1,0,15,3,0,4,14,0,7,1,0
43,6,6,0,10,1,0,8,12,3,21,3,0,14,1,0,15,3,0,4,13,0,8,3,0
44,6,5,0,11,3,0,8,12,2,21,1,0,14,1,3,15,1,0,4,12,0,9,3,0
45,6,5,3,11,1,0,8,13,2,22,3,0,13,1,3,15,3,0,4,11,0,9,3,0
46,6,5,2,11,1,0,8,14,2,23,3,0,12,1,3,15,3,0,4,11,3,9,1,0
47,6,6,2,11,3,0,8,14,2,23,3,0,11,1,3,15,3,0,4,11,2,9,1,0
48,6,7,2,11,3,0,8,14,2,23,3,0,11,1,2,15,1,0,4,12,2,9,3,0
49,6,8,2,12,3,0,8,14,1,23,1,0,11,2,2,15,3,0,4,13,2,9,3,0
50,6,9,2,13,3,0,8,14,0,23,1,0,11,3,2,15,3,0,4,14,2,9,3,0
51,6,10,2,14,3,0,8,13,0,23,3,0,11,4,2,15,3,0,4,14,1,9,1,0
52,6,10,1,14,1,0,8,12,0,23,3,0,11,5,2,15,3,0,5,14,1,10,3,0
53,7,10,1,15,3,0,8,12,3,23,1,0,11,6,2,15,3,0,5,14,0,10,1,0
54,8,10,1,15,3,0,7,12,3,24,3,0,11,7,2,15,3,0,5,13,0,10,3,0
55,9,10,1,16,3,0,6,12,3,25,3,0,11,8,2,16,3,0,5,12,0,11,3,0
56,10,10,1,17,3,0,5,12,3,25,3,0,11,9,2,16,3,0,5,11,0,12,3,0
57,10,10,1,17,3,0,4,12,3,25,3,0,11,10,2,17,3,0,5,10,0,13,3,0
58,10,10,1,17,3,0,3,12,3,25,3,0,11,10,1,17,1,0,5,10,3,13,1,0
59,10,10,1,17,3,0,3,12,2,25,1,0,11,10,0,17,1,0,5,10,2,13,1,0
60,11,10,1,17,3,0,3,13,2,26,3,0,11,9,0,17,3,0,5,11,2,13,3,0
61,12,10,1,17,3,0,3,13,1,26,1,0,11,8,0,17,3,0,5,12,2,13,3,0
62,13,10,1,17,3,0,4,13,1,26,3,0,11,7,0,17,3,0,5,12,1,13,1,0
63,14,10,1,18,3,0,4,13,0,26,1,0,11,6,0,17,3,0,6,12,1,13,3,0
64,14,10,1,18,3,0,4,13,3,26,1,0,11,5,0,17,3,0,7,12,1,13,3,0
65,14,10,1,18,3,0,3,13,3,26,3,0,11,4,0,17,3,0,8,12,1,13,3,0
66,14,10,1,18,3,0,3,13,2,26,1,0,11,3,0,17,3,0,9,12,1,13,3,0
67,14,10,0,18,1,0,3,13,1,26,1,0,11,2,0,17,3,0,10,12,1,13,3,0
68,14,9,0,19,3,0,3,13,0,26,1,0,11,1,0,17,3,0,11,12,1,13,3,0
69,14,8,0,20,3,0,3,12,0,26,3,0,11,1,0,17,3,0,12,12,1,13,3,0
70,14,7,0,21,3,0,3,12,3,26,1,0,11,1,0,17,3,0,13,12,1,14,3,0
71,14,6,0,21,3,0,3,12,2,26,1,0,11,1,3,17,1,0,14,12,1,14,3,0
72,14,5,0,21,3,0,3,13,2,26,3,0,10,1,3,18,3,0,14,12,0,14,1,0
73,14,5,3,21,1,0,3,14,2,26,3,0,9,1,3,18,3,0,14,11,0,15,3,0
74,13,5,3,21,3,0,3,14,2,26,3,0,8,1,3,18,3,0,14,10,0,15,3,0
75,12,5,3,21,3,0,3,14,2,26,3,0,7,1,3,19,3,0,14,9,0,15,3,0
76,11,5,3,21,3,0,3,14,1,26,1,0,6,1,3,20,3,0,14,8,0,15,3,0
77,11,5,2,21,1,0,4,14,1,26,3,0,5,1,3,21,3,0,14,7,0,15,3,0
78,11,6,2,21,3,0,5,14,1,26,3,0,4,1,3,22,3,0,14,6,0,15,3,0
79,11,7,2,21,3,0,6,14,1,27,3,0,3,1,3,22,3,0,14,5,0,15,3,0
80,11,8,2,21,3,0,6,14,0,27,1,0,2,1,3,22,3,0,14,4,0,15,3,0
81,11,9,2,21,3,0,6,14,3,27,1,0,2,1,2,22,1,0,14,4,3,15,1,0
82,11,10,2,21,3,0,5,14,3,27,3,0,2,2,2,22,3,0,13,4,3,16,3,0
83,11,11,2,22,3,0,4,14,3,27,3,0,2,2,1,22,1,0,13,4,2,16,1,0
84,11,11,1,22,1,0,3,14,3,27,3,0,2,2,0,22,1,0,13,5,2,16,3,0
85,12,11,1,22,3,0,2,14,3,27,3,0,2,1,0,22,3,0,13,6,2,16,3,0
86,13,11,1,23,3,0,1,14,3,27,3,0,2,1,3,22,1,0,13,6,1,16,1,0
87,14,11,1,23,3,0,1,14,3,27,3,0,2,1,2,22,1,0,14,6,1,16,3,0
88,14,11,1,23,3,0,1,14,3,27,3,0,2,2,2,22,3,0,14,6,1,16,3,0
89,14,11,1,23,3,0,1,14,3,27,3,0,2,3,2,23,3,0,14,6,1,16,3,0
90,14,11,1,23,3,0,1,14,3,27,3,0,2,4,2,24,3,0,14,6,1,16,3,0
91,14,11,0,23,1,0,1,14,3,27,3,0,2,5,2,25,3,0,14,6,1,16,3,0
92,14,11,3,23,1,0,1,14,3,27,3,0,2,5,1,25,1,0,14,6,0,16,1,0
93,13,11,3,23,3,0,1,14,3,27,3,0,2,5,0,25,1,0,14,6,3,16,1,0
94,13,11,2,23,1,0,1,14,3,27,3,0,2,5,3,25,1,0,14,6,2,16,1,0
95,13,12,2,23,3,0,1,14,3,27,3,0,1,5,3,25,3,0,14,7,2,16,3,0
96,13,13,2,23,3,0,1,14,2,27,1,0,1,5,3,25,3,0,14,8,2,16,3,0
97,13,14,2,23,3,0,1,14,2,27,3,0,1,5,2,25,1,0,14,9,2,16,3,0
98,13,14,1,23,1,0,1,14,2,27,3,0,1,5,1,25,1,0,14,10,2,16,3,0
99,14,14,1,23,3,0,1,14,2,27,3,0,2,5,1,25,3,0,14,11,2,16,3,0
100,14,14,1,23,3,0,1,14,2,27,3,0,3,5,1,25,3,0,14,12,2,16,3,0
101,14,14,0,23,1,0,1,14,2,27,3,0,3,5,0,25,1,0,14,13,2,17,3,0
102,14,14,0,23,3,0,1,14,1,27,1,0,3,4,0,25,3,0,14,13,1,17,1,0
103,14,14,0,23,3,0,2,14,1,27,3,0,3,3,0,25,3,0,14,13,1,17,3,0
104,14,14,0,23,3,0,3,14,1,27,3,0,3,2,0,25,3,0,14,13,0,17,1,0
105,14,14,0,23,3,0,4,14,1,27,3,0,3,1,0,25,3,0,14,12,0,17,3,0
106,14,13,0,23,3,0,5,14,1,27,3,0,3,1,0,25,3,0,14,11,0,17,3,0
107,14,13,3,23,1,0,6,14,1,27,3,0,3,1,0,25,3,0,14,10,0,17,3,0
108,13,13,3,23,3,0,7,14,1,28,3,0,3,1,0,25,3,0,14,10,3,17,1,0
109,12,13,3,23,3,0,8,14,1,28,3,0,3,1,0,25,3,0,13,10,3,17,3,0
110,11,13,3,23,3,0,9,14,1,28,3,0,3,1,0,25,3,0,13,10,2,17,1,0
111,11,13,2,23,1,0,9,14,0,28,1,0,3,1,0,25,3,0,13,10,1,17,1,0
112,11,14,2,23,3,0,9,13,0,28,3,0,3,1,0,25,3,0,14,10,1,17,3,0
113,11,14,1,23,1,0,9,12,0,28,3,0,3,1,0,25,3,0,14,10,1,17,3,0
114,12,14,1,23,3,0,9,11,0,28,3,0,3,1,0,25,3,0,14,10,1,17,3,0
115,13,14,1,23,3,0,9,11,3,28,1,0,3,1,0,25,3,0,14,10,1,17,3,0
116,14,14,1,23,3,0,8,11,3,28,3,0,3,1,0,25,3,0,14,10,0,17,1,0
117,14,14,1,23,3,0,7,11,3,29,3,0,3,1,3,25,1,0,14,9,0,17,3,0
118,14,14,0,23,1,0,7,11,2,29,1,0,2,1,3,25,3,0,14,9,3,17,1,0
119,14,13,0,23,3,0,7,12,2,29,3,0,2,1,2,25,1,0,13,9,3,18,3,0
120,14,12,0,23,3,0,7,13,2,30,3,0,2,2,2,25,3,0,13,9,2,18,1,0
121,14,12,3,23,1,0,7,14,2,30,3,0,2,3,2,25,3,0,13,10,2,18,3,0
122,13,12,3,23,3,0,7,14,2,30,3,0,2,3,1,25,1,0,13,11,2,18,3,0
123,13,12,2,23,1,0,7,14,2,30,3,0,3,3,1,25,3,0,13,11,2,18,3,0
124,13,12,1,23,1,0,7,14,1,30,1,0,4,3,1,26,3,0,13,11,2,18,3,0
125,14,12,1,23,3,0,8,14,1,30,3,0,4,3,0,26,1,0,13,12,2,18,3,0
126,14,12,1,23,3,0,8,14,0,30,1,0,4,2,0,27,3,0,13,12,1,18,1,0
127,14,12,0,23,1,0,8,13,0,30,3,0,4,1,0,27,3,0,13,12,0,18,1,0
128,14,11,0,23,3,0,8,13,3,30,1,0,4,1,0,27,3,0,13,11,0,18,3,0
129,14,10,0,23,3,0,7,13,3,30,3,0,4,1,0,27,3,0,13,10,0,18,3,0
130,14,9,0,23,3,0,6,13,3,31,3,0,4,1,0,27,3,0,13,9,0,18,3,0
131,14,8,0,23,3,0,5,13,3,31,3,0,4,1,0,27,3,0,13,9,3,18,1,0
132,14,7,0,23,3,0,5,13,2,31,1,0,4,1,0,27,3,0,12,9,3,18,3,0
133,14,6,0,23,3,0,5,14,2,31,3,0,4,1,0,27,3,0,12,9,2,18,1,0
134,14,5,0,23,3,0,5,14,2,31,3,0,4,1,0,27,3,0,12,10,2,18,3,0
135,14,4,0,23,3,0,5,14,2,31,3,0,4,1,0,27,3,0,12,11,2,18,3,0
136,14,3,0,23,3,0,5,14,1,31,1,0,4,1,0,27,3,0,12,12,2,18,3,0
137,14,2,0,23,3,0,6,14,1,31,3,0,4,1,0,27,3,0,12,12,1,18,1,0
138,14,1,0,23,3,0,7,14,1,31,3,0,4,1,3,27,1,0,13,12,1,18,3,0
139,14,1,0,23,3,0,7,14,0,31,1,0,3,1,3,27,3,0,13,12,0,18,1,0
140,14,1,0,23,3,0,7,13,0,31,3,0,2,1,3,27,3,0,13,11,0,18,3,0
141,14,1,0,23,3,0,7,12,0,31,3,0,1,1,3,27,3,0,13,10,0,18,3,0
142,14,1,3,23,1,0,7,11,0,31,3,0,1,1,3,27,3,0,13,10,3,18,1,0
143,14,1,2,23,1,0,7,10,0,31,3,0,1,1,2,27,1,0,12,10,3,18,3,0
144,14,2,2,23,3,0,7,9,0,32,3,0,1,1,1,27,1,0,11,10,3,18,3,0
145,14,3,2,23,3,0,7,8,0,33,3,0,1,1,0,27,1,0,10,10,3,18,3,0
146,14,4,2,23,3,0,7,8,3,33,1,0,1,1,3,27,1,0,10,10,2,18,1,0
147,14,5,2,23,3,0,6,8,3,33,3,0,1,1,3,27,3,0,10,11,2,19,3,0
148,14,6,2,23,3,0,6,8,2,33,1,0,1,1,2,27,1,0,10,12,2,19,3,0
149,14,7,2,23,3,0,6,9,2,33,3,0,1,1,1,27,1,0,10,13,2,19,3,0
