t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,2,2,1,3,0,13,1,3,0,3,0,14,14,3,0,1,0,2,14,1,1,3,0
1,1,3,2,2,3,0,12,1,3,1,3,0,13,14,3,0,3,0,2,14,0,1,1,0
2,1,4,2,3,3,0,11,1,3,2,3,0,13,14,2,0,1,0,2,13,0,2,3,0
3,1,5,2,4,3,0,10,1,3,3,3,0,13,14,1,0,1,0,2,12,0,3,3,0
4,1,6,2,5,3,0,9,1,3,3,3,0,13,14,2,0,2,0,2,12,0,3,0,0
5,1,7,2,6,3,0,8,1,3,4,3,0,13,14,2,0,3,0,2,11,0,3,3,0
6,1,7,3,6,2,0,7,1,3,5,3,0,13,14,2,0,3,0,2,11,3,3,1,0
7,1,7,2,6,1,0,7,1,2,5,1,0,13,14,2,0,3,0,2,11,2,3,1,0
8,1,8,2,7,3,0,7,2,2,6,3,0,13,14,2,0,3,0,2,11,1,3,1,0
9,1,9,2,8,3,0,7,3,2,6,3,0,13,14,2,0,3,0,3,11,1,3,3,0
10,1,9,3,8,2,0,7,3,1,6,1,0,13,14,1,0,1,0,4,11,1,4,3,0
11,1,9,3,8,3,0,7,3,0,6,1,0,14,14,1,0,3,0,5,11,1,5,3,0
12,1,9,3,8,0,0,7,3,3,6,1,0,14,14,1,0,3,0,6,11,1,6,3,0
13,1,9,2,8,1,0,6,3,3,6,3,0,14,14,0,0,1,0,6,11,0,6,1,0
14,1,10,2,8,3,0,5,3,3,7,3,0,14,13,0,1,3,0,6,11,3,6,1,0
15,1,10,1,8,1,0,5,3,3,7,0,0,14,12,0,2,3,0,6,11,0,6,2,0
16,1,10,0,8,1,0,5,3,2,7,1,0,14,11,0,2,3,0,6,10,0,7,3,0
17,1,9,0,8,3,0,5,4,2,8,3,0,14,10,0,3,3,0,6,9,0,7,3,0
18,1,8,0,8,3,0,5,5,2,9,3,0,14,9,0,4,3,0,6,9,3,7,1,0
19,1,8,3,8,1,0,5,6,2,10,3,0,14,8,0,5,3,0,5,9,3,8,3,0
20,1,8,3,8,3,0,5,7,2,10,3,0,14,8,3,5,1,0,5,9,2,8,1,0
21,1,8,3,8,3,0,5,7,1,10,1,0,13,8,3,6,3,0,5,9,1,8,1,0
22,1,8,3,8,3,0,6,7,1,11,3,0,13,8,3,6,0,0,6,9,1,8,3,0
23,1,8,2,8,1,0,6,7,0,11,1,0,12,8,3,6,3,0,6,9,0,8,1,0
24,1,9,2,8,3,0,6,6,0,12,3,0,11,8,3,6,3,0,6,8,0,9,3,0
25,1,9,1,8,1,0,6,5,0,13,3,0,10,8,3,7,3,0,6,7,0,9,3,0
26,2,9,1,9,3,0,6,4,0,14,3,0,9,8,3,7,3,0,6,7,3,9,1,0
27,3,9,1,10,3,0,6,4,3,14,1,0,8,8,3,8,3,0,6,7,2,9,1,0
28,4,9,1,11,3,0,6,4,2,14,1,0,7,8,3,9,3,0,6,7,1,9,1,0
29,5,9,1,11,3,0,6,4,1,14,1,0,7,8,2,9,1,0,7,7,1,10,3,0
30,6,9,1,11,3,0,6,4,0,14,1,0,7,9,2,9,3,0,8,7,1,11,3,0
31,6,9,1,11,3,0,6,4,3,14,1,0,7,9,1,9,1,0,9,7,1,12,3,0
32,6,9,0,11,1,0,6,4,2,14,1,0,8,9,1,10,3,0,10,7,1,12,3,0
33,6,8,0,11,3,0,6,4,1,14,1,0,8,9,0,10,1,0,10,7,0,12,1,0
34,6,7,0,11,3,0,7,4,1,15,3,0,8,9,3,10,1,0,10,7,3,12,1,0
35,6,6,0,11,3,0,8,4,1,16,3,0,7,9,3,10,3,0,10,7,0,12,2,0
36,6,5,0,11,3,0,9,4,1,17,3,0,7,9,2,10,1,0,10,6,0,13,3,0
37,6,4,0,11,3,0,10,4,1,18,3,0,7,9,1,10,1,0,10,6,1,13,2,0
38,6,4,0,11,0,0,11,4,1,19,3,0,8,9,1,10,3,0,10,6,0,13,1,0
39,6,4,3,11,1,0,12,4,1,20,3,0,9,9,1,11,3,0,10,5,0,14,3,0
40,6,4,2,11,1,0,12,4,0,20,1,0,10,9,1,12,3,0,10,4,0,14,3,0
41,6,5,2,11,3,0,12,4,3,20,1,0,11,9,1,13,3,0,10,3,0,15,3,0
42,6,6,2,11,3,0,11,4,3,20,3,0,12,9,1,14,3,0,10,3,3,15,1,0
43,6,7,2,11,3,0,10,4,3,20,3,0,13,9,1,15,3,0,9,3,3,15,3,0
44,6,8,2,11,3,0,9,4,3,20,3,0,14,9,1,15,3,0,8,3,3,16,3,0
45,6,9,2,11,3,0,8,4,3,20,3,0,14,9,0,15,1,0,7,3,3,16,3,0
46,6,10,2,11,3,0,7,4,3,20,3,0,14,8,0,15,3,0,7,3,2,16,1,0
47,6,11,2,11,3,0,6,4,3,20,3,0,14,7,0,16,3,0,7,4,2,16,3,0
48,6,12,2,12,3,0,5,4,3,20,3,0,14,6,0,16,3,0,7,5,2,17,3,0
49,6,13,2,12,3,0,4,4,3,21,3,0,14,5,0,17,3,0,7,6,2,18,3,0
50,6,14,2,13,3,0,4,4,0,21,2,0,14,4,0,18,3,0,7,7,2,18,3,0
51,6,14,1,13,1,0,4,4,1,21,2,0,14,3,0,19,3,0,7,7,1,18,1,0
52,7,14,1,14,3,0,5,4,1,21,3,0,14,2,0,20,3,0,7,7,0,18,1,0
53,8,14,1,14,3,0,6,4,1,21,3,0,14,2,3,20,1,0,7,6,0,18,3,0
54,9,14,1,14,3,0,6,4,2,21,2,0,13,2,3,21,3,0,7,5,0,18,3,0
55,10,14,1,15,3,0,6,5,2,21,3,0,13,2,0,21,2,0,7,4,0,18,3,0
56,10,14,2,15,2,0,6,5,1,21,1,0,13,2,3,21,1,0,7,3,0,18,3,0
57,10,14,2,15,3,0,7,5,1,21,3,0,13,2,2,21,1,0,7,2,0,18,3,0
58,10,14,2,15,3,0,7,5,1,21,0,0,13,3,2,22,3,0,7,1,0,18,3,0
59,10,14,1,15,1,0,8,5,1,22,3,0,13,3,1,22,1,0,7,1,0,18,3,0
60,11,14,1,16,3,0,9,5,1,23,3,0,14,3,1,22,3,0,7,1,0,18,3,0
61,11,14,0,16,1,0,10,5,1,23,3,0,14,3,1,22,3,0,7,1,0,18,3,0
62,11,13,0,17,3,0,10,5,0,23,1,0,14,3,0,22,1,0,7,1,0,18,3,0
63,11,13,3,17,1,0,10,5,3,23,1,0,14,3,1,22,2,0,7,1,0,18,3,0
64,11,13,2,17,1,0,10,5,2,23,1,0,14,3,0,22,1,0,7,1,0,18,3,0
65,11,14,2,17,3,0,10,6,2,23,3,0,14,2,0,22,3,0,7,1,3,18,1,0
66,11,14,2,17,3,0,10,7,2,23,3,0,14,2,3,22,1,0,6,1,3,19,3,0
67,11,14,2,17,3,0,10,7,1,23,1,0,13,2,3,22,3,0,5,1,3,20,3,0
68,11,14,2,17,3,0,11,7,1,23,3,0,12,2,3,23,3,0,4,1,3,20,3,0
69,11,14,2,17,3,0,12,7,1,23,3,0,12,2,2,23,1,0,3,1,3,21,3,0
70,11,14,2,17,3,0,13,7,1,24,3,0,12,3,2,23,3,0,3,1,2,21,1,0
71,11,14,1,17,1,0,14,7,1,24,3,0,12,4,2,23,3,0,3,1,1,21,1,0
72,11,14,2,17,2,0,14,7,1,24,3,0,12,5,2,24,3,0,3,1,0,21,1,0
73,11,14,2,17,3,0,14,7,1,24,3,0,12,5,1,24,1,0,3,1,0,21,3,0
74,11,14,3,17,2,0,14,7,1,24,3,0,13,5,1,25,3,0,3,1,0,21,3,0
75,10,14,3,17,3,0,14,7,0,24,1,0,14,5,1,25,3,0,3,1,0,21,3,0
76,9,14,3,17,3,0,14,7,3,24,1,0,14,5,1,25,3,0,3,1,3,21,1,0
77,9,14,2,17,1,0,14,7,2,24,1,0,14,5,1,25,3,0,2,1,3,22,3,0
78,9,14,2,17,3,0,14,8,2,24,3,0,14,5,1,25,3,0,1,1,3,22,3,0
79,9,14,2,17,3,0,14,9,2,24,3,0,14,5,1,25,3,0,1,1,2,22,1,0
80,9,14,1,17,1,0,14,9,3,24,2,0,14,5,1,25,3,0,1,2,2,22,3,0
81,10,14,1,17,3,0,13,9,3,24,3,0,14,5,1,25,3,0,1,3,2,22,3,0
82,10,14,0,17,1,0,12,9,3,24,3,0,14,5,0,25,1,0,1,3,1,22,1,0
83,10,13,0,18,3,0,11,9,3,24,3,0,14,4,0,25,3,0,2,3,1,22,3,0
84,10,13,3,18,1,0,10,9,3,24,3,0,14,3,0,25,3,0,2,3,1,22,0,0
85,9,13,3,18,3,0,10,9,2,24,1,0,14,3,3,25,1,0,2,3,0,22,1,0
