t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,1,1,0,1,0,13,1,3,1,3,0,14,14,3,0,1,0,2,14,1,1,3,0
1,2,1,1,1,3,0,13,1,2,1,1,0,14,14,2,0,1,0,3,14,1,2,3,0
2,2,1,0,1,1,0,13,2,2,1,3,0,14,14,2,0,3,0,4,14,1,3,3,0
3,2,1,3,1,1,0,13,3,2,1,3,0,14,14,1,0,1,0,4,14,0,3,1,0
4,1,1,3,1,3,0,13,4,2,2,3,0,14,14,1,0,3,0,4,13,0,4,3,0
5,1,1,2,1,1,0,13,4,1,2,1,0,14,14,0,0,1,0,4,12,0,5,3,0
6,1,2,2,2,3,0,14,4,1,3,3,0,14,13,0,0,3,0,4,11,0,6,3,0
7,1,3,2,3,3,0,14,4,1,3,3,0,14,13,3,0,1,0,4,10,0,7,3,0
8,1,3,1,3,1,0,14,4,1,3,3,0,13,13,3,1,3,0,4,9,0,7,3,0
9,2,3,1,4,3,0,14,4,1,3,3,0,12,13,3,2,3,0,4,8,0,8,3,0
10,3,3,1,4,3,0,14,4,1,3,3,0,11,13,3,3,3,0,4,7,0,9,3,0
11,4,3,1,4,3,0,14,4,1,3,3,0,11,13,2,3,1,0,4,6,0,10,3,0
12,4,3,0,4,1,0,14,4,1,3,3,0,11,14,2,3,3,0,4,5,0,11,3,0
13,4,3,3,4,1,0,14,4,1,3,3,0,11,14,2,3,3,0,4,5,3,11,1,0
14,3,3,3,4,3,0,14,4,0,3,1,0,11,14,1,3,1,0,3,5,3,12,3,0
15,3,3,2,4,1,0,14,4,3,3,1,0,12,14,1,4,3,0,3,5,2,12,1,0
16,3,4,2,5,3,0,13,4,3,3,3,0,13,14,1,5,3,0,3,6,2,13,3,0
17,3,5,2,5,3,0,13,4,2,3,1,0,14,14,1,5,3,0,3,6,1,13,1,0
18,3,5,1,5,1,0,13,4,1,3,1,0,14,14,1,5,3,0,4,6,1,13,3,0
19,3,5,0,5,1,0,14,4,1,3,3,0,14,14,1,5,3,0,5,6,1,13,3,0
20,3,4,0,5,3,0,14,4,1,3,3,0,14,14,1,5,3,0,6,6,1,14,3,0
21,3,3,0,5,3,0,14,4,0,3,1,0,14,14,1,5,3,0,6,6,0,14,1,0
22,3,2,0,6,3,0,14,3,0,4,3,0,14,14,0,5,1,0,6,5,0,15,3,0
23,3,2,3,6,1,0,14,2,0,5,3,0,14,13,0,5,3,0,6,4,0,16,3,0
24,2,2,3,7,3,0,14,1,0,5,3,0,14,13,3,5,1,0,6,3,0,17,3,0
25,1,2,3,7,3,0,14,1,0,5,3,0,14,13,2,5,1,0,6,2,0,18,3,0
26,1,2,2,7,1,0,14,1,0,5,3,0,14,14,2,5,3,0,6,1,0,19,3,0
27,1,3,2,7,3,0,14,1,3,5,1,0,14,14,2,5,3,0,6,1,3,19,1,0
28,1,4,2,8,3,0,13,1,3,5,3,0,14,14,2,5,3,0,5,1,3,20,3,0
29,1,4,1,8,1,0,12,1,3,6,3,0,14,14,2,5,3,0,4,1,3,21,3,0
30,2,4,1,9,3,0,11,1,3,7,3,0,14,14,2,5,3,0,3,1,3,22,3,0
31,3,4,1,9,3,0,10,1,3,7,3,0,14,14,2,5,3,0,2,1,3,22,3,0
32,3,4,0,9,1,0,10,1,2,7,1,0,14,14,2,5,3,0,1,1,3,22,3,0
33,3,3,0,9,3,0,10,1,1,7,1,0,14,14,2,5,3,0,1,1,3,22,3,0
34,3,2,0,9,3,0,11,1,1,7,3,0,14,14,1,5,1,0,1,1,2,22,1,0
35,3,1,0,9,3,0,12,1,1,7,3,0,14,14,0,5,1,0,1,2,2,22,3,0
36,3,1,0,9,3,0,13,1,1,7,3,0,14,13,0,5,3,0,1,2,1,22,1,0
37,3,1,0,9,3,0,14,1,1,7,3,0,14,13,3,5,1,0,2,2,1,22,3,0
38,3,1,3,9,1,0,14,1,0,7,1,0,13,13,3,5,3,0,3,2,1,22,3,0
39,3,1,2,9,1,0,14,1,0,7,3,0,12,13,3,5,3,0,3,2,0,22,1,0
40,3,1,2,9,3,0,14,1,0,7,3,0,12,13,2,5,1,0,3,2,0,22,3,0
41,3,1,2,9,3,0,14,1,0,7,3,0,12,14,2,5,3,0,3,2,0,22,3,0
42,3,1,2,9,3,0,14,1,3,7,1,0,12,14,2,5,3,0,3,2,0,22,3,0
43,3,1,2,9,3,0,14,1,2,7,1,0,12,14,1,5,1,0,3,2,0,22,3,0
44,3,1,2,9,3,0,14,2,2,7,3,0,12,14,0,5,1,0,3,2,0,22,3,0
45,3,1,2,9,3,0,14,3,2,7,3,0,12,13,0,5,3,0,3,2,0,22,3,0
46,3,1,1,9,1,0,14,4,2,7,3,0,12,12,0,6,3,0,3,2,3,22,1,0
