t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,1,1,0,1,1,13,1,3,1,3,1,14,13,0,0,3,0,2,14,1,0,3,0
1,2,1,1,1,3,2,12,1,3,1,3,1,14,12,0,1,3,2,2,14,0,0,1,2
2,2,1,0,1,1,4,11,1,3,2,3,4,14,11,0,2,3,4,2,13,0,0,3,3
3,2,1,0,1,3,8,10,1,3,3,3,8,14,10,0,3,3,8,2,12,0,1,3,8
4,2,1,0,1,3,17,10,1,2,3,1,17,14,9,0,4,3,17,2,12,3,1,1,17
5,2,1,0,1,3,35,10,1,1,3,1,35,14,8,0,5,3,35,1,12,3,2,3,35
6,2,1,0,1,3,71,11,1,1,3,3,70,14,7,0,6,3,71,1,12,3,2,3,71
7,2,1,0,1,3,142,12,1,1,3,3,141,14,6,0,7,3,142,1,12,3,2,3,142
8,2,1,3,1,1,284,13,1,1,3,3,283,14,6,3,7,1,284,1,12,3,2,3,284
9,1,1,3,1,3,567,14,1,1,3,3,567,14,6,2,7,1,568,1,12,2,2,1,568
10,1,1,3,1,3,1136,14,1,0,3,1,1136,14,7,2,7,3,1135,1,13,2,3,3,1136
11,1,1,3,1,3,2273,14,1,0,3,3,2273,14,8,2,7,3,2272,1,13,1,3,1,2272
12,1,1,3,1,3,4546,14,1,0,3,3,4546,14,8,1,7,1,4545,1,13,0,3,1,4545
13,1,1,2,1,1,9092,14,1,0,3,3,9092,14,8,1,7,3,9092,1,13,3,3,1,9091
14,1,2,2,2,3,18184,14,1,0,3,3,18184,14,8,1,7,3,18184,1,13,2,3,1,18184
15,1,3,2,3,3,36369,14,1,0,3,3,36369,14,8,1,7,3,36369,1,14,2,3,3,36368
16,1,3,1,3,1,72738,14,1,0,3,3,72738,14,8,1,7,3,72738,1,14,2,3,3,72738
17,2,3,1,4,3,145477,14,1,0,3,3,145477,14,8,1,7,3,145477,1,14,2,3,3,145477
18,3,3,1,5,3,290955,14,1,3,3,1,290955,14,8,0,7,1,290955,1,14,1,3,1,290955
19,4,3,1,5,3,581910,14,1,2,3,1,581910,14,8,3,7,1,581910,2,14,1,3,3,581910
20,4,3,0,5,1,1.16382e+06,14,1,1,3,1,1.16382e+06,13,8,3,8,3,1.16382e+06,3,14,1,4,3,1.16382e+06
21,4,2,0,6,3,2.32764e+06,14,1,1,3,3,2.32764e+06,12,8,3,8,3,2.32764e+06,4,14,1,4,3,2.32764e+06
