rewardGroupModes,meanOwnScores,meanMinimums,meanMaximums,meanAverages,meanSums
LOD_0_0,36.40427599611273,25.865889212827987,47.392614188532555,36.40427599611273,145.61710398445092
LOD_0_1,45.16520894071915,19.597667638483966,52.47424684159378,36.64480077745384,146.57920310981535
LOD_1_0,36.397473275024296,26.13605442176871,46.98445092322643,36.397473275024296,145.58989310009719
LOD_1_1,48.80077745383868,10.80952380952381,57.29640427599611,33.969873663751216,135.87949465500486
LOD_2_0,87.54810495626822,1.7968901846452867,87.54810495626822,30.536443148688047,122.14577259475219
LOD_2_1,68.1137026239067,1.3955296404275996,75.93974732750243,30.982021379980562,123.92808551992225
LOD_3_0,31.324586977648202,31.324586977648202,42.075801749271136,36.50898931000972,146.03595724003887
LOD_3_1,33.70165208940719,23.024295432458697,44.226433430515065,32.88386783284742,131.5354713313897
